BDRY_IDENT	SEG_NBR	CTRY_1	CTRY_2	CTRY_3	CTRY_4	CTRY_5	CYCLE_DATE
AG00002	10	BP					199511
AG00002	20	BP					199511
AG00002	30	BP					199511
AG00002	40	BP					199511
AG00002	45	BP					200404
AG00002	50	BP					199511
AG00002	60	BP					199707
AG00002	70	BP					199707
AG00002	80	BP					199809
AG00002	90	BP					199809
AG00002	100	BP					199809
AG00002	110	BP					199809
AG00002	120	BP					199809
AG00004	10	BP					199511
AG00004	20	BP					199511
AG00004	30	BP					199511
AG00004	40	BP					199511
AG00004	45	BP					200603
AG00004	50	BP					199511
AG00004	60	BP					199707
AG00004	70	BP					199707
AG00004	80	BP					199809
AG00004	90	BP					199809
AG00004	100	BP					199809
AG00004	110	BP					199809
AG00004	120	BP					199809
AG00006	10	BP					199511
AG00006	20	BP					199511
AG00006	30	BP					199511
AG00006	40	BP					199511
AG00006	45	BP					200404
AG00006	50	BP					199511
AG00006	60	BP					199707
AG00006	70	BP					199707
AG00006	80	BP					199809
AG00006	90	BP					199809
AG00006	100	BP					199809
AG00006	110	BP					199809
AG00006	120	BP					199809
AN00001	10	NR					199511
AN00001	20	NR					199511
AN00001	30	NR					199511
AN00001	40	NR					199511
AN00001	50	NR					199511
AN00001	60	NR					199511
AN00001	70	NR					199511
AN00002	10	NR					199511
AN00002	20	NR					199511
AN00002	30	NR					199511
AN00002	40	NR					199511
AN00002	50	NR					199511
AN00002	60	NR					199511
AN00002	70	NR					199511
AY00001	10	PP					199810
AY00001	20	PP					199810
AY00001	30	PP					199903
AY00001	40	PP					199903
AY00001	50	PP					199903
AY00001	60	PP					199903
AY00001	70	PP					199903
AY00001	80	PP					199903
AY00001	90	PP					199810
AY00001	100	PP					199810
AY00001	110	PP					199810
AY00001	120	PP					199810
AY00001	130	PP					199810
AY00001	140	PP					199810
AY00001	150	PP					199810
AY00001	160	PP					199810
AY00001	170	PP					199810
AY00001	180	PP					199810
AY00001	190	PP					199810
AY00001	200	PP					199810
AY00001	210	PP					199810
AY00001	220	PP					199810
AY00001	230	PP					199810
AY00001	240	PP					199810
AY00001	250	PP					199810
AY00001	260	PP					199810
AY00001	270	PP					199810
AY00001	280	PP					199810
AY00001	290	PP					199810
AY00001	300	PP					199810
AY00001	310	PP					199810
AY00001	320	PP					199810
AY00001	330	PP					199810
AY00001	340	PP					199810
AY00001	350	PP					199810
AY00001	360	PP					199810
AY00001	370	PP					199810
AY00001	380	PP					199810
AY00001	390	PP					199810
AY00001	400	PP					199810
AY00001	410	PP					199810
AY00001	420	PP					199810
AY00001	430	PP					199810
AY00001	440	PP					199810
AY00001	450	PP					199810
AY00001	460	PP					199810
AY00001	470	PP					199810
AY00001	480	PP					199810
AY00001	490	PP					199810
AY00001	500	PP					199810
AY00001	510	PP					199810
AY00001	520	PP					199810
AY00001	530	PP					199810
AY00001	540	PP					199810
AY00001	550	PP					199810
AY00001	560	PP					199810
AY00001	570	PP					199810
AY00001	580	PP					199810
AY00001	590	PP					199810
AY00001	600	PP					199810
AY00001	610	PP					199810
AY00002	10	PP					199810
AY00002	20	PP					199810
AY00002	30	PP					199810
AY00002	40	PP					199810
AY00002	50	PP					199810
AY00002	60	PP					199810
AY00002	70	PP					199810
AY00002	80	PP					199810
AY00002	90	PP					199810
AY00002	100	PP					199810
AY00002	110	PP					199810
AY00002	120	PP					199810
AY00002	130	PP					199810
AY00002	140	PP					199810
AY00002	150	PP					199810
AY00002	160	PP					199810
AY00002	170	PP					199810
AY00002	180	PP					199810
AY00002	190	PP					199810
AY00002	200	PP					199810
AY00002	210	PP					199810
AY00002	220	PP					199810
AY00002	230	PP					199810
AY00002	240	PP					199810
AY00002	250	PP					199810
AY00002	260	PP					199810
AY00002	270	PP					199810
AY00002	280	PP					199810
AY00002	290	PP					199810
AY00002	300	PP					199810
AY00002	310	PP					199810
AY00002	320	PP					199810
AY00002	330	PP					199810
AY00002	340	PP					199810
AY00002	350	PP					199810
AY00002	360	PP					199810
AY00002	370	PP					199810
AY00002	380	PP					199810
AY00002	390	PP					199810
AY00002	400	PP					199810
AY00002	410	PP					199810
AY00002	420	PP					199810
AY00002	430	PP					199810
AY00002	440	PP					199810
AY00002	450	PP					199810
AY00002	460	PP					199810
AY00002	470	PP					199810
AY00002	480	PP					199810
AY00002	490	PP					199810
AY00002	500	PP					199810
AY00002	510	PP					199810
AY00002	520	PP					199810
AY00002	530	PP					199810
AY00002	540	PP					199810
AY00002	550	PP					199810
AY00002	560	PP					199810
AY00002	570	PP					199810
AY00002	580	PP					199810
AY00002	590	PP					199810
AY00002	600	PP					199810
AY00002	610	PP					199810
AY00003	10	PP					199511
AY00036	10	PP					199702
AY00036	20	PP					199702
AY00036	30	PP					199702
AY00036	40	PP					199702
AY00037	10	PP					199702
AY00037	20	PP					199702
AY00037	30	PP					199702
AY00037	40	PP					199702
AY00038	10	AS					199702
AY00038	20	AS					199702
AY00038	30	PP					199702
AY00038	40	PP					199702
AY00038	50	PP					199702
AY00038	60	PP					199702
AY00039	10	PP					199702
AY00039	20	PP					199702
AY00039	30	PP					199702
AY00039	40	PP					199702
AY00040	10	PP					199702
AY00040	20	PP					199702
AY00040	30	PP					199702
AY00040	40	PP					199702
AY00041	10	PP					199511
AY00041	20	PP					199511
AY00041	30	PP					199511
AY00041	40	PP					199511
AY00042	10	PP					199511
AY00043	10	PP					199511
AY00043	20	PP					199511
AY00043	30	PP					199511
AY00043	40	PP					199511
AY00044	10	PG					199702
AY00044	20	PG					199702
AY00044	30	PG					199702
AY00044	40	PG					199702
AY00045	10	PP					199511
AY00045	20	PP					199511
AY00045	30	PP					199511
AY00045	40	PP					199511
AY00046	10	AS					199702
AY00046	20	AS					199702
AY00046	30	AS					199702
AY00046	40	AS					199702
AY00047	10	AS					199702
AY00047	20	AS					199702
AY00047	30	AS					199702
AY00047	40	AS					199702
AY00048	10	AS					199702
AY00048	20	AS					199702
AY00048	30	AS					199702
AY00048	40	AS					199702
AY00049	10	AS					199702
AY00049	20	AS					199702
AY00049	30	AS					199702
AY00049	40	AS					199702
AY00049	50	AS					199702
AY00049	60	AS					199702
AY00060	10	PP					199511
AY00060	20	PP					199511
AY00060	30	PP					199511
AY00060	40	PP					199511
AY00061	10	PP					199511
AY00061	20	PP					199511
AY00061	30	PP					199511
AY00061	40	PP					199511
AY00062	10	PP					199511
AY00062	20	PP					199511
AY00062	30	PP					199511
AY00062	40	PP					199511
AY00062	50	PP					199511
AY00062	60	PP					199511
AY00063	10	PP					199511
AY00063	20	PP					199511
AY00063	30	PP					199511
AY00063	40	PP					199511
AY00063	50	PP					199511
AY00063	60	PP					199511
AY00064	10	PP					199511
AY00064	20	PP					199511
AY00064	30	PP					199511
AY00064	40	PP					199511
AY00065	10	PP					199511
AY00065	20	PP					199511
AY00065	30	PP					199511
AY00065	40	PP					199511
AY00066	10	PP					199511
AY00066	20	PP					199511
AY00066	30	PP					199511
AY00066	40	PP					199511
AY00067	10	PP					200308
AY00067	20	PP					200308
AY00067	30	PP					200308
AY00067	40	PP					200308
AY00067	50	PP					200308
AY00067	60	PP					200308
AY00068	10	PP					199511
AY00068	20	PP					199511
AY00068	30	PP					199511
AY00068	40	PP					199511
AY00069	15	PP					199511
AY00069	25	PP					199511
AY00069	35	PP					199511
AY00069	45	PP					199511
AY00070	15	PP					199511
AY00070	25	PP					199511
AY00070	35	PP					199511
AY00070	45	PP					199511
AY00077	10	PP					199511
AY00077	20	PP					199511
AY00077	30	PP					199511
AY00077	40	PP					199511
AY00079	10	PP					199511
AY00079	20	PP					199511
AY00079	30	PP					199511
AY00079	40	PP					199511
AY00079	50	PP					199511
AY00079	60	PP					199511
AY00080	10	PP					200603
AY00080	20	PP					200404
AY00080	30	PP					200603
AY00080	40	PP					200603
AY00081	10	PP					200404
AY00082	10	PP					200603
AY00082	20	PP					200404
AY00082	25	PP					200603
AY00082	30	PP					200603
AY00083	10	PP					200404
AY00084	10	PP					200404
BG00001	10	GL					199512
BG00001	15	GL					199512
BG00001	20	GL					199511
BG00001	30	GL					199511
BG00001	40	GL					199511
BG00001	50	GL					199511
BG00001	60	GL					199511
BG00001	70	GL					199511
BG00001	80	GL					199511
BG00001	82	GL					200411
BG00001	90	GL					199511
BG00001	100	GL					199511
BG00001	110	GL					199511
BG00001	120	GL					199511
BG00001	130	GL					199907
BG00001	140	GL					199907
BG00002	10	GL					199511
BG00003	10	GL					199511
BG00003	20	GL					199511
BG00003	30	GL					199511
BG00003	40	GL					199511
BG00006	10	CA					199511
BG00007	10	GL					199511
BG00008	10	GL					199511
BG00009	10	CA					199511
BI00001	10	IC					199511
BI00001	20	IC					199511
BI00001	30	IC					199511
BI00001	40	IC					199713
BI00001	50	IC					199511
BI00001	60	IC					199511
BI00002	10	IC					199511
BI00002	20	IC					199511
BI00002	30	IC					199803
BI00002	35	IC					199803
BI00002	50	GL					199511
BI00002	60	GL					199511
BI00003	10	IC					199903
BI00003	20	IC					199903
BI00003	30	IC					199903
BI00003	32	IC					200411
BI00003	40	IC					199903
BI00003	50	IC					199903
BI00003	60	IC					199903
BI00003	70	IC					199903
BI00003	80	IC					199903
BI00003	90	IC					199903
BI00003	100	IC					199903
BI00003	110	IC					199903
BI00003	120	IC					199903
BI00004	10	IC					200512
BI00004	20	IC					200512
BI00004	30	IC					200512
BI00004	40	IC					200512
BI00004	50	IC					200512
BI00004	60	IC					200512
BI00005	10	IC					200512
BI00005	20	IC					200512
BI00005	30	IC					200512
BI00005	40	IC					200512
BI00005	50	IC					200512
BI00005	60	IC					200512
BI00006	10	IC					200512
BI00006	20	IC					200512
BI00006	30	IC					200512
BI00006	40	IC					200512
BI00006	50	IC					200512
BI00006	60	IC					200512
BI00007	10	IC					200512
BI00007	20	IC					200512
BI00007	30	IC					200512
BI00007	40	IC					200512
BI00007	50	IC					200512
BI00007	60	IC					200512
BI00007	70	IC					200512
BI00007	80	IC					200512
BI00007	90	IC					200512
BI00008	10	IC					200008
BI00008	20	IC					200008
BI00008	30	IC					200008
BI00008	40	IC					200008
BI00008	50	IC					200309
BI00008	60	IC					200309
BI00010	10	IC					199902
BI00010	20	IC					199902
BI00010	30	IC					199902
BI00010	40	IC					199902
BI00010	50	IC					199902
BI00010	60	IC					199902
BI00010	70	IC					199902
BI00012	10	IC					199902
BI00012	20	IC					199902
BI00012	30	IC					199902
BI00012	40	IC					199902
BI00012	50	IC					199902
BI00012	60	IC					199902
BI00012	70	IC					199902
BI00012	80	IC					199902
BI00012	90	IC					199902
BI00012	100	IC					199902
BI00012	110	IC					199902
BI00012	120	IC					199902
BI00012	130	IC					199902
BI00015	10	IC					200312
BI00015	20	IC					200312
BI00015	30	IC					200312
BI00015	40	IC					200312
BI00025	10	IC					199511
BI00025	20	IC					199511
BI00025	30	IC					199511
BI00025	40	IC					199511
BI00025	50	IC					199511
BI00025	60	IC					199511
BI00026	5	IC					199513
BI00026	20	IC					199608
BI00026	30	IC					199511
BI00026	40	IC					199511
BI00027	5	IC					199511
BI00027	15	IC					199511
BI00027	25	IC					199511
BI00027	35	IC					199511
BI00028	10	IC					200312
BI00028	20	IC					200312
BI00028	30	IC					200312
BI00028	40	IC					200312
BI00028	50	IC					200312
BI00029	10	IC					199511
BI00029	20	IC					199511
BI00029	30	IC					199511
BI00029	40	IC					199511
BI00029	50	IC					199511
BI00029	60	IC					199511
BI00029	70	IC					199511
BI00029	80	IC					199511
BI00030	10	IC					199511
BI00030	20	IC					199511
BI00030	30	IC					199511
BI00030	40	IC					199511
BI00030	50	IC					199511
BI00030	60	IC					199511
BI00030	70	IC					199511
CY00001	10	CA					199706
CY00001	20	CA					200211
CY00001	30	CA					200211
CY00001	40	CA					200211
CY00001	50	CA					200211
CY00004	10	CA					199706
CY00005	10	CA					199706
CY00007	10	CA					199706
CY00008	10	CA					199706
CY00009	10	CA					200506
CY00009	20	CA					200506
CY00009	30	CA					200506
CY00009	40	CA					199706
CY00010	10	CA					199706
CY00011	10	CA					199511
CY00014	10	CA					199511
CY00015	10	CA					199511
CY00017	10	CA					199706
CY00020	10	CA					199706
CY00021	10	CA					199511
CY00026	10	CA					199511
CY00028	10	CA					199511
CY00031	10	CA					199511
CY00034	10	CA					199511
CY00039	10	CA					199511
CY00039	20	CA					200302
CY00039	30	CA					200302
CY00039	40	CA					200302
CY00040	10	CA					199511
CY00041	10	CA					199511
CY00042	10	CA					199511
CY00043	10	CA					199511
CY00043	20	CA					199511
CY00043	30	CA					199511
CY00043	40	CA					199511
CY00044	10	CA					199511
CY00045	10	CA					199607
CY00046	10	CA					199511
CY00049	10	CA					199511
CY00051	10	CA					199612
CY00051	20	CA					200213
CY00051	30	CA					200213
CY00051	40	CA					200213
CY00054	10	CA					199511
CY00058	5	CA					199608
CY00058	15	CA					199608
CY00058	25	CA					199608
CY00058	35	CA					199608
CY00058	45	CA					199608
CY00058	55	CA					199608
CY00058	66	CA					199608
CY00058	75	CA					199608
CY00058	85	CA					199608
CY00058	95	CA					199608
CY00058	105	CA					199608
CY00059	10	CA					199511
CY00059	20	CA					199511
CY00059	30	CA					199511
CY00059	40	CA					199511
CY00060	10	CA					200302
CY00060	20	CA					199511
CY00062	10	CA					200113
CY00062	20	CA					199511
CY00070	10	CA					199511
CY00072	10	CA					199511
CY00072	20	CA					199511
CY00072	30	CA					199511
CY00072	40	CA					199511
CY00072	50	CA					199511
CY00072	60	CA					199511
CY00072	70	CA					199511
CY00073	10	CA					199511
CY00073	20	CA					199511
CY00073	30	CA					199511
CY00073	40	CA					199511
CY00073	50	CA					199511
CY00073	60	CA					199511
CY00073	70	CA					199511
CY00073	80	CA					199511
CY00074	10	CA					199511
CY00074	20	CA					199511
CY00074	30	CA					199511
CY00074	40	CA					199511
CY00074	50	CA					199511
CY00090	10	CA					199511
CY00091	10	CA					199511
CY00092	10	CA					199511
CY00092	20	CA					200113
CY00092	30	CA					200113
CY00092	40	CA					200113
CY00093	10	CA					199511
CY00093	20	CA					199511
CY00093	30	CA					199511
CY00093	40	CA					199511
CY00093	50	CA					199511
CY00094	10	CA					199706
CY00095	10	CA					199706
CY00096	10	CA					199706
CY00097	10	CA					199706
CY00097	20	CA					199706
CY00097	30	CA					199706
CY00097	40	CA					199706
CY00097	50	CA					199706
CY00097	60	CA					200209
CY00098	10	CA					199706
CY00099	10	CA					199706
CY00100	10	CA					200506
CY00100	20	CA					200506
CY00100	30	CA					200506
CY00100	40	CA	US53				199706
CY00101	10	CA					199706
CY00101	20	CA					199706
CY00101	30	CA					199706
CY00101	40	CA					199706
CY00102	10	CA					199513
CY00102	20	CA					199706
CY00102	30	CA					199513
CY00102	40	CA					200206
CY00103	10	CA					199513
CY00103	20	CA					199612
CY00103	30	CA					199513
CY00103	40	CA					199612
CY00105	10	CA					200505
CY00105	20	CA					200505
CY00105	30	CA					199706
CY00106	10	CA					199706
CY00107	10	CA					199706
CY00111	10	CA					199706
CY00113	10	CA					199706
CY00117	10	CA					199706
CY00126	10	CA					199706
CY00126	20	CA					199706
CY00126	30	CA					199706
CY00126	40	CA					199706
CY00126	50	CA					199706
CY00131	10	CA					199706
CY00132	10	CA					199708
CY00132	20	CA					199708
CY00132	30	CA					199708
CY00132	40	CA					199708
CY00139	10	CA					199706
CY00154	10	CA					200206
CY00154	11	CA					200206
CY00154	12	CA					200206
CY00154	13	CA					200206
CY00154	14	CA					200206
CY00154	15	CA					200206
CY00154	20	CA					200206
CY00154	30	CA					200206
CY00154	40	CA					199612
CY00155	10	CA					199612
CY00156	10	CA					199612
CY00156	20	CA					199612
CY00157	10	CA					199511
CY00157	20	CA					199511
CY00157	30	CA					200212
CY00158	10	CA					199511
CY00158	20	CA					199511
CY00158	30	CA					199511
CY00158	40	CA					199612
CY00159	10	CA					199612
CY00159	20	CA					199612
CY00160	10	CA					199513
CY00161	10	CA					199612
CY00161	20	CA					200207
CY00161	30	CA					200207
CY00161	40	CA					200207
CY00162	10	SB					199608
CY00162	20	SB					199608
CY00162	30	SB					199608
CY00162	40	SB					199608
CY00164	10	SB					199608
CY00166	10	CA					199613
CY00166	20	CA					199613
CY00166	30	CA					200113
CY00166	40	CA					200113
CY00166	50	CA					200113
CY00166	60	CA					200113
CY00167	10	CA					199608
CY00167	20	CA					199608
CY00167	30	CA					200113
CY00168	10	CA					199608
CY00168	20	CA					199608
CY00168	30	CA					200113
CY00169	10	CA					199613
CY00169	20	CA					199613
CY00174	10	CA					199706
CY00178	10	CA					199706
CY00178	20	CA					200506
CY00178	30	CA					200506
CY00178	40	CA					200506
CY00178	50	CA					200506
CY00178	60	CA					200506
CY00181	10	CA					199707
CY00182	10	CA					199902
CY00182	20	CA					199902
CY00182	30	CA					199902
CY00182	40	CA					199902
CY00182	50	CA					199902
CY00185	10	CA					199904
CY00185	20	CA					199904
CY00185	30	CA					199904
CY00185	40	CA					199904
CY00185	50	CA					199904
CY00186	10	CA					199706
CY00186	20	CA					200207
CY00186	30	CA					200207
CY00187	10	CA					199805
CY00187	20	CA					199805
CY00187	30	CA					199706
CY00188	10	CA					199706
CY00189	10	CA					200209
CY00189	20	CA					200209
CY00189	30	CA					199513
CY00190	10	CA					199511
CY00190	20	CA					199511
CY00190	30	CA					199612
CY00191	10	CA					199511
CY00192	10	CA					199511
CY00193	10	CA					199706
CY00194	10	CA					199805
CY00195	10	CA					199706
CY00196	10	CA					199511
CY00197	10	CA					199511
CY00198	10	CA					199706
CY00199	10	CA					199511
CY00200	10	CA					199511
CY00201	10	CA					199511
CY00202	10	CA					199612
CY00202	20	CA					199603
CY00202	30	CA					199612
CY00202	40	CA					199513
CY00202	50	CA					199513
CY00202	60	CA					199612
CY00202	70	CA					199513
CY00203	10	CA					199706
CY00203	20	CA					199706
CY00203	30	CA					199706
CY00203	40	CA					199706
CY00204	10	CA					199706
CY00205	10	CA					199706
CY00205	20	CA					199706
CY00205	30	CA					199706
CY00205	40	CA					199706
CY00206	10	CA					199612
CY00206	20	CA					199513
CY00206	30	CA					199513
CY00206	40	CA					199612
CY00206	50	CA					199513
CY00206	60	CA					199513
CY00207	10	CA					199513
CY00207	20	CA					199513
CY00207	30	CA					199612
CY00207	40	CA					199513
CY00207	50	CA					199513
CY00208	10	CA					200506
CY00208	20	CA					200506
CY00208	30	CA					200506
CY00208	40	CA					200506
CY00208	50	CA					200506
CY00208	60	CA					200506
CY00208	70	CA					199513
CY00312	10	CA					199611
CY00313	10	CA					199611
CY00314	10	CA					199706
CY00315	10	CA					199706
CY00315	20	CA					199708
CY00316	10	CA					199706
CY00317	10	CA					200211
CY00317	20	CA					200211
CY00317	30	CA					200211
CY00318	10	CA					199606
CY00318	20	CA					199606
CY00318	30	CA					199606
CY00318	40	CA					199606
CY00320	10	CA					199805
CY00321	10	CA					199606
CY00322	10	CA					199606
CY00323	10	CA					200113
CY00323	20	CA					199606
CY00324	10	CA					199606
CY00324	20	CA					200202
CY00325	10	CA					199805
CY00325	20	CA					199606
CY00326	10	CA					199805
CY00326	20	CA					199606
CY00327	20	CA					199606
CY00327	30	CA					200602
CY00327	40	CA					200602
CY00327	50	CA					200602
CY00328	20	CA					199606
CY00328	30	CA					200602
CY00328	40	CA					200602
CY00328	60	CA					200602
CY00329	20	CA					199606
CY00329	30	CA					200602
CY00329	40	CA					200602
CY00329	50	CA					200602
CY00330	10	CA					200211
CY00330	20	CA					200211
CY00331	10	CA					199706
CY00331	20	CA					199706
CY00331	30	CA					199706
CY00332	10	CA					200211
CY00332	20	CA					200211
CY00332	30	CA					200211
CY00334	10	CA					199706
CY00340	10	CA					199706
CY00341	10	CA					199511
CY00342	10	CA					199706
CY00343	10	CA					199511
CY00344	10	CA					199511
CY00345	10	CA					200213
CY00345	20	CA					200213
CY00345	30	CA					200213
CY00345	40	CA					200213
CY00345	50	CA					200213
CY00345	60	CA					200213
CY00345	70	CA					199612
CY00346	10	CA					200302
CY00346	20	CA					200302
CY00346	30	CA					200302
CY00346	40	CA					200302
CY00346	50	CA					200302
CY00346	60	CA					200302
CY00346	70	CA					200302
CY00346	80	CA					200302
CY00347	10	CA					199608
CY00347	20	CA					199608
CY00347	30	CA					199608
CY00347	40	CA					199608
CY00349	10	CA					199511
CY00349	20	CA					200302
CY00350	10	CA					199511
CY00350	20	CA					200302
CY00380	10	CA					200113
CY00380	20	CA					199511
CY00380	30	CA					200302
CY00380	40	CA					200302
CY00380	50	CA					200302
CY00454	10	CA					199902
CY00454	20	CA					199902
CY00454	30	CA					199902
CY00454	40	CA					199902
CY00454	50	CA					199902
CY00454	60	CA					199902
CY00489	10	CA					200411
CY00489	20	CA					200411
CY00489	30	CA					200212
CY00489	40	CA					200212
CY00489	50	CA					200212
CY00489	60	CA					200212
CY00489	70	CA					200212
CY00489	80	CA					200212
CY00500	10	CA					199511
CY00500	20	CA					199511
CY00500	30	CA					199511
CY00500	40	CA					199511
CY00500	50	CA					199511
CY00501	10	CA					199511
CY05061	10	CA					199512
CY05061	20	CA					200302
CY05061	30	CA					200302
CY05061	40	CA					200302
CY05308	10	CA					199612
CY05308	20	CA					199612
CY05308	30	CA					199612
CY05308	40	CA					199612
CY05308	51	CA					199612
CY05308	52	CA					200313
CY05308	60	CA					199612
CY05308	70	CA					199612
CY05308	80	CA					199612
CY05308	90	CA					199612
CY05308	100	CA					199612
CY05309	10	CA					199612
CY05310	10	CA					199706
CY05310	20	CA					199706
CY05310	30	CA					199706
CY05310	40	CA					200211
CY05311	10	CA					200311
CY05311	20	CA					200311
CY05311	30	CA					200311
CY05311	40	CA					200311
CY05312	10	CA					200506
CY05312	20	CA					200506
CY05312	30	CA					200506
CY05312	40	CA					200506
CY05312	50	CA					200506
CY05312	60	CA					200506
CZ00001	10	CA					199706
CZ00001	20	CA					199511
CZ00001	30	CA					199511
CZ00001	40	CA					199511
CZ00001	50	CA					199511
CZ00001	60	CA					199511
CZ00001	70	CA					199511
CZ00001	80	CA					199511
CZ00001	90	CA					199511
CZ00001	100	CA					199511
CZ00001	110	CA					199511
CZ00001	120	CA					199511
CZ00001	130	CA					199511
CZ00001	140	CA					199511
CZ00001	150	CA					199511
CZ00001	160	CA					199511
CZ00001	170	CA					199511
CZ00001	180	CA					199511
CZ00001	190	CA					199511
CZ00001	200	CA					199511
CZ00001	210	CA					199511
CZ00001	220	CA					199511
CZ00001	230	CA					199511
CZ00001	240	CA					199511
CZ00001	250	CA					199511
CZ00001	260	CA					199511
CZ00001	270	CA					199511
CZ00001	280	CA					199511
CZ00001	290	CA					199511
CZ00001	300	CA					199511
CZ00001	310	CA					199511
CZ00002	10	CA					199706
CZ00002	20	CA					199706
CZ00002	30	CA					199706
CZ00002	40	CA					199706
CZ00002	50	CA					199706
CZ00002	55	CA					199706
CZ00002	60	CA					199706
CZ00002	70	CA					199706
CZ00002	80	CA					199706
CZ00003	10	CA					199706
CZ00004	10	CA					199511
CZ00004	20	CA					199511
CZ00004	30	CA					199611
CZ00004	40	CA					199511
CZ00004	50	CA					199511
CZ00004	60	CA					199511
CZ00004	70	CA					199512
CZ00004	80	CA					199511
CZ00004	90	CA					199511
CZ00004	100	CA					199511
CZ00004	110	CA					199511
CZ00004	120	CA					199511
CZ00004	130	CA					199511
CZ00005	10	CA					199511
CZ00005	20	CA					199511
CZ00005	30	CA					199511
CZ00005	40	CA					199511
CZ00005	50	CA					199511
CZ00005	60	CA					199511
CZ00005	70	CA					199511
CZ00005	80	CA					199511
CZ00005	90	CA					199511
CZ00005	100	CA					199511
CZ00005	110	CA					199511
CZ00005	120	CA					199511
CZ00005	130	CA					199511
CZ00005	140	CA					199511
CZ00005	150	CA					199511
CZ00005	160	CA					199511
CZ00005	170	CA					199511
CZ00005	180	CA					199511
CZ00005	190	CA					199511
CZ00005	200	CA					199511
CZ00005	210	CA					199511
CZ00005	220	CA					199511
CZ00005	230	CA					199511
CZ00005	240	CA					199511
CZ00005	250	CA					199511
CZ00005	260	CA					199511
CZ00005	270	CA					199511
CZ00005	280	CA					199511
CZ00005	290	CA					199511
CZ00005	300	CA					199511
CZ00005	310	CA					199511
CZ00005	320	CA					199511
CZ00005	330	CA					199511
CZ00005	340	CA					199511
CZ00005	350	CA					199511
CZ00005	360	CA					199511
CZ00005	370	CA					199511
CZ00005	380	CA					199511
CZ00005	390	CA					199511
CZ00005	400	CA					199511
CZ00005	410	CA					199511
CZ00005	420	CA					199511
CZ00005	430	CA					199511
CZ00005	440	CA					199511
CZ00005	450	CA					199511
CZ00005	460	CA					199511
CZ00005	470	CA					199511
CZ00005	480	CA					199511
CZ00005	490	CA					199511
CZ00005	500	CA					199511
CZ00005	510	CA					199511
CZ00005	520	CA					199511
CZ00005	530	CA					199511
CZ00005	540	CA					199511
CZ00005	550	CA					199511
CZ00005	560	CA					199511
CZ00005	570	CA					199511
CZ00005	580	CA					199511
CZ00005	590	CA					199511
CZ00005	600	CA					199511
CZ00005	610	CA					199511
CZ00005	620	CA					199511
CZ00005	630	CA					199511
CZ00005	640	CA					199511
CZ00005	650	CA					199511
CZ00005	660	CA					199511
CZ00005	670	CA					199511
CZ00005	680	CA					199511
CZ00005	690	CA					199511
CZ00005	700	CA					199511
CZ00005	710	CA					199511
CZ00005	720	CA					199511
CZ00005	730	CA					199511
CZ00005	740	CA					199511
CZ00005	750	CA					199511
CZ00005	760	CA					199511
CZ00005	770	CA					199511
CZ00005	780	CA					199511
CZ00005	790	CA					199511
CZ00005	800	CA					199511
CZ00005	810	CA					199511
CZ00005	820	CA					199511
CZ00005	830	CA					199511
CZ00005	840	CA					199511
CZ00005	850	CA					199511
CZ00005	860	CA					199511
CZ00005	870	CA					199511
CZ00005	880	CA					199511
CZ00005	890	CA					199511
CZ00005	900	CA					199511
CZ00005	910	CA					199511
CZ00005	920	CA					199511
CZ00005	930	CA					199511
CZ00005	940	CA					199511
CZ00005	950	CA					199511
CZ00005	960	CA					199511
CZ00005	970	CA					199511
CZ00005	980	CA					199511
CZ00005	990	CA					199511
CZ00005	1000	CA					199511
CZ00005	1010	CA					199511
CZ00005	1020	CA					199511
CZ00005	1030	CA					199511
CZ00005	1040	CA					199511
CZ00005	1050	CA					199511
CZ00005	1060	CA					199511
CZ00005	1070	CA					199511
CZ00005	1080	CA					199511
CZ00005	1090	CA					199511
CZ00005	1100	CA					199511
CZ00005	1110	CA					199511
CZ00005	1120	CA					199511
CZ00005	1130	CA					199511
CZ00005	1140	CA					199511
CZ00005	1150	CA					199511
CZ00005	1160	CA					199511
CZ00005	1170	CA					199511
CZ00005	1180	CA					199511
CZ00005	1190	CA					199511
CZ00005	1200	CA					199511
CZ00005	1210	CA					199511
CZ00005	1220	CA					199511
CZ00005	1230	CA					199511
CZ00005	1240	CA					199511
CZ00005	1250	CA					199511
CZ00005	1260	CA					199511
CZ00005	1270	CA					199511
CZ00005	1280	CA					199511
CZ00005	1290	CA					199511
CZ00005	1300	CA					199511
CZ00005	1310	CA					199511
CZ00005	1320	CA					199511
CZ00005	1330	CA					199511
CZ00005	1340	CA					199511
CZ00005	1350	CA					199511
CZ00005	1360	CA					199511
CZ00005	1370	CA					199511
CZ00005	1380	CA					199511
CZ00005	1390	CA					199511
CZ00005	1400	CA					199511
CZ00005	1410	CA					199511
CZ00005	1420	CA					199511
CZ00005	1430	CA					199511
CZ00005	1440	CA					199511
CZ00005	1450	CA					199511
CZ00005	1460	CA					199511
CZ00005	1470	CA					199511
CZ00005	1480	CA					199511
CZ00005	1490	CA					199511
CZ00005	1500	CA					199511
CZ00005	1510	CA					199511
CZ00005	1520	CA					199511
CZ00005	1530	CA					199511
CZ00005	1540	CA					199511
CZ00005	1550	CA					199511
CZ00005	1560	CA					199511
CZ00005	1570	CA					199511
CZ00005	1580	CA					199511
CZ00005	1590	CA					199511
CZ00005	1600	CA					199511
CZ00005	1610	CA					199511
