SUAS_IDENT	SECTOR	ICAO	CTRY_1	CTRY_2	CTRY_3	CTRY_4	CYCLE_DATE
(AYR908)		AYPY	PP				199511
(DIP14)		DIII	IV				200508
(EB)TRA N A		EBBU	BE				200510
(EB)TRA N B		EBBU	BE				200508
(EB)TRA S A		EBBU	BE				200508
(EB)TRA S B		EBBU	BE				200508
(EB)TRA W A		EBBU	BE				200508
(EB)TRA W B		EBBU	BE				200508
(EB)TRA W C		EBBU	BE				200508
(EB)TRA W D		EBBU	BE				199511
(EB)TRA11		EBBU	BE				200007
(EB)TRA14		EBEB	BE				199511
(EB)TRA17		EBSZ	BE				200007
(EB)TRA22		EBEB	BE				199511
(EB)TRA23		EBSZ	BE				200007
(EB)TSA13A		EBEB	BE				200505
(EB)TSA13B		EBEB	BE				200404
(EB)TSA15		EBBU	BE				200007
(EB)TSA24		EBEB	BE				200007
(EB)TSA25		EBEB	BE				200510
(EB)TSA26A		EBEB	BE				200510
(EB)TSA26B		EBEB	BE				200506
(EB)TSA27		EBEB	BE				200007
(EB)TSA28A		EBEB	BE				200007
(EB)TSA28B		EBEB	BE				200508
(EB)TSA29A		EBEB	BE				200508
(EB)TSA29B		EBBU	BE				200508
(EB)TSA29C		EBBU	BE				200601
(ED TRA 1)		EDBB	GM				199511
(EH)TRA01		EHMC	NL				199511
(EH)TRA01A		EHMC	NL				199511
(EH)TRA02		EHMC	NL				199511
(EH)TRA02A		EHMC	NL				199511
(EH)TRA03		EHMC	NL				199511
(EH)TRA03A		EHMC	NL				199511
(EH)TRA04		EHMC	NL				199511
(EH)TRA04A		EHMC	NL				199511
(EH)TRA05		EHMC	NL				199511
(EH)TRA05A		EHMC	NL				199511
(EH)TRA06		EHMC	NL				199511
(EH)TRA06A		EHMC	NL				199511
(EH)TRA07		EHMC	NL				199511
(EH)TRA07A		EHMC	NL				199511
(EH)TRA08		EHMC	NL				199511
(EH)TRA08A		EHMC	NL				199511
(EH)TRA09		EHMC	NL				200401
(EKTRA)JY1		EKDK	DA				200401
(EKTRA)JY2		EKDK	DA				200107
(EKTRA)KGT1		EKDK	DA				200108
(EKTRA)KGT2		EKDK	DA				200107
(EKTRA)LAN		EKDK	DA				200107
(EKTRA)NS1		EKDK	DA				200107
(EKTRA)NS2		EKDK	DA				200107
(EKTRA)NS3		EKDK	DA				200107
(EKTRA)NS4		EKDK	DA				200107
(EKTRA)NS5		EKDK	DA				200107
(EKTRA)NS6		EKDK	DA				200107
(EKTRA)NS7		EKDK	DA				200107
(EKTRA)NS8		EKDK	DA				200107
(EKTRA)VE1		EKDK	DA				200107
(EKTRA)VE2		EKDK	DA				200107
(EKTRAAL1)		EKYT	DA				200107
(EKTRACDFA)		EKDK	DA				200107
(EKTRACDSI)		EKDK	DA				200107
(EKTRACDVE)		EKDK	DA				200107
(EKTRAKA1)		EKKA	DA				200107
(EKTRASP1)		EKSP	DA				200503
(EKTSASI)		EKDK	DA				200301
(EN)AMCD B3A		ENBD	NO				200301
(EN)AMCD B4A		ENBD	NO				200301
(EN)AMCD B4C		ENBD	NO				200301
(EN)AMCD B4D		ENBD	NO				200301
(EN)AMCD B6A		ENBD	NO				200301
(EN)AMCD B6B		ENBD	NO				200305
(EN)AMCD O5A		ENOS	NO				200305
(EN)AMCD O5B		ENOS	NO				200301
(EN)AMCD T1A		ENBD	NO				200301
(EN)AMCD T1B		ENBD	NO				200301
(EN)AMCD T1C		ENBD	NO				200301
(EN)AMCD T1D		ENBD	NO				199511
(ESP)S04		ESOS	SW				199511
(ESP)S05		ESOS	SW				199703
(FBD11)		FBSK	BC				199703
(FBD14)		FBFT	BC				200013
(FBD15)		FBMN	BC				199511
(FQ)D23		FQBE	MZ				199511
(FQ)D25		FQBE	MZ				199511
(FQ)P22		FQBE	MZ				199511
(FQ)P24		FQBE	MZ				199511
(FQ)R10		FQBE	MZ				199511
(FQ)R11		FQBE	MZ				199511
(FQ)R12		FQBE	MZ				199511
(FQ)R13		FQBE	MZ				199511
(FQ)R14		FQBE	MZ				199511
(FQ)R15		FQBE	MZ				199511
(FQ)R16		FQBE	MZ				199511
(FQ)R17		FQBE	MZ				199511
(FQ)R18		FQBE	MZ				199511
(FQ)R19		FQBE	MZ				199511
(FQ)R2		FQBE	MZ				199511
(FQ)R20		FQBE	MZ				199511
(FQ)R21		FQBE	MZ				199511
(FQ)R27		FQBE	MZ				199511
(FQ)R28		FQBE	MZ				199511
(FQ)R29		FQBE	MZ				199511
(FQ)R3		FQBE	MZ				199511
(FQ)R30		FQBE	MZ				199511
(FQ)R31		FQBE	MZ				199612
(FQ)R32		FQBE	MZ				199612
(FQ)R33		FQBE	MZ				199511
(FQ)R4		FQBE	MZ				199511
(FQ)R5		FQBE	MZ				199511
(FQ)R6		FQBE	MZ				199511
(FQ)R9		FQBE	MZ				200004
(FSR11)		FSFS	SE				200004
(FSR12)		FSFS	SE				200004
(FSR13)		FSFS	SE				200004
(FSR14)		FSFS	SE				199608
(GF)D1		GFLL	SL				199608
(GOP31)		GOOY	SG				200509
(HER28)		HECC	EG				200103
(LDD36)		LDZO	HR				200306
(LDM01)		LD	HR				200306
(LDM02)		LD	HR				200306
(LDM03)		LD	HR				200306
(LDM04)		LD	HR				200410
(LDM05)		LD	HR				200104
(LDR46)		LDZO	HR				200104
(LDR56)		LDZO	HR				200104
(LDT10)		LDZO	HR				200104
(LDT20)		LDZO	HR				200104
(LDT30)		LDZO	HR				200104
(LDT40)		LDZO	HR				199901
(LFD)M504		LFEE	FR				200511
(LFD6)		LFBB	FR				200207
(LFD601)		LFFF	FR				200207
(LFD602)		LFFF	FR				200207
(LFD603)		LFEE	FR				200207
(LFD604)		LFEE	FR				200207
(LFD605)		LFFF	FR				200207
(LFD606)		LFEE	FR				200207
(LFD607)		LFEE	FR				200207
(LFD608)		LFEE	FR				199511
(LFP)M1(A)		LFEE	FR				199511
(LFP)M1(B)		LFEE	FR				199511
(LFP)M1(C)		LFEE	FR				199511
(LFP)M10		LFFF	FR				199511
(LFP)M12		LFRR	FR				199511
(LFP)M13		LFFF	FR				199511
(LFP)M15		LFRR	FR				199511
(LFP)M18		LFRR	FR				199511
(LFP)M2		LFRR	FR				200401
(LFP)M20		LFMM	FR				199511
(LFP)M21		LFFF	FR				199511
(LFP)M23		LFMM	FR				199511
(LFP)M25		LFRR	FR				199511
(LFP)M30		LFFF	FR				199511
(LFP)M32		LFFF	FR				199813
(LFP)M38		LFFF	FR				199511
(LFP)M39		LFBB	FR				199511
(LFP)M40		LFBB	FR				199511
(LFP)M41		LFMM	FR				199511
(LFP)M42		LFBB	FR				199511
(LFP)M43		LFFF	FR				199511
(LFP)M44		LFRR	FR				199511
(LFP)M46		LFRR	FR				199511
(LFP)M47		LFRR	FR				199511
(LFP)M48		LFRR	FR				199511
(LFP)M49		LFRR	FR				199511
(LFP)M5		LFEE	FR				199511
(LFP)M50		LFMM	FR				199511
(LFP)M51		LF	FR				199511
(LFP)M52		LF	FR				199511
(LFP)M53		LF	FR				199511
(LFP)M54		LF	FR				199511
(LFP)M55		LF	FR				199511
(LFP)M56		LF	FR				199511
(LFP)M57		LF	FR				199511
(LFP)M58		LF	FR				199511
(LFP)M59		LF	FR				199511
(LFP)M6		LFFF	FR				199511
(LFP)M60		LF	FR				199511
(LFP)M61		LF	FR				199511
(LFP)M62		LFEE	FR				199511
(LFP)M64		LF	FR				199511
(LFP)M65		LF	FR				199511
(LFP)M66		LF	FR				199511
(LFP)M7		LFFF	FR				199511
(LFP)M76		LF	FR				199511
(LFP)M78		LF	FR				199511
(LFP)M79		LF	FR				199511
(LFP)M80B		LF	FR				199511
(LFP)M80C		LF	FR				199511
(LFP)M81		LF	FR				199511
(LFP)M82		LF	FR				199511
(LFP)M83		LF	FR				199511
(LFP)M84		LF	FR				199511
(LFP)M85		LF	FR				199511
(LFP)M86		LF	FR				199511
(LFP)M87		LF	FR				199605
(LFP)M88		LFFF	FR				199811
(LFP)M89		LFMM	FR				199511
(LFP)M9		LFMM	FR				199901
(LFP)M90		LFFF	FR				200210
(LFP)M91		LFFF	FR				200210
(LFP)M92		LFFF	FR				200506
(LFP)M93		LFFF	FR				200405
(LFP300)		LFEN	FR				200406
(LFP301)		LFFF	FR				200406
(LFP302)		LFPI	FR				200406
(LFP303)		LFMM	FR				200406
(LFP304)		LFNF	FR				200406
(LFP305)		LFMM	FR				200406
(LFP306)		LFBB	FR				200406
(LFP307)		LFOH	FR				200406
(LFP308)		LFRZ	FR				200406
(LFP309)		LFHJ	FR				200406
(LFP310)		LFHH	FR				200406
(LFP311)		LFBB	FR				200406
(LFP312)		LFFF	FR				200406
(LFP313)		LFBB	FR				200406
(LFP314)		LFFF	FR				200406
(LFP315)		LFMM	FR				200406
(LFP316)		LFGV	FR				200406
(LFP317)		LFFF	FR				200406
(LFP318)		LFFF	FR				200406
(LFP319)		LFBB	FR				200406
(LFP320)		LFLQ	FR				200406
(LFP321)		LFFF	FR				200406
(LFP322)		LFEE	FR				200406
(LFP323)		LFBB	FR				200406
(LFP324)		LFFF	FR				200406
(LFP325)		LFLG	FR				200406
(LFP326)		LFFF	FR				200406
(LFP327)		LFHI	FR				200406
(LFP328)		LFNE	FR				200406
(LFP329)		LFFF	FR				200406
(LFP330)		LFFF	FR				200406
(LFP331)		LFOS	FR				200406
(LFP332)		LFAB	FR				200406
(LFP333)		LFND	FR				200406
(LFP334)		LFEE	FR				200408
(LFP335)		LFRR	FR				200505
(LFP336)		LFRR	FR				200408
(LFR201)		LFMM	FR				200508
(LFR202)		LFTZ	FR				200312
(LFR203)		LFEE	FR				200312
(LFR204)		LFEE	FR				200403
(LFR205)		LFMM	FR				200602
(LFR207)		LFBZ	FR				200601
(LFR208)		LFML	FR				200411
(LFR209)		LFOT	FR				200411
(LFR210)		LFOT	FR				200513
(LFR211)		LFRM	FR				200506
(LFR220)		LF	FR				199511
(LH)TSA10		LHCC	HU				199511
(LH)TSA11		LHCC	HU				199511
(LH)TSA12		LHCC	HU				199511
(LH)TSA13		LHCC	HU				199511
(LH)TSA14		LHCC	HU				199707
(LH)TSA15		LHCC	HU				199511
(LH)TSA16		LHCC	HU				200404
(LH)TSA20		LHCC	HU				199511
(LH)TSA50		LHCC	HU				200507
(LH)TSA51A		LHCC	HU				200507
(LH)TSA51B		LHCC	HU				200507
(LH)TSA51C		LHCC	HU				199511
(LH)TSA52		LHCC	HU				199511
(LH)TSA53		LHCC	HU				199511
(LH)TSA54		LHCC	HU				200507
(LH)TSA55A		LHCC	HU				200507
(LH)TSA55B		LHCC	HU				199511
(LH)TSA56		LHCC	HU				200507
(LH)TSA57A		LHCC	HU				200507
(LH)TSA57B		LHCC	HU				200507
(LH)TSA57C		LHCC	HU				199511
(LH)TSA58L		LHCC	HU				199511
(LH)TSA58U		LHCC	HU				199707
(LH)TSA59		LHCC	HU				199511
(LH)TSA60		LHCC	HU				199511
(LH)TSA61		LHCC	HU				199511
(LH)TSA62		LHCC	HU				199511
(LH)TSA63		LHCC	HU				200512
(LHR2)		LHLH	HU				199913
(LID113)		LIRR	IT				200004
(LID114)		LIRR	IT				199511
(LID115)		LIRR	IT				199511
(LID116)		LIRR	IT				199806
(LIM01)		LIBB	IT				199806
(LIM02)		LIMM	IT				199806
(LIM03)		LIBB	IT				199806
(LIM04)		LIMM	IT				199806
(LIM05)		LIRR	IT				199806
(LIM06)		LIMM	IT				199806
(LIM08)		LIRR	IT				199806
(LIM09)		LIRR	IT				200508
(LIP9G)		LIBB	IT				200508
(LIP9O)		LIBB	IT				200508
(LIP9S)		LIBB	IT				200408
(LIR117)		LILI	IT				199511
(LITRA2)		LIMM	IT				199511
(LITRA5)		LIBB	IT				199511
(LITRA5S)		LIBB	IT				200009
(LITRA6)		LIBB	IT				199511
(LITRA7)		LIRR	IT				199511
(LITRA8)		LIRR	IT				199511
(LITRA9)		LIRR	IT				199704
(LP)TRA13		LP	PO				199511
(LP)TRA4		LP	PO				200405
(LP)TRA54		LPLP	PO				200405
(LP)TRA55		LPLP	PO				200403
(LP)TRA56		LP	PO				200405
(LP)TRA57		LPLP	PO				200405
(LP)TRA58A		LPLP	PO				200405
(LP)TRA58B		LPLP	PO				200405
(LP)TRA58C		LP	PO				200405
(LP)TRA58D		LP	PO				200405
(LP)TRA59		LP	PO				200410
(LQ)D01		LQ	BK				200410
(LQ)D02		LQ	BK				200408
(LQ)M07		LQSB	BK				200407
(LQ)TSA01		LQ	BK				200407
(LQ)TSA02		LQ	BK				200408
(LQ)TSA03		LQ	BK				200413
(LQ)TSA04		LQ	BK				200413
(LQ)TSA05		LQ	BK				200413
(LQ)TSA06		LQ	BK				200413
(LQ)TSA07		LQ	BK				200413
(LQ)TSA08		LQ	BK				200413
(LQ)TSA09		LQ	BK				200503
(LQ)TSA10		LQ	BK				200505
(LR)TSA 1A		LR	RO				200505
(LR)TSA 1B		LR	RO				200505
(LR)TSA 1C		LR	RO				200511
(LRD200)		LRLR	RO				200511
(LTP19)		LTLT	TU				200603
(LTR11)		LTBB	TU				200603
(LTR12A)		LTBB	TU				200603
(LTR12B)		LTBB	TU				200107
(LY)TSA01		LYBA	YI				200107
(LY)TSA02		LYBA	YI				200107
(LY)TSA03		LYBA	YI				200107
(LY)TSA04		LYBA	YI				200107
(LYD93A)		LY	YI				200107
(LYD93B)		LY	YI				200107
(LYD93C)		LY	YI				199511
(MU)P1002		MUGM	CU				199511
(MU)R1002		MUGM	CU				199511
(MU)W1001		MUGM	CU				199611
(MY)D3002		MYNN	BF				199511
(MY)D3003A		MYNN	BF				199511
(MY)D3003B		MYNN	BF				199511
(MY)D3003C		MYNN	BF				199611
(MY)D3004		MYNN	BF				199710
(MY)P3002		MYNN	BF				199511
(MY)R3001		MYNN	BF				199613
(NF)P1		NFFF	FJ				200312
(NF)P2		NFFF	FJ				200312
(NF)P3		NFFN	FJ				199902
(NGD10)		DRRR	NG				200501
(NSA0001)		KZ	US45				200404
(NSA0002)		KZ	US01				200404
(NSA0003)		KZ	US53				200404
(NSA0004)		KZ	US53				200501
(NSA0005)		KZ	US53				200404
(NSA0006)		KZ	US41				200404
(NSA0007)		KZ	US15				200501
(NSA0008)	A	KZ	US16				200501
(NSA0008)	B	KZ	US16				200501
(NSA0009)		KZ	US06				200404
(NSA0010)		KZ	US18				200501
(NSA0011)		KZ	US47				200404
(NSA0012)		KZ	US05				200501
(NSA0013)		KZ	US39				200404
(NSA0014)		KZ	US53				200404
(NSA0015)		KZ	US08				200404
(NSA0016)		KZ	US21				200501
(NSA0017)		KZ	US08				200404
(NSA0018)		KZ	US49				200313
(NTD31A)		NTAA	FP				200313
(NTD32A)		NTAA	FP				200313
(NTD33A)		NTAA	FP				200313
(NTD34A)		NTAA	FP				199511
(RC)R11		RCAA	TW				199706
(RC)R12		RCAA	TW				199511
(RC)R16		RCAA	TW				199511
(RC)R17		RCAA	TW				200307
(RC)R18		RCAA	TW				199511
(RC)R2		RCAA	TW				200201
(RC)R22		RCAA	TW				200307
(RC)R25		RCAA	TW				200307
(RC)R27		RCAA	TW				200408
(RC)R30		RCAA	TW				200602
(RC)R34		RCAA	TW				199511
(RC)R38		RCAA	TW				200307
(RC)R39		RCAA	TW				199511
(RC)R40		RCAA	TW				199511
(RC)R41		RCAA	TW				199511
(RC)R42		RCAA	TW				199511
(RC)R43		RCAA	TW				199607
(RC)R45		RCAA	TW				200204
(RC)R46		RCAA	TW				200204
(RC)R47		RCAA	TW				200111
(RC)R48		RCAA	TW				200204
(RC)R49		RCAA	TW				199511
(RC)R5		RCAA	TW				199511
(RC)R6		RCAA	TW				199511
(RC)R7(A)		RCAA	TW				199805
(RC)R7(B)		RCAA	TW				199511
(RC)R8		RCAA	TW				199511
(RC)R9		RCAA	TW				200309
(RCR1)		RCAA	TW				199511
(RJ)R101		RJTG	JA				199511
(RJ)R104		RJTG	JA				199511
(RJ)R105		RJTG	JA				199511
(RJ)R108		RJTG	JA				199511
(RJ)R109		RJTG	JA				199511
(RJ)R114		RJTG	JA				199513
(RJ)R116A		RJTG	JA				199512
(RJ)R116B		RJTG	JA				199512
(RJ)R116C		RJTG	JA				199511
(RJ)R119		RJTG	JA				199511
(RJ)R121		RJTG	JA				199511
(RJ)R127		RJTG	JA				199511
(RJ)R129		RJTG	JA				199511
(RJ)R130		RJTG	JA				199511
(RJ)R131		RJTG	JA				199511
(RJ)R134		RJTG	JA				199511
(RJ)R138		RJTG	JA				199511
(RJ)R144		RJTG	JA				199511
(RJ)R521(A)		RJTG	JA				199511
(RJ)R521(B)		RJTG	JA				199511
(RJ)R532		RJTG	JA				199511
(RJ)R533		RJTG	JA				199511
(RJ)R91		RJTG	JA				199511
(RJ)R92		RJTG	JA				199511
(RJ)R96		RJTG	JA				199511
(RJA561A)		RJTG	JA				199511
(RJA561B)		RJTG	JA				199511
(RJA561C)		RJTG	JA				199511
(RJA562A)		RJTG	JA				200501
(RJA562A1)		RJTG	JA				199713
(RJA562B)		RJTG	JA				199713
(RJA562C)		RJTG	JA				199810
(RJA562D)		RJTG	JA				199511
(RJA565A)		RJTG	JA				199511
(RJA565B)		RJTG	JA				199511
(RJA565C)		RJTG	JA				200501
(RJA565D)		RJTG	JA				199511
(RJA566)		RJTG	JA				199511
(RJA567A)		RJTG	JA				199511
(RJA567B)		RJTG	JA				199512
(RJA568)		RJTG	JA				199512
(RJA569)		RJTG	JA				199511
(RJA571)		RJTG	JA				199912
(RJA572)		RJTG	JA				199511
(RJA573)		RJTG	JA				199511
(RJA575)		RJTG	JA				199511
(RJA576)		RJTG	JA				199511
(RJA577)		RJTG	JA				199511
(RJA578)		RJTG	JA				199511
(RJA589)		RJTG	JA				199511
(RJA612)		RJTG	JA				199511
(RJA622)		RJTG	JA				199511
(RJA642A)		RJTG	JA				199511
(RJA642B)		RJTG	JA				199511
(RJA643)		RJTG	JA				199511
(RJA644A)		RJTG	JA				199511
(RJA644B)		RJTG	JA				199511
(RJA645A)		RJTG	JA				199511
(RJA645B)		RJTG	JA				199511
(RJA646A)		RJTG	JA				199511
(RJA646B)		RJTG	JA				199511
(RJA647A)		RJTG	JA				199511
(RJA647B)		RJTG	JA				199511
(RJA648A)		RJTG	JA				199511
(RJA648B)		RJTG	JA				199511
(RJA649)		RJTG	JA				199511
(RJA650)		RJTG	JA				199511
(RJA651A)		RJTG	JA				199511
(RJA651B)		RJTG	JA				199511
(RJA652A)		RJTG	JA				200501
(RJA652B)		RJTG	JA				199511
(RJA652C)		RJTG	JA				200011
(RJA652D)		RJTG	JA				200501
(RJA652E)		RJTG	JA				199511
(RJA653)		RJTG	JA				199511
(RJA654)		RJTG	JA				199511
(RJA655A)		RJTG	JA				199511
(RJA655B)		RJTG	JA				199511
(RJA656)		RJTG	JA				199511
(RJA657)		RJTG	JA				199511
(RJA658)		RJTG	JA				199511
(RJA659)		RJTG	JA				199511
(RJA660)		RJTG	JA				199511
(RJA661)		RJTG	JA				199511
(RJA662)		RJTG	JA				199511
(RJA664)		RJTG	JA				199511
(RJA665)		RJTG	JA				199511
(RJA666)		RJTG	JA				199511
(RJA667A)		RJTG	JA				199511
(RJA667B)		RJTG	JA				199511
(RJA668A)		RJTG	JA				199511
(RJA668B)		RJTG	JA				199511
(RJA669A)		RJTG	JA				199511
(RJA669B)		RJTG	JA				199511
(RJA670A)		RJTG	JA				199511
(RJA670B)		RJTG	JA				199511
(RJA671A)		RJTG	JA				199511
(RJA671B)		RJTG	JA				199511
(RJA672)		RJTG	JA				199511
(RJA673)		RJTG	JA				199511
(RJA674A)		RJTG	JA				199511
(RJA674B)		RJTG	JA				199904
(RJA675A)		RJTG	JA				199904
(RJA675B)		RJTG	JA				199904
(RJA676A)		RJTG	JA				199904
(RJA676B)		RJTG	JA				200004
(RJA677)		RJTG	JA				200311
(RJA678)		RJTG	JA				199511
(RJR599)	A	RJTG	JA				199511
(RJR599)	B	RJTG	JA				199511
(RJR632)		RJTG	JA				199813
(RK)A1		RKRR	KS				199613
(RK)A18		RKNN	KS				199613
(RK)A19		RKTI	KS				199704
(RK)A19T		RKTI	KS				199712
(RK)A20T		RKRR	KS				199511
(RK)A31		RKTN	KS				199511
(RK)A32		RKTN	KS				199511
(RK)A33		RKTN	KS				199801
(RK)A34A		RKRR	KS				199801
(RK)A34B		RKRR	KS				199801
(RK)A35		RKRR	KS				199808
(RK)A36		RKRR	KS				199613
(RK)D1		RKRR	KS				199704
(RK)D10		RKRR	KS				199704
(RK)D11		RKRR	KS				200008
(RK)D12		RKRR	KS				199613
(RK)D2		RKRR	KS				199704
(RK)D3		RKRR	KS				199704
(RK)D4		RKRR	KS				199704
(RK)D5		RKRR	KS				199704
(RK)D6		RKRR	KS				199613
(RK)D7		RKRR	KS				199613
(RK)D8		RKRR	KS				199704
(RK)D9		RKRR	KS				200301
(RK)P518		RKRR	KS				199805
(RK)P518A		RKRR	KS				199907
(RK)P518E		RKRR	KS				199907
(RK)P518W		RKRR	KS				199613
(RK)P73A		RKRR	KS				200207
(RK)P73B		RKRR	KS				199613
(RK)R1		RKRR	KS				199613
(RK)R10		RKRR	KS				199605
(RK)R100		RKRR	KS				199603
(RK)R104		RKRR	KS				199603
(RK)R105		RKJK	KS				199704
(RK)R107		RKNN	KS				199511
(RK)R108A		RKRR	KS				199511
(RK)R108B		RKRR	KS				200105
(RK)R108C		RKRR	KS				199511
(RK)R108D		RKRR	KS				199511
(RK)R108E		RKRR	KS				199511
(RK)R108F		RKRR	KS				199605
(RK)R110		RKRR	KS				199603
(RK)R111		RKJK	KS				199610
(RK)R114		RKSS	KS				199605
(RK)R115		RKRR	KS				199605
(RK)R116		RKRR	KS				199605
(RK)R117		RKRR	KS				199605
(RK)R118		RKRR	KS				199605
(RK)R119		RKRR	KS				199605
(RK)R120		RKRR	KS				199605
(RK)R121		RKND	KS				199605
(RK)R122		RKRR	KS				199603
(RK)R123		RKRR	KS				199603
(RK)R124		RKRR	KS				199603
(RK)R125		RKRR	KS				199607
(RK)R126		RKRR	KS				199607
(RK)R127		RKRR	KS				199607
(RK)R128		RKRR	KS				199607
(RK)R129		RKRR	KS				199807
(RK)R131		RKRR	KS				200008
(RK)R132		RKRR	KS				200111
(RK)R133		RKTT	KS				200403
(RK)R134		RKRR	KS				200403
(RK)R135		RKRR	KS				200403
(RK)R136		RKRR	KS				199613
(RK)R14		RKJJ	KS				199613
(RK)R17		RKRR	KS				199810
(RK)R17A		RKRR	KS				199613
(RK)R19		RKRR	KS				199613
(RK)R20		RKRR	KS				199613
(RK)R21		RKRR	KS				199613
(RK)R35		RKRR	KS				199613
(RK)R72		RKRR	KS				200111
(RK)R73C		RKRR	KS				199613
(RK)R74		RKRR	KS				199807
(RK)R75C		RKRR	KS				200207
(RK)R75D		RKRR	KS				199613
(RK)R77		RKRR	KS				199613
(RK)R79A		RKSO	KS				199704
(RK)R79B	N	RKSO	KS				199704
(RK)R79B	S	RKSO	KS				199603
(RK)R79C		RKSO	KS				199704
(RK)R80		RKSO	KS				199701
(RK)R81		RKSO	KS				199704
(RK)R84		RKRR	KS				199704
(RK)R88		RKRR	KS				199603
(RK)R89		RKRR	KS				199511
(RK)R90A		RKRR	KS				199511
(RK)R90B		RKRR	KS				199603
(RK)R97A		RKJK	KS				199603
(RK)R97B		RKJK	KS				199603
(RK)R97C		RKJK	KS				199603
(RK)R97D		RKJK	KS				199603
(RK)R99		RKPE	KS				199511
(RO)R177		RORG	JA				199511
(RO)R183		RORG	JA				199511
(RO)R195		RORG	JA				199511
(RO)R201		RORG	JA				199511
(RO)R202		RORG	JA				199511
(RO)R203		RORG	JA				199511
(RO)R204		RORG	JA				199511
(RO)W172		RODN	JA				199511
(RO)W173		RORG	JA				199511
(RO)W173A		RODN	JA				200401
(RO)W173B		RODN	JA				200401
(RO)W173C		RODN	JA				199706
(RO)W174		RODN	JA				199511
(RO)W174A		RODN	JA				199511
(RO)W175		RODN	JA				199511
(RO)W176		RODN	JA				199511
(RO)W178		RORG	JA				199511
(RO)W178A		RORG	JA				199706
(RO)W179		RORG	JA				199511
(RO)W181		RORG	JA				199511
(RO)W182		RORG	JA				199612
(RO)W183A		RORG	JA				199511
(RO)W184		ROTG	JA				199511
(RO)W185		RORG	JA				199813
(RPP1A)		RPHI	RP				200509
(RPP2)		RPHI	RP				199610
(SAR214)		SAMF	AR				200103
(SAR215)		SAMF	AR				200103
(SAR217)		SAMF	AR				200203
(SAR218)		SASA	AR				199704
(TX)R3017		TXKF	BD				199704
(TX)W3014A		TXKF	BD				199704
(TX)W3014B		TXKF	BD				199704
(TX)W3014C		TXKF	BD				199704
(TX)W3014D		TXKF	BD				199704
(TX)W3015		TXKF	BD				199511
(TX)W3018		TXKF	BD				200109
(UGT1)		UGGG	GG				200110
(UGT2)		UGGG	GG				200109
(UGT3)		UGGG	GG				200109
(UGT4)		UGGG	GG				200110
(UGT5)		UGGG	GG				200109
(UGT6)		UGGG	GG				199608
(VHP22)		VHHK	HK				199511
(VHP23)		VHHK	HK				200504
(VHW500)		VHGG	HK				200504
(VHW501)		VHGG	HK				200504
(VHW502)		VHGG	HK				199511
(VNR11)		VNKT	NP				199608
(VNR12)		VNKT	NP				199511
(WB)R518		WBFC	BX				199511
(WB)R519		WBFC	MY				199511
(WBR517A)		WBFC	BX				200410
(WRP10)		WALC	ID				199607
(WRP9A)		WARR	ID				199511
(WSP70)		WSJC	SN				199605
A211		KOZR	US01				199705
A220		KZRI	US34				199702
A231		KZAB	US04				199705
A260		KZDV	US08				199605
A291A		KZMA	US12				199605
A291B		KZMA	US12				199605
A291C		KZMA	US12				199605
A291D		KZMA	US12				199705
A292		KNPA	US12				199611
A311		PHZH	US15				199705
A371		KHOP	US21				199705
A381		KZHU	US48				199705
A440		KCBM	US28				199705
A481		KLSV	US32				199705
A530		KZKT	US37				199702
A531		KZBG	US37				199702
A561		KSPS	US40				199702
A562A		KEND	US40				199702
A562B		KEND	US40				199705
A632A		KNGP	US48				199705
A632B		KNGP	US48				199705
A632C		KNGP	US48				199705
A632D		KNGP	US48				199705
A632E		KNGP	US48				199705
A632F		KNGP	US48				199702
A633A		KDLF	US48				199702
A633B		KDLF	US48				199702
A635		KRND	US48				199705
A636		KSPS	US48				199705
A638		KRND	US48				199702
A639A		KCOS	US08				199702
A639B		KCOS	US08				199613
A640		KRND	US48				199702
A680		KZSE	US53				199705
A682(A)		KSUU	US06				199705
A682(B)		KSUU	US06				199605
A683		KIAB	US20				200108
A684		KVAD	US13				200313
A685		KZ	US13				200502
AGR01		AGGH	BP				199511
AYD901		AYPY	PP				199609
AYD902		AYPY	PP				199609
AYD903		AYPY	PP				200502
AYD904A		AYPY	PP				200505
AYD904B		AYPY	PP				200409
AYD905		AYPM	PP				199511
AYD907		AYPY	PP				199609
AYR920		AYPY	PP				199511
AYR921		AYPY	PP				199511
AYR959		AYPY	PP				199511
AYR962		AYPY	PP				199511
BGR10		BGTL	GL				200007
BID1		BIRD	IC				200211
BID10		BI	IC				199909
BID11		BIRD	IC				199909
BID12		BIRD	IC				199511
BID3		BIRD	IC				199511
BID4		BIRD	IC				199511
BID7		BIRD	IC				200211
BID8		BI	IC				200211
BID9		BI	IC				200211
BIP1		BI	IC				199511
BIR1		BIRD	IC				200509
CYA100		CZUL	CA				199605
CYA102(M)		CZVR	CA				199605
CYA105(H)		CZVR	CA				199612
CYA110(H)		CZYJ	CA				199611
CYA113(A)(H)		CZ	CA				199611
CYA118(A)(H)		CZ	CA				199605
CYA120(A)		CZ	CA				199605
CYA121(A)(S)		CZ	CA				199605
CYA122(A)(H)		CZ	CA				199609
CYA124(M)		CZQQ	CA				199605
CYA126(A)		CZ	CA				199605
CYA127(A)		CZ	CA				199605
CYA128(A)(H)		CZ	CA				199605
CYA129(P)		CZ	CA				199605
