HELI_IDENT	SEQ_NBR	LENGTH	WIDTH	SURFACE	AC_TYPE	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	LGT_SYS_1	LGT_SYS_2	LGT_SYS_3	HIGH_IDENT	HIGH_HDG	HE_WGS_LAT	HE_WGS_DLAT	HE_WGS_LONG	HE_WGS_DLONG	HE_ELEV	HE_SLOPE	HLGT_SYS_1	HLGT_SYS_2	HLGT_SYS_3	LOW_IDENT	LOW_HDG	LE_WGS_LAT	LE_WGS_DLAT	LE_WGS_LONG	LE_WGS_DLONG	LE_ELEV	LE_SLOPE	LLGT_SYS_1	LLGT_SYS_2	LLGT_SYS_3	HIGH_TRUE	LOW_TRUE	CLD_RWY	PAD_ID	CYCLE_DATE
AJ00016	1	08670	00148	CON		N40234075	40.394653	E050120127	50.200353							40.394653		50.200353						18	174.2		40.394653		50.200353	U	U				359.4	179.4			200407
AL00009	50	00068	00060	ASP			41.313556		19.890275							41.313556		19.890275	U	U							41.313556		19.890275										200007
BE98362	50	00065	00065	CON															U	U							41.313556		19.890275										200502
BF00001	50	00100	00100	CON			24.708681		-77.772800				1			24.708681		-77.772800	U	U							24.708681		-77.772800									1	200007
BF00001	51	00100	00100	CON			24.709219		-77.772694				2			24.709219		-77.772694	U	U							24.709219		-77.772694									2	200007
BF00001	52	00100	00100	CON			24.709761		-77.772586				3			24.709761		-77.772586	U	U							24.709761		-77.772586									3	200007
BF00001	53	00100	00100	CON			24.710306		-77.772481				4			24.710306		-77.772481	U	U							24.710306		-77.772481									4	200007
BK00005	50	00050	00050	ASP			44.852206		18.753592							44.852206		18.753592	U	U							44.852206		18.753592										199903
BK00005	51	00050	00050	ASP			44.852392		18.754044							44.852392		18.754044	U	U							44.852392		18.754044										199903
BK00005	52	00050	00050	ASP			44.852592		18.754547							44.852592		18.754547	U	U							44.852592		18.754547										199903
BK00005	53	00050	00050	ASP			44.852789		18.755067							44.852789		18.755067	U	U							44.852789		18.755067										199903
BK00005	54	00050	00050	ASP			44.852042		18.754139							44.852042		18.754139	U	U							44.852042		18.754139										199903
BK00005	55	00050	00050	ASP			44.852253		18.754653							44.852253		18.754653	U	U							44.852253		18.754653										199903
CA00373	50	00180	00125	GRS			45.130556		-75.948333							45.130556		-75.948333	U	U							45.130556		-75.948333										200205
GM00005	1	01212	00065	ASP	CH47	N49183071	49.308531	E010382834	10.641206							49.308531		10.641206			02	05	09	08	78.0		49.308531		10.641206	1532.0	0.0	05	09		258.0	78.0			200110
GM00007	1	02200	00060	ASP	U21	N49572106	49.955850	E008583360	8.976000							49.955850		8.976000						07	68.0		49.955850		8.976000	430.0	0.0				248.0	68.0			200208
GM00019	1	02803	00090	ASP	UH60	N49283188	49.475522	E010233520	10.393111							49.475522		10.393111			05	09	28	06	63.0		49.475522		10.393111	1079.0	-0.5	05	09		244.0	64.0			200210
GM00094	50	00100	00095	GRS	UH60		49.220000		8.346667							49.220000		8.346667	U	U							49.220000		8.346667										200403
GM00098	50	00145	00145	ASP	UH60		49.708200		11.916017							49.708200		11.916017	1360.0	U							49.708200		11.916017										200305
GM00260	50	00040	00040	ASP	UH60		49.639317		11.794567							49.639317		11.794567	1355.0	U							49.639317		11.794567										200304
GM00316	50	00100	00100	CON	UH60		49.403058		7.536111							49.403058		7.536111	1167.0	U							49.403058		7.536111										200307
GM00317	50	00050	00050	ASP	UH60		49.402469		7.558472							49.402469		7.558472	1170.0	U							49.402469		7.558472										200407
GM00321	50	00164	00164	GRE	UH60		50.695839		7.045889							50.695839		7.045889	522.0	U							50.695839		7.045889										200313
GM00322	50	00100	00100	CON	UH60		47.482603		11.067000							47.482603		11.067000	2359.0	U							47.482603		11.067000										200412
GM00325	50	00050	00050	GRS	UH60		48.726720		9.078247							48.726720		9.078247	U	U							48.726720		9.078247										200207
GM00332	50	00039	00039	ASP	UH60		49.514278		8.554225							49.514278		8.554225	U	U							49.514278		8.554225										200210
GM00333	50	00080	00080	ASP	UH60		49.406050		8.567467							49.406050		8.567467	338.0	U							49.406050		8.567467										200311
GM00338	50	00029	00029	ASP	UH60		49.470675		8.551186							49.470675		8.551186	313.0	U							49.470675		8.551186										200207
GM00340	50	00050	00050	CON	UH60		49.433333		7.833333							49.433333		7.833333	886.0	U							49.433333		7.833333										200511
GM00342	50	00049	00049	CON	UH60		49.483333		8.383333							49.483333		8.383333	302.0	U							49.483333		8.383333										200405
GM00344	50	00175		CON	UH1		49.230908		11.830519							49.230908		11.830519	U	U							49.230908		11.830519										200306
GM00348	50	00130	00090	ASP	UH1		47.623806		12.964642							47.623806		12.964642	2004.0	U							47.623806		12.964642										200307
GM00349	50	00065	00060	ASP	UH60		49.710361		11.897978							49.710361		11.897978	1360.0	U							49.710361		11.897978										200307
GM00350	50	00050	00050	ASP	UH60		49.224128		11.834650							49.224128		11.834650	1440.0	U							49.224128		11.834650										200304
GM00351	50	00050	00050	ASP			48.724997		9.180000							48.724997		9.180000	1392.0	U							48.724997		9.180000										200210
GM00352	50	00100	00100	ASP	UH60		48.210364		10.243278							48.210364		10.243278	1913.0	U							48.210364		10.243278										200210
GM00357	50	00100	00100	ASP	UH60		49.649417		11.805733							49.649417		11.805733	1370.0	U							49.649417		11.805733										200307
GM66879	50	00050	00050	CON			49.393333		8.653333	1						49.393333		8.653333	U	U							49.393333		8.653333										200411
GM99984	1	02201	00072	ASP	UH60	N50024983	50.047174	E010103186	10.175517							50.047174		10.175517			55			09	90.0		50.047174		10.175517	753.0	-0.2	55			271.0	91.0			200303
GM99986	50	00150	00150	CON	CH47		49.789000		9.976925							49.789000		9.976925	U	U							49.789000		9.976925										200303
GM99999	50	00036	00036	ASP															U	U							49.789000		9.976925										200408
IN99643	50	00090	00055	CON			28.340456		79.459847							28.340456		79.459847	U	U							28.340456		79.459847										200207
IN99643	51	00075	00050	CON			28.341100		79.460419							28.341100		79.460419	U	U							28.341100		79.460419										200207
IN99643	1	02799	00160	GRS		N28200912	28.335867	E079275207	79.464464							28.335867		79.464464						12	120.0		28.335867		79.464464	U	U				300.0	120.0			200207
IR00025	1	00950	00085	ASP		N35423463	35.709619	E050554857	50.930158							35.709619		50.930158						09	90.0		35.709619		50.930158	U	U				274.0	94.0	C		200508
IR00025	3	04265	00080	ASP		N35424291	35.711919	E050561926	50.938683							35.711919		50.938683						12	128.0		35.711919		50.938683	U	U				312.0	132.0			200603
IR00025	2	01574	00151	ASP		N35424267	35.711853	E050561397	50.937214							35.711853		50.937214			53			13	127.1		35.711853		50.937214	U	U	53			311.1	131.1			200508
IR00025	4	02335	00090	ASP		N35425749	35.715969	E050562008	50.938911							35.715969		50.938911						14	127.5		35.715969		50.938911	U	U				311.6	131.6			200603
IR00192	50	00192	00144	CON	UH1		29.259633		50.335472							29.259633		50.335472	10.0	U							29.259633		50.335472										200204
IT93135	50	00143	00105	BIT			41.869736		12.563928							41.869736		12.563928	U	U							41.869736		12.563928										200205
IT93135	51	00141	00105	PEM			41.868783		12.559394							41.868783		12.559394	U	U							41.868783		12.559394										200205
IT93135	1	01740	00120	ASP		N41522508	41.873633	E012335304	12.564733							41.873633		12.564733						05	49.0		41.873633		12.564733	158.0	0.0				230.0	50.0			200205
IZ00008	50	00499	00325	CON			33.304583		44.403517							33.304583		44.403517	127.0	U							33.304583		44.403517										200511
IZ00009	50	00499	00499	SAN			34.266269		41.162236							34.266269		41.162236	797.0	U							34.266269		41.162236										200409
IZ00011	51	00125	00115	GRE			33.019528		39.936489							33.019528		39.936489	U	U							33.019528		39.936489										200409
IZ00011	50	00499	00499	GRE	CH47		33.018061		39.937672							33.018061		39.937672	2500.0	U							33.018061		39.937672										200409
JA00007	50	00350	00210	GRS	CH47		35.585603		139.378328							35.585603		139.378328	U	U							35.585603		139.378328										200007
JA00008	50	00100	00100	CON	CH47		35.455403		139.644953							35.455403		139.644953	8.0	U							35.455403		139.644953										200007
JA99920	50	00190		GRS	CH47		26.333306		127.755950							26.333306		127.755950	U	U							26.333306		127.755950										200108
JA99921	50	00098	00098	ASP	CH47		26.317831		127.764608							26.317831		127.764608	12.0	U							26.317831		127.764608										200108
JA99922	50	00150	00150	PEM	CH53		26.296667		127.911669							26.296667		127.911669	12.0	U							26.296667		127.911669										200413
JA99924	1	00325	00150	CON			35.677502		139.733610							35.677502		139.733610	112.0	U							35.677502		139.733610										200205
KS00009	50	00060	00035	CON			37.524900		126.790661							37.524900		126.790661	40.0	U							37.524900		126.790661										200208
KS00012	50	00100	00100	ASP			37.426786		127.061000							37.426786		127.061000	520.0	U							37.426786		127.061000										200413
KS00012	51	00080	00075	ASP			37.426514		127.062589							37.426514		127.062589	510.0	U							37.426514		127.062589										200413
KS00014	50	00020	00020	CON	UH1		37.925600		126.820008							37.925600		126.820008	180.0	U							37.925600		126.820008										200411
KS00015	50	00080	00080	GRS	UH60		37.907144		126.797925							37.907144		126.797925	54.0	U							37.907144		126.797925										200409
KS00020	50	00030	00030	CON	UH60		37.880292		126.798019							37.880292		126.798019	305.0	U							37.880292		126.798019										200601
KS00145	50	00020		GVL	UH1		37.834106		126.814997							37.834106		126.814997	67.0	U							37.834106		126.814997										200504
KS00181	50	00039	00030	CON			37.530278		129.100833							37.530278		129.100833	100.0	U							37.530278		129.100833										200506
KS00222	50	00024	00024	GRE															10.0	U							37.530278		129.100833										200506
KS00233	50	00024	00024	GRE															120.0	U							37.530278		129.100833										200506
KS00253	50	00100	00100	CON	UH60		37.928594		127.063714							37.928594		127.063714	210.0	U							37.928594		127.063714										200503
KS00266	50	00024	00024	GRE															U	U							37.928594		127.063714										200506
KS00273	50	00024	00024	GRE															170.0	U							37.928594		127.063714										200506
KS00286	50	00037	00036	CON			36.916667		129.379444							36.916667		129.379444	9.0	U							36.916667		129.379444										200506
KS00287	50	00024	00024	GRE															1800.0	U							36.916667		129.379444										200506
KS00289	50	00033	00033	CON			36.012222		129.421667				1			36.012222		129.421667	U	U							36.012222		129.421667									1	200506
KS00290	50	00200	00108	CON			37.486111		130.898056				1			37.486111		130.898056	U	U							37.486111		130.898056									1	200506
KS00291	50	00060	00060	CON			37.250000		131.877778				1			37.250000		131.877778	U	U							37.250000		131.877778									1	200506
KS00292	50	00050	00050	GRE			35.984444		129.429167				1			35.984444		129.429167	U	U							35.984444		129.429167									1	200506
KS00293	50	00030	00030	CON			36.036944		129.550556							36.036944		129.550556	U	U							36.036944		129.550556										200506
KS00294	50	00070	00070	CON			35.719444		129.480833				1			35.719444		129.480833	U	U							35.719444		129.480833									1	200506
KS00295	50	00024	00024	GRE															100.0	U							35.719444		129.480833										200506
KS00296	50	00030	00030	GRS			36.152778		129.347500				1			36.152778		129.347500	U	U							36.152778		129.347500									1	200506
KS00297	50	00045	00045	CON			36.234444		129.380833				1			36.234444		129.380833	U	U							36.234444		129.380833									1	200506
KS00298	50	00180	00130	CON			37.169444		126.914444				1			37.169444		126.914444	U	U							37.169444		126.914444									1	200506
KS00299	50	00030	00030	CON															U	U							37.169444		126.914444										200506
KS00300	50	00040	00040	CON			36.995833		126.791944				1			36.995833		126.791944	U	U							36.995833		126.791944									1	200506
KS00301	50	00098	00098	CON			37.087778		125.974444				1			37.087778		125.974444	U	U							37.087778		125.974444									1	200506
KS00302	50	00066	00049	CON			37.255278		126.113611				1			37.255278		126.113611	U	U							37.255278		126.113611									1	200506
KS00303	50	00024	00024	GRE															U	U							37.255278		126.113611										200506
KS00304	50	00112	00092	CON									1						U	U							37.255278		126.113611									1	200506
KS00306	50	00050	00050	CON															33.0	U							37.255278		126.113611										200506
KS00307	50	00024	00024	GRE															1900.0	U							37.255278		126.113611										200506
KS00308	50	00024	00024	GRE															1230.0	U							37.255278		126.113611										200506
KS00309	50	00024	00024	CON															U	U							37.255278		126.113611										200506
KS00311	50	00023	00023	CON															100.0	U							37.255278		126.113611										200506
KS00312	50	00024	00024	CON															240.0	U							37.255278		126.113611										200506
KS00313	50	00040	00040	GRE															114.0	U							37.255278		126.113611										200506
KS00314	50	00050	00050	CON															60.0	U							37.255278		126.113611										200506
KS00315	50	00024	00024	GRE															350.0	U							37.255278		126.113611										200506
KS00316	50	00050	00040	CON															U	U							37.255278		126.113611										200506
KS00317	50	00033	00033	CON															20.0	U							37.255278		126.113611										200506
KS00318	50	00040	00040	GRE															U	U							37.255278		126.113611										200506
KS00319	50	00040	00040	GRE															1128.0	U							37.255278		126.113611										200506
KS00320	50	00065	00065	CON															3.0	U							37.255278		126.113611										200506
KS00321	50	00050	00040	GRE															20.0	U							37.255278		126.113611										200506
KS00322	50	00330	00330	CLA															190.0	U							37.255278		126.113611										200506
KS00323	50	00040	00040	GRE															U	U							37.255278		126.113611										200506
KS00324	50	00056	00056	GRE															150.0	U							37.255278		126.113611										200506
KS00325	50	00040	00030	GRE															240.0	U							37.255278		126.113611										200506
KS00326	50	00033	00033	CON															5.0	U							37.255278		126.113611										200506
KS00327	50	00050	00050	ASP															730.0	U							37.255278		126.113611										200506
KS00328	50	00030	00030	GRE															300.0	U							37.255278		126.113611										200506
KS00329	50	00024	00024	GRE															250.0	U							37.255278		126.113611										200506
KS00330	50	00024	00024	GRE															100.0	U							37.255278		126.113611										200506
KS00331	50	00040	00040	GRE															42.0	U							37.255278		126.113611										200506
KS00332	50	00066	00066	CON															230.0	U							37.255278		126.113611										200506
KS00333	50	00050	00040	GRE															700.0	U							37.255278		126.113611										200506
KS00334	50	00045	00045	GRE															100.0	U							37.255278		126.113611										200506
KS00335	50	00045	00045	GRE															30.0	U							37.255278		126.113611										200506
KS00336	50	00030	00030	GRE															300.0	U							37.255278		126.113611										200506
KS00337	50	00040	00030	GRE															300.0	U							37.255278		126.113611										200506
KS00338	50	00024	00024	GRE															40.0	U							37.255278		126.113611										200506
KS00339	50	00030	00030	GRS															200.0	U							37.255278		126.113611										200506
KS00340	50	00050	00050	CON															400.0	U							37.255278		126.113611										200506
KS00341	50	00216	00111	CON															1040.0	U							37.255278		126.113611										200506
KS60058	50	00033		ASP			35.171364		129.132367							35.171364		129.132367	U	U							35.171364		129.132367										200205
KS60058	1	01832	00130	ASP		N35100837	35.168992	E129075000	129.130556							35.168992		129.130556			50			15	153.0		35.168992		129.130556	6.0	0.0				326.0	146.0			200206
KS71169	1	03900	00060	ASP	C130	N37354697	37.596381	E126522592	126.873867							37.596381		126.873867			55			14	145.0		37.596381		126.873867	U	U	55			317.0	137.0			200409
KS99731	1	01100	00065	ASP	CH47	N37474269	37.795192	E126504642	126.846228							37.795192		126.846228						02	20.0		37.795192		126.846228	U	U				193.0	13.0			200201
KS99755	1	01565	00055	GRE		N36325650	36.549028	E128454332	128.762033							36.549028		128.762033						13	127.0		36.549028		128.762033	U	U				299.0	119.0	C		200404
KS99756	1	02200	00060	GRE		N38154968	38.263800	E127340301	127.567503							38.263800		127.567503						12	127.0		38.263800		127.567503	U	U				299.0	119.0			200302
KS99761	1	01550	00065	ASP		N36323168	36.542133	E127171628	127.287856							36.542133		127.287856						10	100.0		36.542133		127.287856	U	U				273.0	93.0			200208
KS99769	1	01185	00060	CON		N37320853	37.535703	E127104940	127.180389							37.535703		127.180389			55			03	29.0		37.535703		127.180389	U	U				202.0	22.0			200413
KS99774	51	00040	00040	CON			37.718286		127.101283							37.718286		127.101283	234.0	U							37.718286		127.101283										200201
KS99774	52	00040	00040	CON			37.720258		127.099589							37.720258		127.099589	234.0	U							37.720258		127.099589										200201
KS99774	50	00050	00050	CON	UH60		37.718681		127.098431							37.718681		127.098431	234.0	U							37.718681		127.098431										200201
KS99775	51	00050	00050	ASP	CH47		37.454553		127.973861							37.454553		127.973861	U	U							37.454553		127.973861										200111
KS99775	50	00499	00075	CON	CH47		37.451439		127.971181							37.451439		127.971181	340.0	U							37.451439		127.971181										200111
KS99779	50	00100	00094	ASP			35.841103		128.591647							35.841103		128.591647	U	U							35.841103		128.591647										200105
KS99779	1	00916	00125	ASP	CH47	N35502780	35.841056	E128353680	128.593556							35.841056		128.593556						10	99.0		35.841056		128.593556	242.0	-1.1				272.0	92.0			200312
KS99781	1	01965	00050	GVL	CH47	N35582125	35.972569	E128573525	128.959792							35.972569		128.959792						08	77.0		35.972569		128.959792	U	U				250.0	70.0			200313
KS99794	50	00045	00045	CON	CH47		37.521533		126.978628							37.521533		126.978628	40.0	U							37.521533		126.978628										200412
KS99795	50	00080		CON			37.750739		127.027811							37.750739		127.027811	210.0	U							37.750739		127.027811										200205
KS99796	50	00040	00040	CON	UH60		37.939811		127.057553							37.939811		127.057553	249.0	U							37.939811		127.057553										200501
KS99796	51	00040	00040	CON	UH60		37.939467		127.057331							37.939467		127.057331	249.0	U							37.939467		127.057331										200501
KS99797	50	00064	00026	CON	UH60		37.909444		127.083056							37.909444		127.083056	400.0	U							37.909444		127.083056										200411
KS99799	50	00070	00030	CON	CH47		37.387947		127.944994							37.387947		127.944994	325.0	U							37.387947		127.944994										200411
KS99800	50	00030	00030	ASP	UH1		37.383339		127.966700							37.383339		127.966700	450.0	U							37.383339		127.966700										200410
KS99801	50	00050	00050	CON	CH47		37.711670		128.904400							37.711670		128.904400	50.0	U							37.711670		128.904400										199806
KS99802	50	00100	00100	CON	CH47		36.300000		126.516667							36.300000		126.516667	54.0	U							36.300000		126.516667										200205
KS99803	53	00040	00040	ASP			36.316022		127.234644							36.316022		127.234644	561.0	U							36.316022		127.234644										200412
KS99803	54	00040	00040	ASP			36.316025		127.235206							36.316025		127.235206	561.0	U							36.316025		127.235206										200412
KS99803	50	00075	00075	CON	UH60		36.312744		127.221658							36.312744		127.221658	482.0	U							36.312744		127.221658										200412
KS99803	51	00075	00075	CON	UH60		36.312500		127.222378							36.312500		127.222378	482.0	U							36.312500		127.222378										200412
KS99803	52	00075	00075	CON	UH60		36.312158		127.221958							36.312158		127.221958	482.0	U							36.312158		127.221958										200412
KS99803	1	03575	00075	ASP		N36183300	36.309167	E127140760	127.235444							36.309167		127.235444						18	179.3		36.309167		127.235444	U	U				352.0	172.0			200412
KS99805	50	00025	00025	GRE	UH1		37.759692		126.797383							37.759692		126.797383	90.0	U							37.759692		126.797383										200413
KS99806	50	00025	00025	CON	UH1		37.900000		126.966700							37.900000		126.966700	U	U							37.900000		126.966700										200411
KS99807	50	00050	00050	CON	UH1		37.910944		127.010417							37.910944		127.010417	400.0	U							37.910944		127.010417										200411
KS99808	50	00050	00050	CON	UH60		38.013031		127.328667							38.013031		127.328667	473.0	U							38.013031		127.328667										200411
KS99809	50	00040	00040	ASP	UH1		38.022950		127.353281							38.022950		127.353281	607.0	U							38.022950		127.353281										200411
KS99809	51	00020	00020	CON	UH60		38.023639		127.352733							38.023639		127.352733	607.0	U							38.023639		127.352733										200411
KS99810	50	00028	00028	CON	UH1		38.133333		127.233333							38.133333		127.233333	576.0	U							38.133333		127.233333										200208
KS99811	50	00200	00200	ASP	UH1		37.938339		127.770100							37.938339		127.770100	U	U							37.938339		127.770100										200411
KS99812	50	00064	00046	GRS	UH60		38.133339		127.533300							38.133339		127.533300	1500.0	U							38.133339		127.533300										200411
KS99813	50	00150	00150	CON	UH60		38.054639		127.527389							38.054639		127.527389	874.0	U							38.054639		127.527389										200411
KS99814	50	00064	00064	CON	CH47		38.133339		127.666700							38.133339		127.666700	400.0	U							38.133339		127.666700										200411
KS99815	50	00040	00040	CON	UH1		38.083330		127.966700							38.083330		127.966700	795.0	U							38.083330		127.966700										200205
KS99818	50	00030	00025	CON	UH1		38.131894		128.019294							38.131894		128.019294	310.0	U							38.131894		128.019294										200507
KS99818	51	00040	00040	ASP	UH1		38.132042		128.019000							38.132042		128.019000	310.0	U							38.132042		128.019000										200008
KS99819	1	00800	00370	ASP		N38090001	38.150003	E128360004	128.600011							38.150003		128.600011						05	46.0		38.150003		128.600011	U	0.0				218.0	38.0			200205
KS99820	50	00050	00050	CON	UH1		38.288320		128.485900							38.288320		128.485900	545.0	U							38.288320		128.485900										200205
KS99820	51	00050	00050	CON	UH1		38.288320		128.494200							38.288320		128.494200	545.0	U							38.288320		128.494200										200205
KS99821	50	00020	00020	ASP	UH60		37.689722		127.860139							37.689722		127.860139	500.0	U							37.689722		127.860139										200411
KS99822	50	00100	00100	GRE	UH1		37.950000		128.316700							37.950000		128.316700	960.0	U							37.950000		128.316700										200205
KS99823	50	00050	00050	CON	UH1		37.250000		127.183300							37.250000		127.183300	450.0	U							37.250000		127.183300										200205
KS99827	50	00100	00100	CON	CH47		36.752581		129.100700							36.752581		129.100700	3999.0	U							36.752581		129.100700										200209
KS99828	50	00180	00054	CON	CH47		37.766669		126.450000							37.766669		126.450000	80.0	U							37.766669		126.450000										200205
KS99829	52	00040	00020	GVL	UH1		36.931361		126.447917							36.931361		126.447917	U	U							36.931361		126.447917										200208
KS99829	51	00100	00100	CON	CH47		36.930250		126.438972							36.930250		126.438972	U	U							36.930250		126.438972										200208
KS99829	50	00080	00080	CON	CH47		36.936694		126.444361							36.936694		126.444361	640.0	U							36.936694		126.444361										200208
KS99830	50	00100	00100	CON	CH47		37.550000		127.616700							37.550000		127.616700	3680.0	U							37.550000		127.616700										200208
KS99832	50	00105	00040	ASP	CH47		37.748472		126.824692	55						37.748472		126.824692	285.0	U							37.748472		126.824692										200413
KS99833	50	00150	00075	PSP	UH60		37.933331		126.733300							37.933331		126.733300	200.0	U							37.933331		126.733300										200209
KS99834	50	00150	00075	CON	CH47		37.955406		126.677767	55						37.955406		126.677767	94.0	U							37.955406		126.677767										200209
KS99835	50	00020	00020	ASP	UH1		37.863481		126.809333							37.863481		126.809333	52.0	U							37.863481		126.809333										200502
KS99835	51	00020	00020	ASP	UH1		37.863339		126.809033							37.863339		126.809033	52.0	U							37.863339		126.809033										200502
KS99836	50	00060	00060	CON	UH60		37.907189		126.875633							37.907189		126.875633	1624.0	U							37.907189		126.875633										200409
KS99839	50	00050	00050	ASP	UH60		37.839114		126.803139							37.839114		126.803139	650.0	U							37.839114		126.803139										200208
KS99839	51	00040	00040	ASP	UH60		37.839503		126.803258							37.839503		126.803258	650.0	U							37.839503		126.803258										200206
KS99840	50	00146	00071	ASP	CH47		37.333331		127.033300							37.333331		127.033300	1870.0	U							37.333331		127.033300										200209
KS99841	50	00062	00041	CON	CH47		37.933331		126.983300							37.933331		126.983300	1800.0	U							37.933331		126.983300										200209
KS99843	50	00306	00220	GRE	UH1		37.767389		127.041000							37.767389		127.041000	250.0	U							37.767389		127.041000										200209
KS99844	50	00040	00040	CON	UH60		37.916669		127.083300							37.916669		127.083300	277.0	U							37.916669		127.083300										200204
KS99845	51	00030	00025	GRE			37.778758		126.784592							37.778758		126.784592	111.0	U							37.778758		126.784592										200504
KS99845	50	00030	00025	GRE	UH1		37.762103		126.784517							37.762103		126.784517	111.0	U							37.762103		126.784517										200504
KS99846	50	00060	00035	CON	CH47		38.250000		127.100000							38.250000		127.100000	1400.0	U							38.250000		127.100000										200209
KS99847	50	00100	00100	CON	CH47		37.516669		127.233300	3						37.516669		127.233300	267.0	U							37.516669		127.233300										200409
KS99848	50	00098	00058	CON	CH47		37.764580		127.006200							37.764580		127.006200	1375.0	U							37.764580		127.006200										200007
KS99849	50	00020	00020	U	UH60		37.698611		127.044444							37.698611		127.044444	115.0	U							37.698611		127.044444										200409
