MTR_IDENT	SEG_NBR	PT_IDENT	PT_USAGE	PT_LAT	PT_DLAT	PT_LONG	PT_DLONG	PT_WIDTH_L	PT_WIDTH_R	PT_TRN_RAD	PT_TRN_DIR	PT_BI_SEC	NX_POINT	NX_USAGE	NX_LAT	NX_DLAT	NX_LONG	NX_DLONG	NX_WIDTH_L	NX_WIDTH_R	NX_TRN_RAD	NX_TRN_DIR	NX_BI_SEC	CYCLE_DATE
VR092	30	D	C	N35050000	35.083333	W084040000	-84.066667	10.0	10.0			2241	E	B	N34460000	34.766667	W083370000	-83.616667	8.0	8.0			1929	200204
VR092	40	E	B	N34460000	34.766667	W083370000	-83.616667	8.0	8.0			1929	F	X	N34540000	34.900000	W083000000	-83.000000	8.0	8.0			1655	200204
VR093	0	A	S	N36250000	36.416667	W080500000	-80.833333	5.0	5.0			0266	B	A	N36410000	36.683333	W081300000	-81.500000	10.0	10.0			0388	200204
VR093	10	B	A	N36410000	36.683333	W081300000	-81.500000	10.0	10.0			0388	C	A	N37220000	37.366667	W082110000	-82.183333	10.0	10.0			0322	200204
VR093	20	C	A	N37220000	37.366667	W082110000	-82.183333	10.0	10.0			0322	D	B	N37280000	37.466667	W082430000	-82.716667	10.0	10.0			3504	200204
VR093	30	D	B	N37280000	37.466667	W082430000	-82.716667	10.0	10.0			3504	E	B	N37040000	37.066667	W083300000	-83.500000	10.0	10.0			2986	200204
VR093	40	E	B	N37040000	37.066667	W083300000	-83.500000	10.0	10.0			2986	F	B	N36440000	36.733333	W083300000	-83.500000	5.0	5.0			2324	200204
VR093	50	F	B	N36440000	36.733333	W083300000	-83.500000	5.0	5.0			2324	G	X	N36360000	36.600000	W082530000	-82.883333	5.0	5.0			1952	200204
VR094	0	A	S	N31310000	31.516667	W083000000	-83.000000	10.0	10.0			0597	B	A	N31500000	31.833333	W083130000	-83.216667	10.0	10.0			0917	200204
VR094	10	B	A	N31500000	31.833333	W083130000	-83.216667	10.0	10.0			0917	C	A	N32090000	32.150000	W082580000	-82.966667	10.0	10.0			1364	200204
VR094	20	C	A	N32090000	32.150000	W082580000	-82.966667	10.0	10.0			1364	D	B	N32500000	32.833333	W081370000	-81.616667	10.0	10.0			1841	200204
VR094	30	D	B	N32500000	32.833333	W081370000	-81.616667	10.0	10.0			1841	E	X	N32330000	32.550000	W081120000	-81.200000	10.0	10.0			2189	200204
VR095	0	A	S	N34360000	34.600000	W082100000	-82.166667	10.0	10.0			2989	B	T	N34270000	34.450000	W082160000	-82.266667	10.0	10.0			2986	200204
VR095	10	B	T	N34270000	34.450000	W082160000	-82.266667	10.0	10.0			2986	C	T	N34070000	34.116667	W082290000	-82.483333	10.0	10.0			2976	200204
VR095	20	C	T	N34070000	34.116667	W082290000	-82.483333	10.0	10.0			2976	D	C	N33390000	33.650000	W082460000	-82.766667	10.0	10.0			3052	200204
VR095	30	D	C	N33390000	33.650000	W082460000	-82.766667	10.0	10.0			3052	E	C	N33240000	33.400000	W083030000	-83.050000	10.0	10.0			3228	200204
VR095	40	E	C	N33240000	33.400000	W083030000	-83.050000	10.0	10.0			3228	F	C	N32530000	32.883333	W084120000	-84.200000	10.0	10.0			2937	200204
VR095	50	F	C	N32530000	32.883333	W084120000	-84.200000	10.0	10.0			2937	G	T	N31450000	31.750000	W083520000	-83.866667	5.0	5.0			2246	200204
VR095	80	F1	B	N32530000	32.883333	W084120000	-84.200000	10.0	10.0			3092	FF	B	N32270000	32.450000	W084370000	-84.616667	10.0	10.0			3090	200204
VR095	60	G	T	N31450000	31.750000	W083520000	-83.866667	5.0	5.0			2246	H	X	N31420000	31.700000	W083370000	-83.616667	5.0	5.0			1932	200206
VR096	0	A	S	N36230000	36.383333	W077590000	-77.983333	5.0	5.0			0608	B	T	N37200000	37.333333	W078390000	-78.650000	5.0	5.0			0560	200204
VR096	10	B	T	N37200000	37.333333	W078390000	-78.650000	5.0	5.0			0560	C	T	N37430000	37.716667	W079020000	-79.033333	5.0	5.0			0258	200204
VR096	20	C	T	N37430000	37.716667	W079020000	-79.033333	5.0	5.0			0258	D	X	N37430000	37.716667	W080050000	-80.083333	5.0	5.0			3597	200204
VR097	0	A	S	N34584800	34.980000	W082374800	-82.630000	8.0	6.0			3454	B	T	N34551200	34.920000	W082543000	-82.908333	8.0	6.0			3452	200204
VR097	10	B	T	N34551200	34.920000	W082543000	-82.908333	8.0	6.0			3452	C	T	N34540000	34.900000	W083000000	-83.000000	8.0	8.0			3453	200204
VR097	20	C	T	N34540000	34.900000	W083000000	-83.000000	8.0	8.0			3453	D	T	N34460000	34.766667	W083370000	-83.616667	8.0	8.0			3286	200204
VR097	30	D	T	N34460000	34.766667	W083370000	-83.616667	8.0	8.0			3286	E	T	N34381200	34.636667	W083453000	-83.758333	8.0	8.0			3132	200204
VR097	40	E	T	N34381200	34.636667	W083453000	-83.758333	8.0	8.0			3132	F	T	N34343000	34.575000	W083495400	-83.831667	5.0	5.0			2673	200204
VR097	50	F	T	N34343000	34.575000	W083495400	-83.831667	5.0	5.0			2673	G	T	N34281800	34.471667	W083410000	-83.683333	5.0	5.0			2201	200204
VR097	60	G	T	N34281800	34.471667	W083410000	-83.683333	5.0	5.0			2201	H	T	N34220000	34.366667	W083320000	-83.533333	5.0	5.0			2156	200204
VR097	70	H	T	N34220000	34.366667	W083320000	-83.533333	5.0	5.0			2156	I	T	N34140000	34.233333	W083160000	-83.266667	5.0	5.0			2050	200204
VR097	80	I	T	N34140000	34.233333	W083160000	-83.266667	5.0	5.0			2050	J	T	N34120000	34.200000	W083090000	-83.150000	5.0	6.0			2197	200204
VR097	90	J	T	N34120000	34.200000	W083090000	-83.150000	5.0	6.0			2197	K	T	N34075400	34.131667	W083061200	-83.103333	5.0	6.0			2422	200204
VR097	100	K	T	N34075400	34.131667	W083061200	-83.103333	5.0	6.0			2422	L	T	N33470000	33.783333	W082540000	-82.900000	6.0	10.0			2446	200204
VR097	110	L	T	N33470000	33.783333	W082540000	-82.900000	6.0	10.0			2446	LL	T	N33380000	33.633333	W082490000	-82.816667	6.0	10.0			2481	200204
VR097	120	LL	T	N33380000	33.633333	W082490000	-82.816667	6.0	10.0			2481	M	C	N33095400	33.165000	W082373000	-82.625000	6.0	10.0			2531	200204
VR097	130	M	C	N33095400	33.165000	W082373000	-82.625000	6.0	10.0			2531	N	C	N33020000	33.033333	W082350000	-82.583333	9.0	10.0			2239	200204
VR097	140	N	C	N33020000	33.033333	W082350000	-82.583333	9.0	10.0			2239	O	C	N32581200	32.970000	W082150000	-82.250000	9.0	10.0			1927	200204
VR097	150	O	C	N32581200	32.970000	W082150000	-82.250000	9.0	10.0			1927	P	C	N32563000	32.941667	W082060000	-82.100000	10.0	10.0			1923	200204
VR097	220	O	C	N32581200	32.970000	W082150000	-82.250000	9.0	10.0			1021	O1	T	N33080000	33.133333	W082123000	-82.208333					0910	200204
VR097	230	O1	T	N33080000	33.133333	W082123000	-82.208333					0910	O2	B	N33124200	33.211667	W082133000	-82.225000					0799	200204
VR097	160	P	C	N32563000	32.941667	W082060000	-82.100000	10.0	10.0			1923	Q	B	N32450000	32.750000	W081030000	-81.050000	10.0	10.0			1548	200204
VR097	170	Q	B	N32450000	32.750000	W081030000	-81.050000	10.0	10.0			1548	R	T	N32553000	32.925000	W080563600	-80.943333	10.0	10.0			1166	200204
VR097	180	R	T	N32553000	32.925000	W080563600	-80.943333	10.0	10.0			1166	RR	T	N33065400	33.115000	W080500000	-80.833333	10.0	10.0			1159	200204
VR097	190	RR	T	N33065400	33.115000	W080500000	-80.833333	10.0	10.0			1159	S	B	N33380000	33.633333	W080320000	-80.533333	8.0	8.0			1334	200204
VR097	200	S	B	N33380000	33.633333	W080320000	-80.533333	8.0	8.0			1334	T	X	N33404800	33.680000	W080260000	-80.433333	8.0	8.0			1509	200206
VR100	0	A	S	N34100000	34.166667	W103480000	-103.800000	3.0	5.0			2723	B	A	N33490000	33.816667	W103490000	-103.816667	1.5	1.5			2730	200204
VR100	10	B	A	N33490000	33.816667	W103490000	-103.816667	1.5	1.5			2730	C	C	N33360000	33.600000	W103500000	-103.833333	1.5	1.5			3041	200204
VR100	20	C	C	N33360000	33.600000	W103500000	-103.833333	1.5	1.5			3041	D	C	N33320000	33.533333	W104000000	-104.000000	1.5	1.5			0040	200204
VR100	30	D	C	N33320000	33.533333	W104000000	-104.000000	1.5	1.5			0040	E	C	N33540000	33.900000	W104400000	-104.666667	1.5	1.5			0123	200204
VR100	40	E	C	N33540000	33.900000	W104400000	-104.666667	1.5	1.5			0123	F	C	N33530000	33.883333	W104480000	-104.800000	5.0	5.0			3355	200204
VR100	50	F	C	N33530000	33.883333	W104480000	-104.800000	5.0	5.0			3355	G	C	N33380000	33.633333	W105090000	-105.150000	5.0	5.0			3506	200204
VR100	60	G	C	N33380000	33.633333	W105090000	-105.150000	5.0	5.0			3506	H	C	N33413000	33.691667	W105193000	-105.325000	5.0	5.0			0141	200204
VR100	70	H	C	N33413000	33.691667	W105193000	-105.325000	5.0	5.0			0141	I	C	N33433000	33.725000	W105403000	-105.675000	5.0	5.0			0204	200204
VR100	80	I	C	N33433000	33.725000	W105403000	-105.675000	5.0	5.0			0204	J	C	N33473000	33.791667	W105473000	-105.791667	5.0	5.0			0530	200204
VR100	90	J	C	N33473000	33.791667	W105473000	-105.791667	5.0	5.0			0530	K	C	N34173000	34.291667	W105593000	-105.991667	5.0	5.0			0699	200204
VR100	100	K	C	N34173000	34.291667	W105593000	-105.991667	5.0	5.0			0699	L	C	N34310000	34.516667	W106060000	-106.100000	5.0	5.0			1025	200204
VR100	110	L	C	N34310000	34.516667	W106060000	-106.100000	5.0	5.0			1025	M	C	N34380000	34.633333	W105570000	-105.950000	5.0	5.0			1654	200204
VR100	120	M	C	N34380000	34.633333	W105570000	-105.950000	5.0	5.0			1654	N	C	N34353000	34.591667	W105450000	-105.750000	5.0	5.0			1751	200204
VR100	130	N	C	N34353000	34.591667	W105450000	-105.750000	5.0	5.0			1751	O	C	N34410000	34.683333	W105300000	-105.500000	28.0	28.0			1678	200204
VR100	140	O	C	N34410000	34.683333	W105300000	-105.500000	28.0	28.0			1678	P	C	N34410000	34.683333	W103550000	-103.916667	28.0	2.0			1802	200204
VR100	150	P	C	N34410000	34.683333	W103550000	-103.916667	28.0	2.0			1802	Q	X	N34410000	34.683333	W103400000	-103.666667	28.0	2.0			1801	200204
VR1001	0	A	S	N31290000	31.483333	W082010000	-82.016667	2.0	2.0			3458	B	A	N31180000	31.300000	W082510000	-82.850000	2.0	2.0			0137	200204
VR1001	10	B	A	N31180000	31.300000	W082510000	-82.850000	2.0	2.0			0137	C	A	N31280000	31.466667	W083040000	-83.066667	2.0	2.0			0722	200204
VR1001	20	C	A	N31280000	31.466667	W083040000	-83.066667	2.0	2.0			0722	D	A	N31470000	31.783333	W082590000	-82.983333	2.0	2.0			0538	200204
VR1001	30	D	A	N31470000	31.783333	W082590000	-82.983333	2.0	2.0			0538	E	T	N31510000	31.850000	W083560000	-83.933333	2.0	2.0			3489	200204
VR1001	40	E	T	N31510000	31.850000	W083560000	-83.933333	2.0	2.0			3489	F	T	N31350000	31.583333	W084330000	-84.550000	2.0	2.0			2983	200204
VR1001	50	F	T	N31350000	31.583333	W084330000	-84.550000	2.0	2.0			2983	G	T	N31120000	31.200000	W084300000	-84.500000	2.0	2.0			2535	200204
VR1001	60	G	T	N31120000	31.200000	W084300000	-84.500000	2.0	2.0			2535	H	T	N30530000	30.883333	W084190000	-84.316667	5.0	5.0			2379	200204
VR1001	70	H	T	N30530000	30.883333	W084190000	-84.316667	5.0	5.0			2379	I	T	N30250000	30.416667	W083540000	-83.900000	5.0	5.0			2084	200204
VR1001	80	I	T	N30250000	30.416667	W083540000	-83.900000	5.0	5.0			2084	J	C	N30220000	30.366667	W083110000	-83.183333	2.0	2.0			1777	200204
VR1001	90	J	C	N30220000	30.366667	W083110000	-83.183333	2.0	2.0			1777	K	X	N30310000	30.516667	W082060000	-82.100000	2.0	2.0			1712	200206
VR1001	110	K1	T	N30310000	30.516667	W082060000	-82.100000	2.0	2.0			1250	L	T	N30580000	30.966667	W081440000	-81.733333	2.0	2.0			1076	200204
VR1001	120	L	T	N30580000	30.966667	W081440000	-81.733333	2.0	2.0			1076	M	B	N31173000	31.291667	W081440000	-81.733333	2.0	2.0			0900	200204
VR1002	0	A	S	N30543000	30.908333	W082043000	-82.075000	2.0	2.0			2732	B	T	N30310000	30.516667	W082060000	-82.100000	2.0	2.0			2884	200204
VR1002	10	B	T	N30310000	30.516667	W082060000	-82.100000	2.0	2.0			2884	C	A	N30140000	30.233333	W082190000	-82.316667	2.0	2.0			3073	200204
VR1002	20	C	A	N30140000	30.233333	W082190000	-82.316667	2.0	2.0			3073	D	T	N30080000	30.133333	W082250000	-82.416667	2.0	2.0			3278	200204
VR1002	30	D	T	N30080000	30.133333	W082250000	-82.416667	2.0	2.0			3278	E	T	N30000000	30.000000	W082580000	-82.966667	2.0	2.0			3083	200204
VR1002	40	E	T	N30000000	30.000000	W082580000	-82.966667	2.0	2.0			3083	F	T	N29140000	29.233333	W083000600	-83.001667	5.0	5.0			3389	200204
VR1002	50	F	T	N29140000	29.233333	W083000600	-83.001667	5.0	5.0			3389	G	A	N29450000	29.750000	W083350000	-83.583333	5.0	5.0			0361	200204
VR1002	60	G	A	N29450000	29.750000	W083350000	-83.583333	5.0	5.0			0361	H	B	N30033000	30.058333	W084170000	-84.283333	5.0	5.0			0797	200204
VR1002	70	H	B	N30033000	30.058333	W084170000	-84.283333	5.0	5.0			0797	I	T	N30250000	30.416667	W083540000	-83.900000	5.0	5.0			1587	200204
VR1002	80	I	T	N30250000	30.416667	W083540000	-83.900000	5.0	5.0			1587	J	A	N30220000	30.366667	W083110000	-83.183333	5.0	5.0			1482	200204
VR1002	90	J	A	N30220000	30.366667	W083110000	-83.183333	5.0	5.0			1482	K	C	N30590000	30.983333	W082540000	-82.900000	2.0	2.0			0838	200204
VR1002	100	K	C	N30590000	30.983333	W082540000	-82.900000	2.0	2.0			0838	L	T	N31230000	31.383333	W083130000	-83.216667	2.0	2.0			0861	200204
VR1002	110	L	T	N31230000	31.383333	W083130000	-83.216667	2.0	2.0			0861	M	T	N31470000	31.783333	W082590000	-82.983333	2.0	2.0			1541	200204
VR1002	120	M	T	N31470000	31.783333	W082590000	-82.983333	2.0	2.0			1541	N	T	N31440000	31.733333	W082420000	-82.700000	2.0	2.0			1795	200204
VR1002	130	N	T	N31440000	31.733333	W082420000	-82.700000	2.0	2.0			1795	O	A	N31510000	31.850000	W082050000	-82.083333	2.0	2.0			1804	200204
VR1002	140	O	A	N31510000	31.850000	W082050000	-82.083333	2.0	2.0			1804	P	X	N31480000	31.800000	W081500000	-81.833333	2.0	2.0			1932	200204
VR1003	0	A	S	N31500000	31.833333	W081070000	-81.116667	5.0	5.0			3280	B	C	N31350000	31.583333	W081350000	-81.583333	5.0	5.0			3228	200307
VR1003	10	B	C	N31350000	31.583333	W081350000	-81.583333	5.0	5.0			3228	C	A	N31280000	31.466667	W081440000	-81.733333	2.0	2.0			3191	200307
VR1003	20	C	A	N31280000	31.466667	W081440000	-81.733333	2.0	2.0			3191	D	A	N31110000	31.183333	W082080000	-82.133333	2.0	2.0			2900	200307
VR1003	30	D	A	N31110000	31.183333	W082080000	-82.133333	2.0	2.0			2900	E	A	N30543000	30.908333	W082043000	-82.075000	2.0	2.0			2664	200307
VR1003	40	E	A	N30543000	30.908333	W082043000	-82.075000	2.0	2.0			2664	F	A	N30310000	30.516667	W082060000	-82.100000	2.0	2.0			2894	200307
VR1003	50	F	A	N30310000	30.516667	W082060000	-82.100000	2.0	2.0			2894	G	A	N30080000	30.133333	W082250000	-82.416667	2.0	2.0			3251	200307
VR1003	60	G	A	N30080000	30.133333	W082250000	-82.416667	2.0	2.0			3251	H	T	N30000000	30.000000	W082580000	-82.966667	2.0	2.0			3083	200307
VR1003	70	H	T	N30000000	30.000000	W082580000	-82.966667	2.0	2.0			3083	I	T	N29140000	29.233333	W083000600	-83.001667	5.0	5.0			3389	200307
VR1003	80	I	T	N29140000	29.233333	W083000600	-83.001667	5.0	5.0			3389	J	C	N29450000	29.750000	W083350000	-83.583333	2.0	2.0			0823	200307
VR1003	90	J	C	N29450000	29.750000	W083350000	-83.583333	2.0	2.0			0823	K	C	N30220000	30.366667	W083110000	-83.183333	5.0	5.0			1156	200307
VR1003	100	K	C	N30220000	30.366667	W083110000	-83.183333	5.0	5.0			1156	L	C	N30590000	30.983333	W082540000	-82.900000	2.0	2.0			0838	200307
VR1003	110	L	C	N30590000	30.983333	W082540000	-82.900000	2.0	2.0			0838	M	T	N31230000	31.383333	W083130000	-83.216667	2.0	2.0			0986	200307
VR1003	120	M	T	N31230000	31.383333	W083130000	-83.216667	2.0	2.0			0986	N	T	N31440000	31.733333	W082420000	-82.700000	2.0	2.0			1546	200307
VR1003	130	N	T	N31440000	31.733333	W082420000	-82.700000	2.0	2.0			1546	O	B	N31510000	31.850000	W082050000	-82.083333	2.0	2.0			2304	200307
VR1003	140	O	B	N31510000	31.850000	W082050000	-82.083333	2.0	2.0			2304	P	T	N31350000	31.583333	W082130000	-82.216667	2.0	2.0			2765	200307
VR1003	150	P	T	N31350000	31.583333	W082130000	-82.216667	2.0	2.0			2765	Q	T	N31110000	31.183333	W082080000	-82.133333	2.0	2.0			2598	200307
VR1003	160	Q	T	N31110000	31.183333	W082080000	-82.133333	2.0	2.0			2598	R	X	N30543000	30.908333	W082043000	-82.075000					2597	200307
VR1004	0	A	S	N30580000	30.966667	W081440000	-81.733333	5.0	5.0			0107	B	T	N31060000	31.100000	W082340000	-82.566667	5.0	5.0			0187	200307
VR1004	10	B	T	N31060000	31.100000	W082340000	-82.566667	5.0	5.0			0187	C	T	N31230000	31.383333	W083130000	-83.216667	5.0	5.0			0716	200307
VR1004	20	C	T	N31230000	31.383333	W083130000	-83.216667	5.0	5.0			0716	D	A	N31470000	31.783333	W082590000	-82.983333	5.0	5.0			1042	200307
VR1004	30	D	A	N31470000	31.783333	W082590000	-82.983333	5.0	5.0			1042	E	T	N32130000	32.216667	W082580000	-82.966667	5.0	5.0			0803	200307
VR1004	40	E	T	N32130000	32.216667	W082580000	-82.966667	5.0	5.0			0803	F	A	N32540000	32.900000	W083170000	-83.283333	5.0	5.0			0549	200307
VR1004	50	F	A	N32540000	32.900000	W083170000	-83.283333	5.0	5.0			0549	G	T	N33190000	33.316667	W083510000	-83.850000	5.0	5.0			0912	200307
VR1004	60	G	T	N33190000	33.316667	W083510000	-83.850000	5.0	5.0			0912	H	T	N33270000	33.450000	W083390000	-83.650000	5.0	5.0			1685	200307
VR1004	70	H	T	N33270000	33.450000	W083390000	-83.650000	5.0	5.0			1685	I	A	N33200000	33.333333	W083090000	-83.150000	5.0	5.0			2043	200307
VR1004	80	I	A	N33200000	33.333333	W083090000	-83.150000	5.0	5.0			2043	J	C	N33020000	33.033333	W082360000	-82.600000	5.0	5.0			2442	200307
VR1004	90	J	C	N33020000	33.033333	W082360000	-82.600000	5.0	5.0			2442	K	A	N32250000	32.416667	W082400000	-82.666667	5.0	5.0			2817	200307
VR1004	150	J1	T	N33020000	33.033333	W082360000	-82.600000	2.0	2.0			1353	KA	T	N32490000	32.816667	W082080000	-82.133333	2.0	2.0			2276	200307
VR1004	100	K	A	N32250000	32.416667	W082400000	-82.666667	5.0	5.0			2817	L	B	N31540000	31.900000	W082520000	-82.866667	5.0	5.0			2602	200307
VR1004	160	KA	T	N32490000	32.816667	W082080000	-82.133333	2.0	2.0			2276	LA	X	N32100000	32.166667	W081475000	-81.797222					2464	200307
VR1004	110	L	B	N31540000	31.900000	W082520000	-82.866667	5.0	5.0			2602	M	B	N31430000	31.716667	W082420000	-82.700000	5.0	5.0			1989	200307
VR1004	120	M	B	N31430000	31.716667	W082420000	-82.700000	5.0	5.0			1989	N	B	N31510000	31.850000	W082050000	-82.083333	2.0	2.0			1795	200307
VR1004	130	N	B	N31510000	31.850000	W082050000	-82.083333	2.0	2.0			1795	O	A	N31480000	31.800000	W081500000	-81.833333	2.0	2.0			1278	200307
VR1004	140	O	A	N31480000	31.800000	W081500000	-81.833333	2.0	2.0			1278	J1	T	N33020000	33.033333	W082360000	-82.600000	2.0	2.0			1353	200307
VR1005	0	A	S	N31370000	31.616667	W085030000	-85.050000	5.0	5.0			1917	B	T	N31320000	31.533333	W084350000	-84.583333	2.0	2.0			2212	200204
VR1005	10	B	T	N31320000	31.533333	W084350000	-84.583333	2.0	2.0			2212	C	T	N30530000	30.883333	W084190000	-84.316667	5.0	5.0			2414	200204
VR1005	20	C	T	N30530000	30.883333	W084190000	-84.316667	5.0	5.0			2414	D	A	N30250000	30.416667	W083540000	-83.900000	5.0	5.0			2491	200204
VR1005	30	D	A	N30250000	30.416667	W083540000	-83.900000	5.0	5.0			2491	E	A	N29260000	29.433333	W083490000	-83.816667	5.0	5.0			2294	200204
VR1005	40	E	A	N29260000	29.433333	W083490000	-83.816667	5.0	5.0			2294	F	A	N29180000	29.300000	W083100000	-83.166667	5.0	5.0			1776	200204
VR1005	50	F	A	N29180000	29.300000	W083100000	-83.166667	5.0	5.0			1776	G	T	N29240000	29.400000	W082490000	-82.816667	5.0	5.0			1651	200204
VR1005	60	G	T	N29240000	29.400000	W082490000	-82.816667	5.0	5.0			1651	H	B	N29280000	29.466667	W082270000	-82.450000	2.0	2.0			1773	200204
VR1005	70	H	B	N29280000	29.466667	W082270000	-82.450000	2.0	2.0			1773	I	B	N29260000	29.433333	W082061800	-82.105000	2.0	2.0			2046	200204
VR1005	80	I	B	N29260000	29.433333	W082061800	-82.105000	2.0	2.0			2046	J	X	N29070000	29.116667	W081430000	-81.716667	2.0	2.0			2230	200204
VR1006	0	A	S	N30130000	30.216667	W081530000	-81.883333	2.0	2.0			3473	B	A	N30000000	30.000000	W082580000	-82.966667	2.0	2.0			3095	200204
VR1006	10	B	A	N30000000	30.000000	W082580000	-82.966667	2.0	2.0			3095	C	T	N29140000	29.233333	W083000600	-83.001667	2.0	2.0			3022	200204
VR1006	20	C	T	N29140000	29.233333	W083000600	-83.001667	2.0	2.0			3022	D	T	N29000000	29.000000	W083300000	-83.500000	2.0	2.0			2903	200204
VR1006	30	D	T	N29000000	29.000000	W083300000	-83.500000	2.0	2.0			2903	E	A	N26550000	26.916667	W082360000	-82.600000	2.0	2.0			2308	200204
VR1006	40	E	A	N26550000	26.916667	W082360000	-82.600000	2.0	2.0			2308	F	A	N26430000	26.716667	W082150000	-82.250000	1.0	1.0			1921	200204
VR1006	50	F	A	N26430000	26.716667	W082150000	-82.250000	1.0	1.0			1921	G	A	N26510000	26.850000	W081120000	-81.200000	2.0	2.0			1568	200204
VR1006	60	G	A	N26510000	26.850000	W081120000	-81.200000	2.0	2.0			1568	H	T	N27060000	27.100000	W080510000	-80.850000	2.0	2.0			1367	200204
VR1006	70	H	T	N27060000	27.100000	W080510000	-80.850000	2.0	2.0			1367	I	T	N27110000	27.183333	W080460000	-80.766667	2.0	2.0			1109	200204
VR1006	80	I	T	N27110000	27.183333	W080460000	-80.766667	2.0	2.0			1109	J	B	N27450000	27.750000	W080460000	-80.766667	2.0	2.0			0633	200204
VR1006	90	J	B	N27450000	27.750000	W080460000	-80.766667	2.0	2.0			0633	K	A	N28040000	28.066667	W081150000	-81.250000	2.0	2.0			0300	200204
VR1006	100	K	A	N28040000	28.066667	W081150000	-81.250000	2.0	2.0			0300	L	T	N28190000	28.316667	W081540000	-81.900000	1.0	1.0			0336	200204
VR1006	110	L	T	N28190000	28.316667	W081540000	-81.900000	1.0	1.0			0336	M	T	N28360000	28.600000	W082140000	-82.233333	1.0	1.0			0474	200204
VR1006	120	M	T	N28360000	28.600000	W082140000	-82.233333	1.0	1.0			0474	N	B	N29010000	29.016667	W082370000	-82.616667	2.0	2.0			0444	200204
VR1006	130	N	B	N29010000	29.016667	W082370000	-82.616667	2.0	2.0			0444	O	A	N29140000	29.233333	W082560000	-82.933333	2.0	2.0			0418	200204
VR1006	140	O	A	N29140000	29.233333	W082560000	-82.933333	2.0	2.0			0418	P	T	N29400000	29.666667	W083250000	-83.416667	2.0	2.0			1040	200204
VR1006	150	P	T	N29400000	29.666667	W083250000	-83.416667	2.0	2.0			1040	Q	B	N29480000	29.800000	W082560000	-82.933333	2.0	2.0			1627	200204
VR1006	160	Q	B	N29480000	29.800000	W082560000	-82.933333	2.0	2.0			1627	R	B	N29560000	29.933333	W082260000	-82.433333	2.0	2.0			1858	200204
VR1006	170	R	B	N29560000	29.933333	W082260000	-82.433333	2.0	2.0			1858	S	B	N29470000	29.783333	W082070000	-82.116667	2.0	2.0			1979	200204
VR1006	180	S	B	N29470000	29.783333	W082070000	-82.116667	2.0	2.0			1979	T	X	N29450000	29.750000	W081490000	-81.816667	2.0	2.0			1873	200204
VR1007	0	A	S	N30130000	30.216667	W081530000	-81.883333	2.0	2.0			2222	B	A	N29420000	29.700000	W081140000	-81.233333	2.0	2.0			2217	200204
VR1007	10	B	A	N29420000	29.700000	W081140000	-81.233333	2.0	2.0			2217	C	C	N29100000	29.166667	W080320000	-80.533333	2.0	2.0			2680	200204
VR1007	20	C	C	N29100000	29.166667	W080320000	-80.533333	2.0	2.0			2680	D	T	N28583000	28.975000	W080450000	-80.750000	2.0	2.0			3144	200204
VR1007	30	D	T	N28583000	28.975000	W080450000	-80.750000	2.0	2.0			3144	E	B	N28430000	28.716667	W081020000	-81.033333	5.0	5.0			2897	200204
VR1007	40	E	B	N28430000	28.716667	W081020000	-81.033333	5.0	5.0			2897	F	T	N28320000	28.533333	W081010000	-81.016667	2.0	2.0			2808	200204
VR1007	50	F	T	N28320000	28.533333	W081010000	-81.016667	2.0	2.0			2808	G	X	N28050000	28.083333	W081160000	-81.266667	2.0	2.0			2961	200204
VR1008	0	A	S	N30140000	30.233333	W082190000	-82.316667	2.0	2.0			2488	B	C	N29470000	29.783333	W082070000	-82.116667	2.0	2.0			2612	200204
VR1008	10	B	C	N29470000	29.783333	W082070000	-82.116667	2.0	2.0			2612	C	T	N29330000	29.550000	W082080000	-82.133333	2.0	2.0			2609	200204
VR1008	20	C	T	N29330000	29.550000	W082080000	-82.133333	2.0	2.0			2609	D	B	N29220000	29.366667	W082030000	-82.050000	2.0	2.0			2335	200204
VR1008	30	D	B	N29220000	29.366667	W082030000	-82.050000	2.0	2.0			2335	E	X	N29100000	29.166667	W081460000	-81.766667	2.0	2.0			2189	200204
VR1009	0	A	S	N30000000	30.000000	W081000000	-81.000000	5.0	5.0			3042	B	A	N29420000	29.700000	W081140000	-81.233333	5.0	5.0			3032	200204
VR1009	10	B	A	N29420000	29.700000	W081140000	-81.233333	5.0	5.0			3032	C	T	N29240000	29.400000	W081270000	-81.450000	3.0	3.0			2728	200204
VR1009	20	C	T	N29240000	29.400000	W081270000	-81.450000	3.0	3.0			2728	D	T	N29170000	29.283333	W081230000	-81.383333	3.0	3.0			2713	200204
VR1009	30	D	T	N29170000	29.283333	W081230000	-81.383333	3.0	3.0			2713	E	B	N29060000	29.100000	W081300000	-81.500000	3.0	3.0			3319	200204
VR1009	40	E	B	N29060000	29.100000	W081300000	-81.500000	3.0	3.0			3319	F	X	N29070000	29.116667	W081440000	-81.733333	3.0	3.0			0046	200204
VR101	0	A	S	N31030000	31.050000	W098460000	-98.766667	5.0	5.0			1540	B	T	N31180000	31.300000	W098100000	-98.166667	8.0	5.0			1671	200204
VR101	10	B	T	N31180000	31.300000	W098100000	-98.166667	8.0	5.0			1671	C	T	N31180000	31.300000	W098000000	-98.000000	8.0	5.0			1800	200204
