MTR_IDENT	SEG_NBR	SEQ_NBR	SUAS_MOA_ID	CYCLE_DATE	SECTOR	PT_IDENT	NX_POINT
SR221	280	3	R3702A	200205		S	T
SR221	290	1	MOA US 01182	200205		T	U
SR221	290	2	A371	200205		T	U
SR221	290	3	R3702A	200205		T	U
SR221	300	1	MOA US 01182	200205		U	P
SR221	300	2	A371	200205		U	P
SR221	320	1	MOA US 01182	200205		U1	P
SR221	320	2	A371	200205		U1	P
SR221	350	1	MOA US 01182	200205		R	S
SR221	350	2	A371	200205		R	S
SR221	360	1	MOA US 01182	200205		S	T
SR221	360	2	A371	200205		S	T
SR221	360	3	R3702A	200205		S	T
SR221	370	1	MOA US 01182	200205		T	U
SR221	370	2	A371	200205		T	U
SR221	370	3	R3702A	200205		T	U
SR221	380	1	MOA US 01182	200205		U	P
SR221	380	2	A371	200205		U	P
SR221	400	1	MOA US 01182	200205		U2	P
SR221	400	2	A371	200205		U2	P
SR221	430	1	MOA US 01182	200205		R	S
SR221	430	2	A371	200205		R	S
SR221	440	1	MOA US 01182	200205		S	T
SR221	440	2	A371	200205		S	T
SR221	440	3	R3702A	200205		S	T
SR221	450	1	MOA US 01182	200205		T	U
SR221	450	2	A371	200205		T	U
SR221	450	3	R3702A	200205		T	U
SR221	460	1	MOA US 01182	200205		U	P
SR221	460	2	A371	200205		U	P
SR221	510	1	MOA US 01182	200205		K	L
SR221	510	2	A371	200205		K	L
SR221	510	3	R3702A	200205		K	L
SR221	520	1	MOA US 01182	200205		L	M
SR221	520	2	A371	200205		L	M
SR221	520	3	R3702A	200205		L	M
SR221	530	1	A371	200205		M	N
SR221	540	1	A371	200205		N	O
SR221	550	1	A371	200205		O	P
SR221	570	1	MOA US 01182	200205		K	Q
SR221	570	2	A371	200205		K	Q
SR221	570	3	R3702A	200205		K	Q
SR221	580	1	MOA US 01182	200205		Q	M
SR221	580	2	A371	200205		Q	M
SR221	580	3	R3701	200205		Q	M
SR221	580	4	R3702A	200205		Q	M
SR221	590	1	A371	200205		M	N
SR221	600	1	A371	200205		N	O
SR221	610	1	A371	200205		O	P
SR221	640	1	MOA US 01182	200205		R	S
SR221	640	2	A371	200205		R	S
SR221	650	1	MOA US 01182	200205		S	T
SR221	650	2	A371	200205		S	T
SR221	650	3	R3702A	200205		S	T
SR221	660	1	MOA US 01182	200205		T	U
SR221	660	2	A371	200205		T	U
SR221	660	3	R3702A	200205		T	U
SR221	670	1	MOA US 01182	200205		U	P
SR221	670	2	A371	200205		U	P
SR221	700	1	MOA US 01182	200205		V	W
SR221	700	2	A371	200205		V	W
SR221	700	3	R3702A	200205		V	W
SR221	710	1	MOA US 01182	200205		W	U
SR221	710	2	A371	200205		W	U
SR221	710	3	R3702A	200205		W	U
SR221	720	1	MOA US 01182	200205		U	P
SR221	720	2	A371	200205		U	P
SR221	750	1	MOA US 01182	200205		X	Y
SR221	750	2	A371	200205		X	Y
SR221	750	3	R3702A	200205		X	Y
SR221	760	1	MOA US 01182	200205		Y	U
SR221	760	2	A371	200205		Y	U
SR221	760	3	R3702A	200205		Y	U
SR221	770	1	MOA US 01182	200205		U	P
SR221	770	2	A371	200205		U	P
SR221	800	1	MOA US 01182	200205		Z	AA
SR221	800	2	A371	200205		Z	AA
SR221	800	3	R3702A	200205		Z	AA
SR222	50	1	R2401A	200205		F	G
SR222	50	2	R2402	200205		F	G
SR223	0	2	MOA US 01498	200205		A	B
SR223	0	3	R2401A	200205		A	B
SR223	0	4	R2401B	200205		A	B
SR223	60	2	R2401A	200205		G	H
SR223	60	3	R2402	200205		G	H
SR224	0	2	MOA US 01492	200205		A	B
SR224	0	3	R2401A	200205		A	B
SR224	0	4	R2401B	200205		A	B
SR224	10	1	MOA US 01492	200205		B	C
SR224	10	2	MOA US 01498	200205		B	C
SR224	20	1	MOA US 01492	200205		C	D
SR224	40	1	MOA US 01492	200205		D	E
SR224	50	1	R2403A	200205		E	F
SR224	50	2	R2403B	200205		E	F
SR225	0	3	A371	200205		A	B
SR225	0	4	MOA US 01182	200205		A	B
SR225	90	1	R2403A	200205		J	K
SR225	90	2	R2403B	200205		J	K
SR226	20	1	R2403A	200205		C	D
SR226	20	2	R2403B	200205		C	D
SR227	60	1	R2403A	200205		F	G
SR227	60	2	R2403B	200205		F	G
SR229	100	1	R2403A	200205		G	H
SR229	100	2	R2403B	200205		G	H
SR229	160	1	R2403A	200205		K	H1
SR229	160	2	R2403B	200205		K	H1
SR230	190	1	R2403A	200205		J	G
SR230	190	2	R2403B	200205		J	G
SR231	90	1	R2403A	200205		F	G
SR231	90	2	R2403B	200205		F	G
SR231	150	1	R2403A	200205		J	G
SR231	150	2	R2403B	200205		J	G
SR232	50	1	R2403A	200205		E	F
SR232	50	2	R2403B	200205		E	F
SR238	30	1	R2403A	200205		D	E
SR238	30	2	R2403B	200205		D	E
SR246	70	1	R2403A	200205		G	H
SR246	70	2	R2403B	200205		G	H
SR261	0	2	P49	200205		A	B
SR261	0	3	R6302A	200205		A	B
SR261	0	4	R6302D	200205		A	B
SR261	10	1	P49	200205		B	C
SR261	50	1	R6302C	200205		F	G
SR261	50	2	R6302D	200205		F	G
SR281	0	1	A633B	200205		A	B
SR281	50	1	A640	200205		F	G
SR281	60	1	A640	200205		G	H
SR281	230	1	A640	200205		F	F1
SR281	240	1	A640	200205		F1	F2
SR281	250	1	A640	200205		F2	F3
SR282	100	1	A640	200205		K	L
SR282	110	1	A640	200205		L	M
SR282	160	1	A633B	200205		Q	R
SR282	260	1	A640	200205		K	L
SR282	270	1	A640	200205		L	M
SR282	320	1	A633B	200205		Q	R
SR282	430	1	A640	200205		K	L
SR282	440	1	A640	200205		L	M
SR282	490	1	A633B	200205		Q	R
SR282	520	1	A640	200205		M2	M3
SR282	530	1	A640	200205		M3	M4
SR282	540	1	A640	200205		M4	M
SR282	590	1	A633B	200205		Q	R
SR282	680	1	A633B	200205		Q	R
SR294	60	1	R5601A	200205		G	H
SR294	60	2	R5601B	200205		G	H
SR294	70	1	R5601A	200205		H	I
SR295	60	1	R5601A	200205		G	H
SR295	60	2	R5601B	200205		G	H
SR295	70	1	R5601A	200205		H	I
SR296	50	1	A636	200205		E	F
SR296	60	1	R5601A	200205		F	G
SR296	60	2	R5601B	200205		F	G
SR296	70	1	R5601A	200205		G	H
SR296	70	2	R5601B	200205		G	H
SR300	30	1	MOA US 01426	200205		D	E
SR300	30	2	MOA US 01418	200205		D	E
SR300	40	2	MOA US 01026	200205		E	F
SR300	40	3	MOA US 01420	200205		E	F
SR300	40	4	MOA US 01426	200205		E	F
SR300	40	5	MOA US 01418	200205		E	F
SR300	50	1	MOA US 01026	200205		F	G
SR300	60	1	MOA US 01026	200205		G	H
SR301	130	1	MOA US 01026	200205		N	O
SR301	140	1	MOA US 01026	200205		O	P
SR301	140	2	MOA US 01420	200205		O	P
SR301	150	1	MOA US 01026	200205		P	Q
SR301	150	2	MOA US 01420	200205		P	Q
SR301	150	3	MOA US 01426	200205		P	Q
SR301	150	4	MOA US 01418	200205		P	Q
SR301	160	1	MOA US 01426	200205		Q	R
SR301	160	2	MOA US 01418	200205		Q	R
SR381	20	1	MOA US 01986	200206		C	D
SR381	30	1	MOA US 01986	200206		D	E
SR381	30	2	MOA US 01210	200206		D	E
SR381	40	1	MOA US 01986	200206		E	F
SR381	40	2	MOA US 01210	200206		E	F
SR381	40	3	R4810	200206		E	F
SR381	40	4	R4812	200206		E	F
SR381	50	1	MOA US 01420	200206		F	G
SR381	60	1	MOA US 01420	200206		G	H
SR381	60	2	R4813A	200206		G	H
SR381	70	1	MOA US 01420	200206		H	I
SR381	70	2	R4813A	200206		H	I
SR390	0	1	MOA US 01540	200206		A	B
SR390	10	1	MOA US 01540	200206		B	C
SR390	10	2	R2506	200206		B	C
SR390	20	1	MOA US 01540	200206		C	D
SR390	20	2	MOA US 01850	200206		C	D
SR390	20	3	R2506	200206		C	D
SR390	20	4	R2515	200206		C	D
SR390	30	1	MOA US 01152	200206		D	E
SR390	30	2	R2515	200206		D	E
SR390	40	1	MOA US 01152	200206		E	F
SR390	40	2	R2515	200206		E	F
SR397	30	1	R2306A	200206		D	E
SR397	40	1	R2306A	200206		E	F
SR397	40	2	R2306E	200206		E	F
SR488	10	1	R6703B	200206		B	C
SR488	10	2	R6703D	200206		B	C
SR489	0	3	R6703C	200206		A	B
SR771	50	1	R6901A	200206		F	G
SR771	50	2	R6901B	200206		F	G
SR771	60	1	MOA US 02254	200206		G	H
SR771	60	2	R6901A	200206		G	H
SR771	60	3	R6901B	200206		G	H
SR771	70	1	MOA US 02254	200206		H	I
SR776	0	2	MOA US 02254	200206		A	B
SR776	0	3	R6901A	200206		A	B
SR776	0	4	R6901B	200206		A	B
SR776	50	1	R6901A	200206		F	G
SR776	50	2	R6901B	200206		F	G
SR782	0	2	MOA US 01876	200206		A	B
SR785	0	3	MOA US 01354	200206		A	B
SR785	0	4	MOA US 02254	200206		A	B
SR785	0	5	MOA US 02262	200206		A	B
SR785	10	1	MOA US 01354	200206		B	C
SR785	10	2	MOA US 01358	200206		B	C
SR785	10	3	MOA US 02262	200206		B	C
SR785	50	1	MOA US 02254	200206		F	G
SR800	30	1	R5002B	200206		D	E
SR800	50	1	A220	200206		F	G
SR800	60	1	A220	200206		G	H
SR801	50	1	R5002B	200206		F	G
SR801	70	1	A220	200206		H	I
SR801	70	2	R5002A	200206		H	I
SR801	70	3	R5002B	200206		H	I
SR801	70	4	R5002C	200206		H	I
SR801	70	5	R5002D	200206		H	I
SR801	80	1	A220	200206		I	J
SR801	80	2	R5002C	200206		I	J
SR805	40	1	R5002B	200206		E	F
SR805	60	1	A220	200206		G	H
SR805	60	2	R5002A	200206		G	H
SR805	60	3	R5002B	200206		G	H
SR805	60	4	R5002C	200206		G	H
SR805	60	5	R5002D	200206		G	H
SR805	70	1	A220	200206		H	I
SR820	50	1	R6601	200206		F	G
SR820	60	1	MOA US 01478	200206		G	H
SR820	60	2	R6601	200206		G	H
SR821	40	1	R6601	200206		E	F
SR821	50	1	MOA US 01478	200206		F	G
SR821	50	2	R6601	200206		F	G
SR844	80	1	A220	200206		I	J
SR844	80	2	R5002A	200206		I	J
SR844	80	3	R5002C	200206		I	J
SR844	80	4	R5002D	200206		I	J
SR845	90	1	A220	200206		J	K
SR845	90	2	R5002A	200206		J	K
SR845	90	3	R5002C	200206		J	K
SR845	90	4	R5002D	200206		J	K
SR846	30	1	R5002B	200206		D	E
SR846	70	1	A220	200206		H	I
SR846	70	2	R5002A	200206		H	I
SR846	70	3	R5002C	200206		H	I
SR846	70	4	R5002D	200206		H	I
SR847	0	5	A220	200206		A	B
SR847	0	6	R5002A	200206		A	B
SR847	0	7	R5002C	200206		A	B
SR847	0	8	R5002D	200206		A	B
SR867	30	1	MOA US 01872	200206		D	E
SR867	40	1	MOA US 01872	200206		E	F
SR867	40	2	R6602A	200206		E	F
SR867	50	1	MOA US 01872	200206		F	G
SR900	10	1	R4102A	200206		B	C
SR904	50	1	R4102A	200206		F	G
SR904	60	1	R4102A	200206		G	H
SR905	20	1	R4102A	200206		C	D
VR054	0	1	R5314B	200205		A	B
VR054	0	2	R5313D	200205		A	B
VR054	0	3	R5313B	200205		A	B
VR054	10	1	R5313B	200205		B	C
VR054	10	2	R5313D	200205		B	C
VR054	10	3	R5314B	200205		B	C
VR060	0	2	MOA US 01178	200205		A	B
VR060	10	1	MOA US 01178	200205		B	C
VR060	20	1	MOA US 01178	200205		C	D
VR060	30	1	MOA US 01254	200205		D	E
VR060	30	2	MOA US 01250	200205		D	E
VR071	0	3	MOA US 01846	200205		A	B
VR071	0	4	R5314B	200205		A	B
VR071	0	5	R5313B	200205		A	B
VR071	0	6	R5313D	200205		A	B
VR071	10	1	MOA US 01846	200205		B	C
VR071	10	2	R5314B	200205		B	C
VR071	20	1	MOA US 01846	200205		C	D
VR073	40	1	MOA US 01868	200205		E	F
VR073	50	1	MOA US 01868	200205		F	G
VR073	60	1	MOA US 01846	200205		G	H
VR073	60	2	R5306A	200205		G	H
VR073	70	1	MOA US 01846	200205		H	I
VR073	70	2	R5306A	200205		H	I
VR073	80	1	W122(1)	200205		I	J
VR073	80	2	R5313B	200205		I	J
VR073	80	3	R5313D	200205		I	J
VR073	90	1	W122(1)	200205		J	K
VR073	100	1	MOA US 02118	200205		K	L
VR073	100	2	R5313C	200205		K	L
VR073	100	3	R5313A	200205		K	L
VR073	100	4	R5313B	200205		K	L
VR083	40	1	MOA US 01362	200210		E	F
VR083	40	2	MOA US 01872	200210		E	F
VR083	50	1	MOA US 01362	200210		F	G
VR084	60	1	MOA US 01868	200205		G	H
VR084	70	1	MOA US 01868	200205		H	I
VR084	90	1	R5306A	200205		F	F1
VR085	50	1	R5302A	200205		F	G
VR085	50	2	R5302B	200205		F	G
VR085	50	3	R5302C	200205		F	G
VR087	50	1	MOA US 01886	200205		F	G
VR087	50	2	R6002A	200205		F	G
VR088	40	1	MOA US 01886	200205		E	F
VR088	40	2	R6002A	200205		E	F
VR088	50	1	MOA US 01886	200205		F	G
VR088	50	3	MOA US 01890	200205		F	G
VR088	50	4	MOA US 01888	200205		F	G
VR088	50	5	R6002A	200205		F	G
VR095	80	1	MOA US 01086	200205		F1	FF
VR095	80	2	R3002D	200205		F1	FF
VR096	0	3	MOA US 01362	200205		A	B
VR096	0	4	MOA US 01872	200205		A	B
VR097	130	1	MOA US 01164	200205		M	N
VR097	140	1	MOA US 01164	200205		N	O
VR097	150	1	MOA US 01164	200205		O	P
VR097	160	1	MOA US 01164	200205		P	Q
VR097	160	2	MOA US 01072	200205		P	Q
VR097	170	1	MOA US 01072	200205		Q	R
VR097	190	1	MOA US 01886	200205		RR	S
VR097	200	1	MOA US 01886	200205		S	T
VR097	200	2	MOA US 01888	200205		S	T
VR097	200	3	MOA US 01890	200205		S	T
VR097	200	4	R6002A	200205		S	T
VR097	220	1	MOA US 01164	200205		O	O1
VR097	230	1	MOA US 01164	200205		O1	O2
VR100	100	1	R5107C	200205		K	L
VR100	140	1	MOA US 01860	200205		O	P
VR100	140	2	MOA US 01858	200205		O	P
VR100	140	3	MOA US 02150	200205		O	P
VR1001	0	4	MOA US 01950	200205		A	B
VR1001	0	5	MOA US 01746	200205		A	B
VR1001	10	1	MOA US 01746	200205		B	C
VR1002	90	1	MOA US 01748	200205		J	K
VR1002	90	2	MOA US 01746	200205		J	K
VR1002	90	3	A684	200205		J	K
VR1002	100	1	MOA US 01746	200205		K	L
VR1002	130	1	MOA US 01950	200205		N	O
VR1002	140	1	MOA US 01950	200205		O	P
VR1002	140	2	MOA US 01382	200205		O	P
VR1003	0	2	MOA US 01950	200205		A	B
VR1003	0	3	R3007C	200205		A	B
VR1003	0	4	R3007B	200205		A	B
VR1003	0	5	R3007E	200205		A	B
VR1003	10	1	MOA US 01950	200205		B	C
VR1003	10	2	R3007B	200205		B	C
VR1003	10	3	R3007C	200205		B	C
VR1003	10	4	R3007E	200205		B	C
VR1003	20	1	MOA US 01950	200205		C	D
VR1003	100	1	MOA US 01746	200205		K	L
VR1003	100	2	MOA US 01748	200205		K	L
VR1003	100	3	R3008C	200205		K	L
VR1003	100	4	A684	200205		K	L
VR1003	110	1	MOA US 01746	200205		L	M
VR1003	110	2	R3008C	200205		L	M
VR1003	110	3	A684	200205		L	M
VR1003	130	1	MOA US 01950	200205		N	O
VR1003	140	1	MOA US 01950	200205		O	P
VR1004	10	1	MOA US 01746	200205		B	C
VR1004	80	1	MOA US 01164	200205		I	J
VR1004	80	2	MOA US 01168	200205		I	J
VR1004	90	1	MOA US 01164	200205		J	K
VR1004	120	1	MOA US 01950	200205		M	N
VR1004	130	1	MOA US 01950	200205		N	O
VR1004	140	1	MOA US 01164	200205		O	J1
VR1004	140	2	MOA US 01950	200205		O	J1
VR1004	140	3	MOA US 01382	200205		O	J1
VR1004	140	4	R3005A	200205		O	J1
VR1004	150	1	MOA US 01164	200205		J1	KA
VR1004	160	1	MOA US 01164	200205		KA	LA
VR1004	160	2	MOA US 01382	200205		KA	LA
VR1005	80	1	R2907B	200205		I	J
VR1005	80	2	R2910	200205		I	J
VR1005	80	3	R2910(A)	200205		I	J
VR1007	10	1	W158A	200205		B	C
VR1007	20	1	W158A	200205		C	D
VR1008	30	1	R2910	200205		D	E
VR1008	30	2	R2910(A)	200205		D	E
VR1008	30	3	R2907B	200205		D	E
VR1009	0	2	W158A	200205		A	B
VR1009	0	3	W158E	200205		A	B
VR1009	40	1	R2910	200205		E	F
VR1009	40	3	R2910(B)	200205		E	F
VR1009	40	4	R2910(C)	200205		E	F
VR101	10	1	MOA US 01456	200205		B	C
VR101	10	2	MOA US 01502	200205		B	C
VR101	20	1	MOA US 01456	200205		C	D
VR101	20	2	MOA US 01502	200205		C	D
VR101	20	3	R6302A	200205		C	D
VR101	20	4	R6302C	200205		C	D
VR101	20	5	R6302D	200205		C	D
VR101	30	1	MOA US 01456	200205		D	D1
VR101	30	2	MOA US 01502	200205		D	D1
VR101	30	3	R6302A	200205		D	D1
VR101	30	4	R6302C	200205		D	D1
VR101	30	5	R6302D	200205		D	D1
VR101	40	1	MOA US 01456	200205		D1	B1
VR101	40	2	MOA US 01502	200205		D1	B1
VR101	40	3	R6302A	200205		D1	B1
VR101	40	4	R6302C	200205		D1	B1
VR101	40	5	R6302D	200205		D1	B1
VR1010	10	1	R2906	200205		B	C
VR1013	0	2	W177A(A)	200205		A	B
VR1013	10	1	W133	200205		B	C
VR1013	20	1	W133	200205		C	D
VR1016	60	1	MOA US 01184	200205		G	H
VR1016	60	2	A371	200205		G	H
VR1017	0	3	A211	200205		A	B
VR1017	10	1	A211	200205		B	C
VR1017	40	1	MOA US 02196	200205		E	F
VR1017	50	1	MOA US 02196	200205		F	G
VR1017	60	1	MOA US 01316	200205		G	H
VR1017	60	2	R2914A	200205		G	H
VR1017	60	3	R2917	200205		G	H
VR1020	10	1	MOA US 01178	200205		B	C
VR1020	20	1	MOA US 01178	200205		C	D
VR1020	20	2	A292	200205		C	D
VR1020	30	1	A211	200205		D	E
VR1020	30	2	A292	200205		D	E
VR1021	20	1	MOA US 01178	200205		C	D
VR1021	30	1	MOA US 01178	200205		D	E
VR1021	80	1	MOA US 01098	200205		I	J
VR1021	90	1	MOA US 01098	200205		J	K
VR1021	110	1	MOA US 01178	200205		L	M
VR1021	120	1	MOA US 01178	200205		M	N
VR1021	140	1	MOA US 01178	200205		O	P
VR1021	150	1	MOA US 01178	200205		P	Q
VR1022	10	1	MOA US 01254	200205		B	C
VR1022	20	2	MOA US 01250	200205		C	D
VR1022	20	3	MOA US 01254	200205		C	D
VR1022	30	1	MOA US 01178	200205		D	E
VR1022	40	1	MOA US 01178	200205		E	F
VR1022	50	1	MOA US 01178	200205		F	G
VR1023	20	1	MOA US 01250	200205		C	D
VR1023	20	2	MOA US 01254	200205		C	D
VR1023	20	3	R4401A	200205		C	D
VR1024	20	1	MOA US 01250	200205		C	D
VR1024	20	2	MOA US 01254	200205		C	D
VR1024	20	3	R4401A	200205		C	D
VR1024	100	1	MOA US 01254	200205		K	L
VR1030	0	2	MOA US 01178	200205		A	B
VR1030	10	1	MOA US 01178	200205		B	C
VR1030	60	1	MOA US 01098	200205		G	H
VR1030	70	1	MOA US 01098	200205		H	I
VR1030	80	1	MOA US 01098	200205		I	J
VR1030	90	1	MOA US 01178	200205		J	K
VR1030	100	1	MOA US 01178	200205		K	L
VR1031	30	1	MOA US 01098	200205		D	E
VR1031	80	1	MOA US 01098	200205		I	J
VR1031	90	1	MOA US 01098	200205		J	K
VR1031	100	1	MOA US 01098	200205		K	L
VR1031	100	2	MOA US 01178	200205		K	L
VR1031	110	1	MOA US 01178	200205		L	M
VR1033	70	1	MOA US 01178	200205		H	I
VR1033	80	1	MOA US 01178	200205		I	J
VR1033	90	1	MOA US 01178	200205		J	K
VR1033	100	1	MOA US 01178	200205		K	L
VR1039	0	2	R2907B	200205		A	B
VR1039	0	3	R2910	200205		A	B
VR1039	0	4	R2910(A)	200205		A	B
VR104	80	1	MOA US 02080	200205		I	J
VR104	80	2	MOA US 02306	200205		I	J
VR104	80	3	R5601D	200205		I	J
VR1040	20	1	MOA US 01436	200205		C	D
VR1040	30	1	MOA US 01436	200205		D	E
VR1040	40	1	MOA US 01436	200205		E	F
VR1040	60	1	MOA US 01064	200205		G	H
VR1040	60	2	MOA US 01068	200205		G	H
VR1040	70	1	MOA US 01064	200205		H	I
VR1040	70	2	W74(A)	200205		H	I
VR1040	90	1	W158E	200205		J	K
VR1040	90	2	W158F	200205		J	K
VR1040	100	1	W158E	200205		K	L
VR1041	0	2	MOA US 01064	200205		A	B
VR1041	0	3	W74(A)	200205		A	B
VR1041	0	4	W133	200205		A	B
VR1041	10	1	W133	200205		B	C
VR1041	10	2	W161A	200205		B	C
VR1041	20	1	W161A	200205		C	D
VR1041	20	2	W177A(A)	200205		C	D
VR1041	60	1	MOA US 01068	200205		G	H
VR1041	70	1	MOA US 01064	200205		H	I
VR1041	70	2	MOA US 01068	200205		H	I
VR1041	70	3	W74(A)	200205		H	I
VR1041	80	1	MOA US 01064	200205		I	J
VR1041	80	2	W74(A)	200205		I	J
VR1041	100	1	W158E	200205		K	L
VR1041	100	2	W158F	200205		K	L
VR1043	0	3	A530	200205		A	B
VR1043	0	4	R5306C	200205		A	B
VR1043	0	5	R5306D	200205		A	B
VR1043	0	6	W122(1)	200205		A	B
VR1043	10	1	W122(1)	200205		B	C
VR1043	10	2	W122(2)	200205		B	C
VR1043	20	1	W177A(A)	200205		C	D
VR1043	20	2	W177B	200205		C	D
VR1043	120	1	W122(1)	200205		M	N
VR1043	120	2	W122(2)	200205		M	N
VR1046	0	3	R5306C	200205		A	B
VR1046	110	1	R5306A	200205		L	L1
VR1051	50	1	MOA US 01184	200205		F	G
VR1051	50	2	A371	200205		F	G
VR1059	10	1	MOA US 01164	200205		B	C
VR1059	20	1	MOA US 01164	200205		C	D
VR1059	30	1	MOA US 01164	200205		D	E
VR1059	40	1	MOA US 01164	200205		E	F
VR1059	50	1	MOA US 01072	200205		F	G
VR1059	60	1	MOA US 01072	200205		G	H
VR1059	80	1	MOA US 01436	200205		I	J
VR1059	90	1	MOA US 01436	200205		J	K
VR1059	110	1	MOA US 01164	200205		D	D1
VR1059	120	1	MOA US 01164	200205		D1	D2
VR1059	120	2	MOA US 01174	200205		D1	D2
VR1059	130	1	MOA US 01174	200205		D2	D3
VR1059	140	1	MOA US 01174	200205		D3	D4
VR1061	0	2	MOA US 01362	200205		A	B
VR1061	0	3	MOA US 01872	200205		A	B
VR1061	10	1	MOA US 01362	200205		B	C
VR1065	30	1	MOA US 02196	200205		D	E
VR1065	40	1	MOA US 01310	200205		E	F
VR1065	40	2	MOA US 01312	200205		E	F
VR1065	40	3	MOA US 01314	200205		E	F
VR1065	40	4	MOA US 02196	200205		E	F
VR1065	40	5	A211	200205		E	F
VR1065	50	1	MOA US 01310	200205		F	G
VR1065	50	2	MOA US 01312	200205		F	G
VR1065	50	3	MOA US 01316	200205		F	G
VR1065	50	4	A211	200205		F	G
VR1065	50	5	R2914A	200205		F	G
VR1066	0	2	MOA US 01746	200205		A	B
VR1066	0	3	A684	200205		A	B
VR1066	0	4	R3008A	200205		A	B
VR1066	0	5	R3008C	200205		A	B
VR1066	30	1	MOA US 01950	200205		D	E
VR1066	40	1	MOA US 01950	200205		E	F
VR1066	50	1	MOA US 01950	200205		F	G
VR1066	60	1	MOA US 01748	200205		G	H
VR1070	0	1	A211	200205		A	B
VR1070	10	1	A211	200205		B	C
VR1070	10	2	MOA US 01310	200205		B	C
VR1070	10	3	MOA US 01312	200205		B	C
VR1070	10	4	MOA US 01314	200205		B	C
VR1070	20	1	A211	200205		C	D
VR1070	20	2	MOA US 01310	200205		C	D
VR1070	20	3	MOA US 01312	200205		C	D
VR1070	20	4	MOA US 01314	200205		C	D
VR1070	20	5	MOA US 01316	200205		C	D
VR1070	20	6	R2914A	200205		C	D
VR1076	0	5	R7103A	200205		A	B
VR1076	0	3	MOA RQ 00003	200205	1	A	B
VR1076	0	4	MOA RQ 00004	200205	2	A	B
VR1076	20	3	R7105	200205		C	D
VR1076	20	4	W371	200205		C	D
VR1076	20	1	MOA RQ 00001	200205	1	C	D
VR1076	20	2	MOA RQ 00002	200205	2	C	D
VR1076	30	1	W371	200205		D	E
VR1076	30	2	MOA RQ 00001	200205	1	D	E
VR1077	40	1	W373C	200205		E	F
VR1077	50	1	W373C	200205		F	G
VR1077	60	1	R7104	200205		G	H
VR1077	60	2	W428	200205		G	H
VR1078	40	1	W373C	200205		E	F
VR1078	50	1	W373C	200205		F	G
VR1078	70	2	R7103A	200205		H	I
VR1078	70	1	MOA RQ 00003	200205	1	H	I
VR1079	30	2	W371	200205		D	E
VR1079	30	1	MOA RQ 00001	200205	1	D	E
VR1079	40	3	W371	200205		E	F
VR1079	40	4	R7105	200205		E	F
VR1079	40	1	MOA RQ 00001	200205	1	E	F
VR1079	40	2	MOA RQ 00002	200205	2	E	F
VR1079	60	1	R7103A	200205		G	H
VR1079	60	2	MOA RQ 00003	200205	1	G	H
VR108	0	1	MOA US 01756	200205		A	B
VR108	0	2	MOA US 01760	200205		A	B
VR108	0	3	MOA US 01764	200205		A	B
VR108	10	1	MOA US 01756	200205		B	C
VR108	10	2	MOA US 01760	200205		B	C
VR108	20	1	MOA US 01756	200205		C	D
VR108	40	1	MOA US 01756	200205		E	F
VR108	50	1	MOA US 01756	200205		F	G
VR108	60	1	MOA US 01756	200205		G	H
VR108	70	1	MOA US 01756	200205		H	I
VR108	70	2	MOA US 01764	200205		H	I
VR108	80	1	MOA US 01764	200205		I	J
VR108	90	1	MOA US 01760	200205		J	K
VR108	90	2	MOA US 01764	200205		J	K
VR108	140	1	R5105	200205		O	M1
VR1080	20	1	W371	200205		C	D
VR1080	20	2	MOA RQ 00001	200205	1	C	D
VR1080	30	1	W371	200205		D	E
VR1080	30	4	R7105	200205		D	E
VR1080	30	2	MOA RQ 00001	200205	1	D	E
VR1080	30	3	MOA RQ 00002	200205	2	D	E
VR1080	50	3	R7103A	200205		F	G
VR1080	50	2	MOA RQ 00003	200205	1	F	G
VR1080	50	1	MOA RQ 00004	200205	2	F	G
VR1081	20	1	W371	200205		C	D
VR1081	20	2	MOA RQ 00001	200205	1	C	D
VR1081	30	1	W371	200205		D	E
VR1081	30	4	R7105	200205		D	E
VR1081	30	2	MOA RQ 00001	200205	1	D	E
VR1081	30	3	MOA RQ 00002	200205	2	D	E
VR1081	40	1	W370A	200205		E	F
VR1081	40	2	W373A	200205		E	F
VR1081	50	1	W370A	200205		F	G
VR1081	50	2	W428	200205		F	G
VR1081	50	3	R7104	200205		F	G
VR1082	0	2	A211	200205		A	B
VR1082	0	3	A292	200205		A	B
VR1082	10	1	A292	200205		B	C
VR1082	20	1	MOA US 01178	200205		C	D
VR1082	30	1	MOA US 01178	200205		D	E
VR1082	30	2	A292	200205		D	E
VR1082	40	1	A211	200205		E	F
VR1082	40	2	A292	200205		E	F
VR1082	50	1	MOA US 01312	200205		F	G
VR1082	50	2	MOA US 01314	200205		F	G
VR1082	50	3	A211	200205		F	G
VR1082	60	1	MOA US 01312	200205		G	H
VR1082	60	2	MOA US 01314	200205		G	H
VR1082	60	3	MOA US 01316	200205		G	H
VR1082	80	1	MOA US 01178	200205		DA	E
VR1082	80	2	A292	200205		DA	E
VR1082	90	1	A211	200205		E	F
VR1082	90	2	A292	200205		E	F
VR1082	100	1	MOA US 01312	200205		F	G
VR1082	100	2	MOA US 01314	200205		F	G
VR1082	100	3	A211	200205		F	G
VR1082	110	1	MOA US 01312	200205		G	H
VR1082	110	2	MOA US 01314	200205		G	H
VR1082	110	3	MOA US 01316	200205		G	H
