MTR_IDENT	SEG_NBR	SEQ_NBR	SUAS_MOA_ID	CYCLE_DATE	SECTOR	PT_IDENT	NX_POINT
VR1083	0	1	MOA US 01254	200205		A	B
VR1083	10	1	MOA US 01178	200205		B	C
VR1083	20	1	MOA US 01178	200205		C	D
VR1083	30	1	A211	200205		D	E
VR1083	30	2	A292	200205		D	E
VR1083	40	1	MOA US 01310	200205		E	F
VR1083	40	2	MOA US 01312	200205		E	F
VR1083	40	3	MOA US 01314	200205		E	F
VR1083	40	4	A211	200205		E	F
VR1083	50	1	MOA US 01310	200205		F	G
VR1083	50	2	MOA US 01312	200205		F	G
VR1083	50	3	MOA US 01314	200205		F	G
VR1083	50	4	MOA US 01316	200205		F	G
VR1083	50	5	R2914A	200205		F	G
VR1084	0	3	A211	200205		A	B
VR1084	0	4	A292	200205		A	B
VR1084	10	1	A292	200205		B	C
VR1084	20	1	A211	200205		C	D
VR1084	20	2	A292	200205		C	D
VR1084	30	1	A211	200205		D	E
VR1084	30	2	MOA US 01310	200205		D	E
VR1084	30	3	MOA US 01312	200205		D	E
VR1084	30	4	MOA US 01314	200205		D	E
VR1084	40	1	A211	200205		E	F
VR1084	40	2	MOA US 01310	200205		E	F
VR1084	40	3	MOA US 01312	200205		E	F
VR1084	40	4	MOA US 01314	200205		E	F
VR1084	40	5	MOA US 01316	200205		E	F
VR1084	40	6	R2914A	200205		E	F
VR1085	0	3	A292	200205		A	B
VR1085	10	1	A292	200205		B	C
VR1085	20	1	MOA US 01178	200205		C	D
VR1085	30	1	MOA US 01178	200205		D	E
VR1085	40	1	A292	200205		E	F
VR1085	40	2	MOA US 01178	200205		E	F
VR1085	50	1	A211	200205		F	G
VR1085	60	1	A211	200205		G	H
VR1085	60	2	MOA US 01310	200205		G	H
VR1085	60	3	MOA US 01312	200205		G	H
VR1085	60	4	MOA US 01314	200205		G	H
VR1085	70	1	A211	200205		H	I
VR1085	70	2	MOA US 01310	200205		H	I
VR1085	70	3	MOA US 01312	200205		H	I
VR1085	70	4	MOA US 01314	200205		H	I
VR1085	70	5	MOA US 01316	200205		H	I
VR1085	70	6	R2914A	200205		H	I
VR1085	90	1	A292	200205		F	F1
VR1085	100	1	A292	200205		F1	F2
VR1085	100	2	MOA US 01316	200205		F1	F2
VR1085	100	3	R2915A	200205		F1	F2
VR1087	30	1	R2901I	200205		D	E
VR1088	30	1	R2901I	200205		D	E
VR1089	10	1	MOA US 01720	200205		B	C
VR1089	40	1	R2901E	200205		E	F
VR1098	40	1	MOA US 01720	200205		E	F
VR1098	50	1	MOA US 01720	200205		F	G
VR1098	70	1	R2901E	200205		H	I
VR1098	80	1	R2901C	200205		I	J
VR1098	80	2	R2901D	200205		I	J
VR1098	80	3	R2901E	200205		I	J
VR1102	20	1	MOA US 01492	200205		C	D
VR1102	30	1	MOA US 01492	200205		D	E
VR1102	30	2	R2402	200205		D	E
VR1102	70	1	MOA US 01492	200205		C	D
VR1102	80	1	MOA US 01492	200205		D	E
VR1102	80	2	R2402	200205		D	E
VR1103	20	1	MOA US 01492	200205		C	D
VR1103	30	1	MOA US 01492	200205		D	E
VR1103	40	1	R2402	200205		E	F
VR1104	10	1	MOA US 01492	200205		B	C
VR1104	20	1	MOA US 01492	200205		C	D
VR1104	30	1	R2402	200205		D	E
VR1105	40	1	R6312(A)	200205		E	F
VR1106	0	2	R6312(A)	200205		A	B
VR1107	0	3	MOA US 01858	200205		A	B
VR1107	0	4	MOA US 01864	200205		A	B
VR1107	10	1	MOA US 01858	200205		B	C
VR1107	10	2	MOA US 01860	200205		B	C
VR1107	10	3	MOA US 01864	200205		B	C
VR1107	10	4	R5104A	200205		B	C
VR1107	20	1	MOA US 02150	200205		C	D
VR1107	20	2	R5104A	200205		C	D
VR1107	20	3	R5105	200205		C	D
VR1113	40	1	MOA US 01492	200205		E	F
VR1113	50	1	R2402	200205		F	G
VR1120	10	1	R6312(A)	200205		B	C
VR1121	0	2	R6312(A)	200205		A	B
VR1122	10	1	A640	200205		B	C
VR1122	20	1	A640	200205		C	D
VR1122	30	1	A640	200205		D	E
VR1122	40	1	A640	200205		E	F
VR1122	50	1	R6312(A)	200205		F	G
VR1123	0	2	R6312(A)	200205		A	B
VR1123	10	1	A640	200205		B	C
VR1123	20	1	A640	200205		C	D
VR1123	30	1	A640	200205		D	E
VR1123	40	1	A640	200205		E	F
VR1124	0	1	P49	200205		A	B
VR1128	100	1	R5601D	200205		K	L
VR1130	30	1	MOA US 01498	200205		D	E
VR1130	40	1	MOA US 01498	200205		E	F
VR1130	40	2	R2402	200205		E	F
VR1137	70	1	R5601D	200205		H	I
VR114	50	1	R5105	200205		F	M1
VR119	0	2	A562B	200205		A	B
VR119	40	1	MOA US 02096	200208		E	F
VR119	40	2	MOA US 02095	200208		E	F
VR119	50	2	MOA US 02096	200208		F	G
VR119	50	3	R3601A	200205		F	G
VR119	50	4	R3601B	200205		F	G
VR119	50	5	MOA US 02095	200208		F	G
VR1195	20	1	MOA US 01864	200205		C	D
VR1195	20	2	MOA US 02150	200205		C	D
VR1195	20	3	R5104A	200205		C	D
VR1195	20	4	R5105	200205		C	D
VR1195	30	1	MOA US 01860	200205		D	E
VR1195	30	2	MOA US 01864	200205		D	E
VR1195	30	3	MOA US 02150	200205		D	E
VR1195	30	4	R5104A	200205		D	E
VR1195	30	5	R5105	200205		D	E
VR1196	30	1	MOA US 01250	200205		D	E
VR1196	30	2	MOA US 01254	200205		D	E
VR1196	40	1	MOA US 01250	200205		E	F
VR1196	40	2	MOA US 01254	200205		E	F
VR1196	50	1	MOA US 01250	200205		F	G
VR1196	50	2	R4401A	200205		F	G
VR1205	0	2	MOA US 02050	200205		A	B
VR1205	10	1	MOA US 01850	200205		B	C
VR1205	10	2	MOA US 02050	200205		B	C
VR1205	20	1	MOA US 01850	200205		C	D
VR1205	30	1	MOA US 01850	200205		D	E
VR1205	30	2	R2524	200205		D	E
VR1205	40	1	R2524	200205		E	F
VR1205	40	2	R2515	200205		E	F
VR1205	50	1	R2515	200205		F	G
VR1205	60	1	R2515	200205		G	H
VR1206	0	2	MOA US 01152	200205		A	B
VR1206	0	3	MOA US 01540	200205		A	B
VR1206	0	4	R2515	200205		A	B
VR1211	0	2	R2510A	200205		A	B
VR1211	10	1	R2507N	200205		B	C
VR1211	10	2	R2507S	200205		B	C
VR1211	10	3	R2512	200205		B	C
VR1211	20	1	R2512	200205		C	D
VR1211	30	1	R2512	200205		D	E
VR1211	40	1	R2510A	200205		E	F
VR1214	20	1	MOA US 02092	200205		C	D
VR1214	30	1	MOA US 02092	200205		D	E
VR1214	30	2	MOA US 02088	200205		D	E
VR1214	40	1	MOA US 02088	200205		E	F
VR1214	80	1	R4807A	200205		I	J
VR1215	20	1	MOA US 02092	200205		C	D
VR1215	20	2	R2502E	200205		C	D
VR1215	30	1	MOA US 02092	200205		D	E
VR1215	30	2	MOA US 02088	200205		D	E
VR1215	30	3	R2502E	200205		D	E
VR1215	30	4	R2502N	200205		D	E
VR1215	40	1	MOA US 02050	200205		E	F
VR1215	40	2	MOA US 02088	200205		E	F
VR1215	40	3	R2502N	200205		E	F
VR1215	50	1	MOA US 02050	200205		F	G
VR1217	10	1	R2501N	200205		B	C
VR1217	30	1	MOA US 01054	200205		D	E
VR1217	30	2	R2502E	200205		D	E
VR1217	30	3	R2515	200205		D	E
VR1217	40	1	MOA US 01054	200205		E	F
VR1218	20	1	R2501N	200205		C	D
VR1218	50	1	MOA US 02092	200205		F	G
VR1218	60	1	MOA US 01054	200205		G	H
VR1218	60	2	MOA US 02092	200205		G	H
VR1218	60	3	R2502E	200205		G	H
VR1218	60	4	R2502N	200205		G	H
VR1218	60	5	R2515	200205		G	H
VR1233	10	1	MOA US 01752	200205		B	C
VR1233	90	1	R5107H	200205		J	K
VR125	10	1	MOA US 01858	200205		B	C
VR125	10	2	MOA US 01860	200205		B	C
VR125	10	3	MOA US 02150	200205		B	C
VR125	50	1	R5107C	200205		F	G
VR125	60	2	MOA US 01058	200205		G	H
VR125	60	3	R5107C	200205		G	H
VR125	70	1	MOA US 01058	200205		H	I
VR125	70	2	MOA US 01060	200205		H	I
VR125	80	1	MOA US 01058	200205		I	J
VR125	80	2	MOA US 01060	200205		I	J
VR125	90	1	MOA US 01058	200205		J	K
VR125	100	1	MOA US 01058	200205		K	L
VR125	100	2	MOA US 01862	200205		K	L
VR125	100	3	MOA US 01864	200205		K	L
VR125	110	1	MOA US 01862	200205		L	M
VR125	120	1	MOA US 01862	200205		M	N
VR125	150	1	R5104A	200205		P	M2
VR1250	110	1	MOA US 01192	200205		L	M
VR1250	120	1	MOA US 01192	200205		M	N
VR1250	120	2	MOA US 01420	200205		M	N
VR1250	120	3	R4813A	200205		M	N
VR1250	130	1	R4813A	200205		N	O
VR1250	130	2	MOA US 01420	200205		N	O
VR1251	120	1	MOA US 01192	200205		M	N
VR1251	130	1	MOA US 01192	200205		N	O
VR1251	130	2	MOA US 01420	200205		N	O
VR1251	130	3	R4813A	200205		N	O
VR1251	140	1	MOA US 01420	200205		O	P
VR1251	140	2	R4813A	200205		O	P
VR1252	30	1	MOA US 01426	200205		D	E
VR1252	30	2	MOA US 01418	200205		D	E
VR1252	30	3	MOA US 01420	200205		D	E
VR1252	40	1	MOA US 01420	200205		E	F
VR1252	40	2	R4816S	200205		E	F
VR1252	40	3	R4816N	200205		E	F
VR1252	50	1	MOA US 01420	200205		F	G
VR1252	50	2	R4816N	200205		F	G
VR1252	50	3	R4816S	200205		F	G
VR1252	60	1	MOA US 01420	200205		G	H
VR1253	0	2	MOA US 02008	200205		A	B
VR1253	0	3	MOA US 01264	200205		A	B
VR1253	40	1	MOA US 01026	200205		E	F
VR1253	50	1	MOA US 01026	200205		F	G
VR1253	50	2	MOA US 01030	200205		F	G
VR1253	60	1	MOA US 01030	200205		G	H
VR1253	70	1	MOA US 02008	200205		H	I
VR1253	80	1	MOA US 02008	200205		I	J
VR1253	80	2	MOA US 01264	200205		I	J
VR1253	90	1	MOA US 01264	200205		J	K
VR1253	100	1	MOA US 01264	200205		K	L
VR1253	100	2	R4808N	200205		K	L
VR1253	100	3	R4806W	200205		K	L
VR1254	50	1	MOA US 01192	200205		F	G
VR1254	60	1	MOA US 01192	200205		G	H
VR1254	60	2	MOA US 01420	200205		G	H
VR1254	60	3	R4813A	200205		G	H
VR1254	70	1	MOA US 01420	200205		H	I
VR1254	70	2	R4813A	200205		H	I
VR1255	0	3	MOA US 02050	200205		A	B
VR1255	40	1	MOA US 01210	200205		E	F
VR1255	40	2	MOA US 01208	200205		E	F
VR1255	60	1	MOA US 01192	200205		G	H
VR1255	70	1	MOA US 01192	200205		H	I
VR1255	70	2	MOA US 01420	200205		H	I
VR1255	70	3	R4813A	200205		H	I
VR1255	80	1	MOA US 01420	200205		I	J
VR1255	80	3	R4813A	200205		I	J
VR1257	0	3	MOA US 01510	200205		A	B
VR1257	0	4	MOA US 01516	200205		A	B
VR1257	0	5	R2513	200205		A	B
VR1257	10	1	MOA US 01510	200205		B	C
VR1257	160	1	R2510A	200205		Q	R
VR1257	160	2	R2510B	200205		Q	R
VR1259	0	3	MOA US 02008	200205		A	B
VR1259	0	4	MOA US 01264	200205		A	B
VR1259	10	1	MOA US 01264	200205		B	C
VR1259	20	1	MOA US 02008	200205		C	D
VR1259	20	2	MOA US 01264	200205		C	D
VR1259	30	1	MOA US 02008	200205		D	E
VR1259	30	2	MOA US 01446	200205		D	E
VR1259	30	3	R6405	200205		D	E
VR1259	40	1	MOA US 01446	200205		E	F
VR1259	40	2	R6405	200205		E	F
VR1259	70	1	MOA US 01026	200205		H	I
VR1259	70	2	MOA US 01420	200205		H	I
VR1259	70	3	MOA US 01192	200205		H	I
VR1259	80	1	MOA US 01192	200205		I	J
VR1259	80	2	MOA US 01420	200205		I	J
VR1259	80	3	R4813A	200205		I	J
VR1259	90	1	MOA US 01420	200205		J	K
VR1259	90	2	R4813A	200205		J	K
VR1260	0	2	MOA US 02008	200205		A	B
VR1260	10	1	MOA US 02008	200205		B	C
VR1260	40	1	MOA US 01026	200205		E	F
VR1260	50	1	MOA US 01026	200205		F	G
VR1260	60	1	MOA US 01026	200205		G	H
VR1260	60	2	MOA US 01420	200205		G	H
VR1260	60	3	MOA US 01192	200205		G	H
VR1260	70	1	MOA US 01192	200205		H	I
VR1260	70	2	MOA US 01420	200205		H	I
VR1260	70	3	R4813A	200205		H	I
VR1260	80	1	MOA US 01420	200205		I	J
VR1260	80	2	MOA US 01192	200205		I	J
VR1260	80	3	R4813A	200205		I	J
VR1261	70	1	MOA US 01192	200205		H	I
VR1261	80	1	MOA US 01192	200205		I	J
VR1261	90	1	MOA US 01192	200205		J	K
VR1261	90	2	MOA US 01420	200205		J	K
VR1261	90	3	R4813A	200205		J	K
VR1261	100	1	MOA US 01192	200205		K	L
VR1261	100	2	MOA US 01420	200205		K	L
VR1261	100	3	R4813A	200205		K	L
VR1262	0	3	MOA US 01516	200205		A	B
VR1262	50	1	MOA US 01540	200205		F	G
VR1262	60	1	MOA US 01540	200205		G	H
VR1262	70	1	MOA US 01540	200205		H	I
VR1262	80	1	MOA US 01540	200205		I	J
VR1262	90	1	MOA US 01822	200205		J	K
VR1262	100	1	MOA US 01822	200205		K	L
VR1262	100	2	MOA US 01850	200205		K	L
VR1262	100	3	MOA US 02050	200205		K	L
VR1262	110	1	MOA US 02050	200205		L	M
VR1262	120	1	MOA US 02050	200205		M	N
VR1264	20	1	MOA US 01426	200205		C	D
VR1264	30	1	MOA US 01426	200205		D	E
VR1264	30	2	MOA US 01418	200205		D	E
VR1264	30	3	MOA US 01420	200205		D	E
VR1264	40	1	MOA US 01420	200205		E	F
VR1264	40	2	R4816S	200205		E	F
VR1264	40	3	R4816N	200205		E	F
VR1264	50	1	MOA US 01420	200205		F	G
VR1264	50	2	R4816N	200205		F	G
VR1264	50	3	R4816S	200205		F	G
VR1266	0	1	R2507S	200205		A	B
VR1266	20	1	R2507N	200205		C	D
VR1266	30	1	R2507N	200205		D	E
VR1266	60	1	R2510A	200205		G	H
VR1267	0	2	R2507S	200205		A	B
VR1267	70	1	R2301W	200205		H	I
VR1267A	30	1	R2301W	200205		D	E
VR1268	0	1	R2507S	200205		A	B
VR1268	120	1	R2301W	200205		M	N
VR1293	0	2	MOA US 01540	200205		A	B
VR1300	70	1	MOA US 01678	200205		H	HH
VR1300	80	1	MOA US 01678	200205		HH	I
VR1300	110	1	MOA US 01828	200205		K	L
VR1300	140	1	MOA US 01573	200205		X	Y
VR1301	30	1	MOA US 01588	200205		D	E
VR1301	40	1	MOA US 01588	200205		E	F
VR1301	60	1	MOA US 01828	200205		G	H
VR1302	30	1	MOA US 01828	200205		D	E
VR1303	0	2	MOA US 01828	200205		A	B
VR1303	30	1	MOA US 01678	200205		D	E
VR1303	40	1	MOA US 01678	200205		E	F
VR1303	140	1	MOA US 01573	200205		X	Y
VR1304	90	1	MOA US 01678	200205		J	JJ
VR1304	100	1	MOA US 01678	200205		JJ	K
VR1304	130	1	MOA US 01828	200205		M	N
VR1304	140	1	MOA US 01828	200205		N	O
VR1304	170	1	MOA US 01573	200205		X	Y
VR1305	0	1	MOA US 01828	200205		A	B
VR1305	40	1	MOA US 01678	200205		E	F
VR1305	50	1	MOA US 01678	200205		F	G
VR1305	170	1	MOA US 01573	200205		X	Y
VR1350	90	1	R5701(A)	200205		I	J
VR1350	90	2	R5701(D)	200205		I	J
VR1350	90	3	R5701(E)	200205		I	J
VR1351	120	1	R5701(A)	200205		L	M
VR1351	120	2	R5701(D)	200205		L	M
VR1351	120	3	R5701(E)	200205		L	M
VR1352	40	1	MOA US 01192	200205		E	F
VR1352	50	1	MOA US 01192	200205		F	G
VR1352	50	2	MOA US 01420	200205		F	G
VR1352	50	3	R4813A	200205		F	G
VR1353	40	1	MOA US 01588	200205		Q1	Q2
VR1353	50	1	MOA US 01588	200205		Q2	D
VR1353	60	1	R5701(E)	200205		D	E
VR1354	0	2	R5701(A)	200205		A	B
VR1354	0	3	R5701(B)	200205		A	B
VR1354	0	4	R5701(C)	200205		A	B
VR1355	0	5	R5701(E)	200205		A	B
VR138	60	1	MOA US 01108	200205		G	H
VR138	70	1	MOA US 01108	200205		H	I
VR138	80	1	MOA US 01108	200205		I	J
VR138	80	2	MOA US 02096	200205		I	J
VR138	90	1	MOA US 02096	200205		J	K
VR138	90	2	R3601A	200205		J	K
VR138	90	3	R3601B	200205		J	K
VR138	90	4	MOA US 01108	200205		J	K
VR140	10	1	A640	200205		B	C
VR140	20	1	A640	200205		C	D
VR140	30	1	A640	200205		D	E
VR140	30	2	MOA US 01994	200205		D	E
VR140	40	1	A640	200205		E	F
VR140	40	2	MOA US 01994	200205		E	F
VR1422	20	1	MOA US 01680	200205		C	D
VR1422	30	1	MOA US 01678	200205		D	E
VR1422	30	2	MOA US 01680	200205		D	E
VR1422	40	1	MOA US 01678	200205		E	F
VR1422	50	1	MOA US 01678	200205		F	G
VR1422	60	1	MOA US 01678	200205		G	H
VR1422	70	1	MOA US 01678	200205		H	I
VR1422	70	2	MOA US 01682	200205		H	I
VR1422	70	3	R6404A	200205		H	I
VR1422	70	5	R6404B	200205		H	I
VR1422	70	6	R6404C	200205		H	I
VR1423	20	1	MOA US 01680	200205		C	D
VR1423	30	1	MOA US 01680	200205		D	E
VR1423	40	1	MOA US 01680	200205		E	F
VR1423	40	2	R6404A	200205		E	F
VR1427	0	10	MOA US 01198	200205		A	B
VR1427	10	1	MOA US 01198	200205		B	C
VR1427	40	2	MOA US 01884	200205		E	F
VR1427	50	1	MOA US 01884	200205		F	G
VR143	40	1	MOA US 02154	200205		E	F
VR143	50	1	MOA US 02154	200205		F	G
VR143	80	1	MOA US 01112	200205		I	J
VR143	80	2	MOA US 01118	200205		I	J
VR143	90	1	MOA US 01112	200205		J	K
VR1445	0	3	R6404B	200205		A	B
VR1445	0	4	R6406A	200205		A	B
VR1445	0	5	R6406B	200205		A	B
VR1446	0	6	R6404B	200205		A	B
VR1446	0	7	R6406A	200205		A	B
VR1446	0	8	R6406B	200205		A	B
VR151	0	9	W147C	200205		A	B
VR1515	0	2	MOA US 01815	200205		A	B
VR1515	10	1	MOA US 01815	200205		B	C
VR152	60	1	MOA US 02096	200205		G	H
VR152	60	3	R3601A	200205		G	H
VR152	60	4	R3601B	200205		G	H
VR1520	10	1	MOA US 01815	200205		B	C
VR1520	20	1	MOA US 01815	200205		C	D
VR1520	30	1	MOA US 01815	200205		D	E
VR1521	50	1	MOA US 01815	200205		F	G
VR1521	60	1	MOA US 01815	200205		G	H
VR1521	70	1	MOA US 01815	200205		H	I
VR1525	20	1	MOA US 02180	200204		C	D
VR1546	50	1	MOA US 01188	200204		F	G
VR156	20	1	A640	200205		C	D
VR156	30	1	A640	200205		D	E
VR156	40	1	A640	200205		E	F
VR156	50	1	A640	200205		F	G
VR156	130	1	R6312(A)	200205		N	O
VR1616	20	1	MOA US 01354	200205		C	D
VR1616	30	1	MOA US 01354	200205		D	E
VR1616	40	1	MOA US 01354	200205		E	F
VR1616	50	1	MOA US 01354	200205		F	G
VR1616	50	2	MOA US 02262	200205		F	G
VR1616	60	1	MOA US 02262	200205		G	H
VR1616	60	2	R6904A	200205		G	H
VR1616	60	3	R6904B	200205		G	H
VR1616	60	4	MOA US 02254	200205		G	H
VR1616	80	1	MOA US 02262	200205		G	HH
VR1616	80	2	R6901A	200205		G	HH
VR1617	50	1	R3401A	200205		F	G
VR1617	50	2	R3401B	200205		F	G
VR1624	0	2	MOA US 01876	200205		A	B
VR1624	10	1	MOA US 01876	200205		B	C
VR1624	70	1	R4201A	200205		H	I
VR1624	120	1	R4201A	200205		F3	F4
VR1625	10	1	MOA US 01876	200205		B	C
VR1625	20	1	MOA US 01876	200205		C	D
VR1625	40	1	R4201A	200205		E	F
VR1625	40	2	R4201B	200205		E	F
VR1627	0	3	MOA US 01876	200205		A	B
VR1627	10	1	MOA US 01876	200205		B	C
VR1627	60	1	R4201A	200205		G	H
VR1627	110	1	R4201A	200205		E3	E4
VR1628	0	2	MOA US 01876	200205		A	B
VR1628	10	1	MOA US 01876	200205		B	C
VR1629	0	1	MOA US 01088	200205		A	B
VR1629	0	2	MOA US 01816	200205		A	B
VR1629	10	1	MOA US 01088	200205		B	C
VR1629	20	1	MOA US 01088	200205		C	D
VR1631	20	1	MOA US 01148	200205		C	D
VR1632	60	1	MOA US 01148	200205		G	H
VR1635	30	1	MOA US 01926	200204		D	E
VR1635	30	2	MOA US 01918	200204		D	E
VR1636	40	1	MOA US 01088	200205		E	F
VR1638	40	1	R3403A	200205		E	F
VR1638	40	2	R3403B	200205		E	F
VR1639	30	1	MOA US 01088	200205		D	E
VR1639	40	1	MOA US 01088	200205		E	F
VR1639	50	1	MOA US 01816	200205		F	G
VR1640	0	2	MOA US 02186	200205		A	B
VR1640	10	1	MOA US 02186	200205		B	C
VR1640	10	2	MOA US 02188	200205		B	C
VR1640	20	1	MOA US 02188	200205		C	D
VR1640	80	1	R3404	200205		I	J
VR1640	90	1	R3404	200205		J	K
VR1640	100	1	R3401B	200205		K	L
VR1641	60	1	R3401B	200205		G	H
VR1642	30	1	MOA US 02188	200205		D	E
VR1642	40	1	MOA US 02188	200205		E	F
VR1642	40	2	MOA US 02186	200205		E	F
VR1642	50	1	MOA US 02186	200205		F	G
VR1644	0	2	R4201A	200205		A	B
VR1644	60	1	MOA US 01876	200205		G	H
VR1644	70	1	MOA US 01876	200205		H	I
VR1645	0	2	R4201A	200205		A	B
VR1645	0	3	R4201B	200205		A	B
VR1645	20	1	MOA US 01876	200205		C	D
VR1645	30	1	MOA US 01876	200205		D	E
VR1647	0	2	R4201A	200205		A	B
VR1647	50	1	MOA US 01876	200205		F	G
VR1647	60	1	MOA US 01876	200205		G	H
VR1648	70	1	MOA US 01876	200205		H	I
VR1648	80	1	MOA US 01876	200205		I	J
VR1650	0	3	MOA US 01354	200205		A	B
VR1650	0	4	MOA US 01358	200205		A	B
VR1650	10	1	MOA US 01358	200205		B	C
VR1650	40	1	MOA US 01358	200205		E	F
VR1650	40	2	MOA US 02262	200205		E	F
VR1650	50	1	MOA US 02262	200205		F	G
VR1650	50	2	R6904A	200205		F	G
VR1650	50	3	R6904B	200205		F	G
VR1666	0	2	MOA US 01088	200205		A	B
VR1667	0	1	R3401A	200205		A	B
VR1667	0	2	R3401B	200205		A	B
VR1668	0	3	R3401A	200205		A	B
VR1668	0	4	R3401B	200205		A	B
VR1679	80	1	R3401A	200205		I	J
VR1679	80	2	R3401B	200205		I	J
VR168	10	1	A640	200205		B	C
VR168	20	1	A640	200205		C	D
VR168	30	1	A640	200205		D	E
VR168	40	1	A640	200205		E	F
VR1709	50	1	R5002B	200205		E	F
VR1709	80	1	W107B	200205		B1	F1
VR1709	100	1	A220	200205		G1	H1
VR1709	110	1	A220	200205		H1	I1
VR1709	150	1	W107C	200205		D1	E1
VR1709	180	1	A220	200205		G1	H1
VR1709	190	1	A220	200205		H1	I1
VR1711	30	1	R6609	200205		D	E
VR1711	50	1	R4002	200205		F	G
VR1712	30	1	W386	200205		D	E
VR1712	40	1	W386	200205		E	F
VR1712	50	1	R4002	200205		F	G
VR1721	60	1	A531	200205		G	H
VR1721	70	1	A531	200205		H	I
VR1722	20	1	MOA US 01362	200205		C	D
VR1722	30	1	MOA US 01362	200205		D	E
VR1722	60	1	MOA US 01871	200205		G	H
VR1722	60	2	MOA US 01872	200205		G	H
VR1722	60	3	R6602A	200205		G	H
VR1722	70	1	MOA US 01362	200205		H	I
VR1722	70	2	MOA US 01871	200205		H	I
VR1722	80	1	MOA US 01362	200205		I	J
VR1722	100	1	R6601	200205		K	L
VR1752	20	1	MOA US 01362	200205		C	D
VR1752	30	1	MOA US 01362	200205		D	E
VR1752	110	1	MOA US 01362	200205		L	M
VR1752	120	1	MOA US 01362	200205		M	N
VR1752	120	2	MOA US 01366	200205		M	N
VR1754	60	1	MOA US 01328	200205		G	H
VR1755	10	1	MOA US 01478	200205		B	C
VR1755	10	2	R6601	200205		B	C
VR1756	60	1	MOA US 01328	200205		G	H
VR1758	10	1	MOA US 01328	200205		B	C
VR1758	20	1	MOA US 01328	200205		C	D
VR1759	10	1	MOA US 01362	200205		B	C
VR1759	20	1	MOA US 01362	200205		C	D
VR1759	20	2	MOA US 01872	200205		C	D
VR176	0	3	R5123	200205		A	B
VR176	10	1	MOA US 02006	200205		B	C
VR176	20	1	MOA US 02006	200205		C	D
VR176	30	1	MOA US 02006	200205		D	E
VR176	40	2	MOA US 01752	200205		E	F
VR176	40	3	MOA US 02006	200205		E	F
VR176	50	1	MOA US 02006	200205		F	G
VR176	80	1	R5107B	200205		I	J
VR176	90	1	R5107B	200205		J	K
VR176	90	2	R5113	200205		J	K
VR176	90	3	R5123	200205		J	K
VR176	100	1	R5113	200205		K	L
VR176	100	2	R5123	200205		K	L
VR176	110	1	R5107B	200205		L	M
VR176	120	1	R5107B	200205		M	N
VR176	120	2	R5107D	200205		M	N
VR179	40	1	MOA US 01254	200205		E	F
VR179	50	2	MOA US 01250	200205		F	G
VR179	50	3	MOA US 01254	200205		F	G
VR179	70	1	MOA US 01178	200205		F1	FA
VR1800	30	2	MOA US 01278	200205		D	E
VR1800	30	3	MOA US 02124	200205		D	E
VR1801	30	1	MOA US 01278	200205		D	E
VR1801	30	2	MOA US 02124	200205		D	E
VR1801	30	3	MOA US 02126	200205		D	E
VR186	40	1	MOA US 01120	200205		E	F
VR186	50	2	MOA US 01112	200205		F	G
VR186	50	3	MOA US 01116	200205		F	G
VR186	50	4	MOA US 01120	200205		F	G
VR186	60	1	MOA US 01456	200205		G	H
VR186	60	2	MOA US 01502	200205		G	H
VR186	60	3	R6302C	200205		G	H
VR186	60	4	R6302D	200205		G	H
VR189	50	1	MOA US 01488	200205		F	G
VR189	50	2	MOA US 01492	200205		F	G
VR189	50	3	MOA US 01494	200205		F	G
VR1900	20	1	MOA US 01320	200205		C	D
VR1900	20	2	MOA US 01322	200205		C	D
VR1900	30	1	MOA US 01320	200205		D	E
VR1900	30	2	MOA US 01092	200205		D	E
VR1900	30	3	R2202B	200205		D	E
VR1900	50	1	MOA US 01320	200205		D	AE
VR1900	50	2	R2211	200205		D	AE
VR1905	20	1	MOA US 02110	200205		C	D
VR1905	30	1	MOA US 02110	200205		D	E
VR1905	40	1	MOA US 02110	200205		E	F
VR1905	50	1	MOA US 02110	200205		F	G
VR1905	60	1	MOA US 02110	200205		G	H
VR1905	80	1	MOA US 01430	200205		I	J
VR1905	90	1	MOA US 01430	200205		J	K
VR1905	100	1	MOA US 01430	200205		K	L
VR1905	110	1	MOA US 01430	200205		L	M
VR1905	130	1	MOA US 02110	200205		G	AH
VR1909	0	4	MOA US 01154	200205		A	B
VR1909	0	5	MOA US 02354	200205		A	B
VR1909	10	1	MOA US 01092	200205		B	C
VR1909	10	2	MOA US 02354	200205		B	C
VR1915	0	2	MOA US 01430	200205		A	B
VR1915	10	1	MOA US 01430	200205		B	C
VR1915	20	1	MOA US 01430	200205		C	D
VR1915	30	1	MOA US 01430	200205		D	E
VR1915	50	1	MOA US 02110	200205		F	G
VR1915	60	1	MOA US 02110	200205		G	H
VR1915	70	1	MOA US 02110	200205		H	I
VR1915	80	1	MOA US 02110	200205		I	J
VR1915	90	1	MOA US 02110	200205		J	K
VR1915	130	1	MOA US 02110	200205		AF	G
VR1915	140	1	MOA US 02110	200205		G	H
VR1915	150	1	MOA US 02110	200205		H	I
VR1915	160	1	MOA US 02110	200205		I	J
VR1915	170	1	MOA US 02110	200205		J	K
VR1915	210	1	MOA US 02110	200205		G1	H
VR1915	220	1	MOA US 02110	200205		H	I
VR1915	230	1	MOA US 02110	200205		I	J
