PR_IDENT	ICAO	LEVEL	START_NAME	DEST_NAME	ACFT_TYPE	ACFT_SPEED	UPPER_ALT	LOWER_ALT	EFFE_TIME1	EFFE_TIME2	EFFE_TIME3	CYCLE_DATE	STRT_ICAO	DEST_ICAO
CZ00293	CZ	L	LONDON	PIERRE ELLIOTT TRUDEAU INTL								200313	CYXU	CYUL
CZ00294	CZ	L	LONDON	HAMILTON			2800					200204	CYXU	CYHM
CZ00295	CZ	L	LONDON	MONTREAL INTL MIRABEL								200302	CYXU	CYMX
CZ00296	CZ	L	LONDON	NORTH BAY								200204	CYXU	CYYB
CZ00297	CZ	L	LONDON	OTTAWA MACDONALD CARTIER INTL								200209	CYXU	CYOW
CZ00298	CZ	L	LONDON	PONTIAC								200204	CYXU	
CZ00299	CZ	L	LONDON	MONTREAL/ST HUBERT								200302	CYXU	CYHU
CZ00300	CZ	L	LONDON	TORONTO LESTER B PEARSON INTL								200209	CYXU	CYYZ
CZ00301	CZ	L	LONDON	TORONTO/CITY CENTRE			3100					200204	CYXU	CYTZ
CZ00303	CZ	L	LONDON	WINDSOR			2400					200204	CYXU	CYQG
CZ00305	CZ	L	MONT-JOLI	MONTREAL INTL DORVAL								200209	CYYY	CYUL
CZ00306	CZ	L	MONT-JOLI	QUEBEC JEAN LESAGE INTL								200209	CYYY	CYQB
CZ00307	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	ALBANY NY								200313	CYUL	
CZ00308	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	BOSTON								200313	CYUL	
CZ00309	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	BUFFALO								200313	CYUL	
CZ00310	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	BURLINGTON VT								200313	CYUL	
CZ00311	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	CHARLEVOIX								200313	CYUL	CYML
CZ00312	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	CLEVELAND								200313	CYUL	
CZ00313	CZ	H	WINNIPEG INTL	TORONTO LESTER B PEARSON INTL 3			FL500	FL290				200210	CYWG	CYYZ
CZ00314	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	DETROIT CITY								200313	CYUL	
CZ00315	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	DETROIT METRO-WAYNE								200313	CYUL	
CZ00316	CZ	H	WINNIPEG INTL	TORONTO LESTER B PEARSON INTL 4 RNAV			FL500	FL290				200602	CYWG	CYYZ
CZ00317	CZ	H	WINNIPEG INTL	VANCOUVER INTL								200210	CYWG	CYVR
CZ00321	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	HAMILTON								200313	CYUL	CYHM
CZ00324	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	LONDON ON								200313	CYUL	CYXU
CZ00329	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	GREATER MONCTON INTL								200313	CYUL	CYQM
CZ00331	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	OTTAWA MACDONALD CARTIER INTL								200313	CYUL	CYOW
CZ00332	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	PHILIDELPHIA								200313	CYUL	
CZ00333	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	QUEBEC JEAN LESAGE INTL								200313	CYUL	CYQB
CZ00334	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	TORONTO LESTER B PEARSON INTL								200313	CYUL	CYYZ
CZ00335	CZ	L	MONTREAL INTL MIRABEL	DETROIT METRO-WAYNE								200302	CYUL	
CZ00336	CZ	L	MONTREAL INTL MIRABEL	HAMILTON								200302	CYUL	CYHM
CZ00337	CZ	L	MONTREAL INTL MIRABEL	OTTAWA MACDONALD CARTIER INTL								200302	CYUL	CYOW
CZ00339	CZ	L	MONTREAL INTL MIRABEL	QUEBEC JEAN LESAGE INTL								200302	CYUL	CYQB
CZ00340	CZ	L	MONTREAL INTL MIRABEL	TORONTO LESTER B PEARSON INTL								200302	CYUL	CYYR
CZ00341	CZ	L	MONTREAL/ST-HUBERT	BRADLEY/WINDSOR LOCKS								200209	CYHU	KBDL
CZ00342	CZ	L	MONTREAL/ST-HUBERT	OTTAWA MACDONALD CARTIER INTL								200209	CYHU	CYOW
CZ00343	CZ	L	MONTREAL/ST-HUBERT	QUEBEC JEAN LESAGE INTL 1			17000	8000				200313	CYHU	CYQB
CZ00344	CZ	L	MONTREAL/ST-HUBERT	TORONTO LESTER B PEARSON INTL								200209	CYHU	CYYZ
CZ00345	CZ	L	MUSKOKA	TORONTO/BUTTONVILLE MUNI			3700					200302	CYQA	CYKZ
CZ00346	CZ	L	MUSKOKA	OSHAWA								200204	CYQA	CYOO
CZ00354	CZ	L	MUSKOKA	TORONTO LESTER B PEARSON INTL								200209	CYQA	CYYR
CZ00355	CZ	L	MUSKOKA	TORONTO/CITY CENTRE			3700					200204	CYQA	CYTZ
CZ00356	CZ	L	NORTH BAY	TORONTO/BUTTONVILLE MUNI			3700					200302	CYYB	CYKZ
CZ00368	CZ	L	NORTH BAY	OTTAWA MACDONALD CARTIER INTL 1								200313	CYYB	CYOW
CZ00369	CZ	L	NORTH BAY	TORONTO LESTER B PEARSON INTL								200209	CYYB	CYQB
CZ00370	CZ	L	NORTH BAY	TORONTO/CITY CENTRE			3700					200204	CYYB	CYTZ
CZ00371	CZ	L	OSHAWA	BUFFALO								200209	CYOO	KBUF
CZ00372	CZ	L	OSHAWA	DETROIT CITY								200209	CYOO	KDET
CZ00373	CZ	L	OSHAWA	DETROIT METRO-WAYNE								200204	CYOO	
CZ00374	CZ	L	OSHAWA	DETROIT WILLOW RUN								200204	CYOO	
CZ00375	CZ	L	OSHAWA	PIERRE ELLIOTT TRUDEAU INTL								200313	CYOO	CYUL
CZ00376	CZ	L	OSHAWA	ERIE								200209	CYOO	KERI
CZ00377	CZ	L	OSHAWA	HAMILTON			2800					200204	CYOO	CYHM
CZ00378	CZ	L	OSHAWA	LONDON								200209	CYOO	CYXU
CZ00379	CZ	L	OSHAWA	MONTREAL INTL MIRABEL								200302	CYOO	CYMX
CZ00380	CZ	L	OSHAWA	OTTAWA MACDONALD CARTIER INTL								200209	CYOO	CYOW
CZ00381	CZ	L	OSHAWA	PONTIAC								200204	CYOO	
CZ00382	CZ	L	OSHAWA	GREATER ROCHESTER INTL								200209	CYOO	KROC
CZ00383	CZ	L	OSHAWA	MONTREAL/ST HUBERT								200302	CYOO	CYHU
CZ00384	CZ	L	OSHAWA	SAULT STE MARIE / TMLS WEST			3100					200209	CYOO	CYAM
CZ00385	CZ	L	OSHAWA	WINDSOR			2400					200204	CYOO	CYQG
CZ00386	CZ	L	OTTAWA	BOSTON								200209	CYOW	
CZ00388	CZ	L	OTTAWA	CLEVELAND								200209	CYOW	
CZ00391	CZ	L	OTTAWA	DETROIT CITY								200209	CYOW	KDET
CZ00393	CZ	L	OTTAWA	DETROIT METRO - WAYNE								200209	CYOW	
CZ00403	CZ	L	OTTAWA	DETROIT WILLOW RUN								200209	CYOW	
CZ00404	CZ	L	OTTAWA	PIERRE ELLIOTT TRUDEAU INTL 1			10000					200313	CYOW	CYUL
CZ00405	CZ	L	OTTAWA	PIERRE ELLIOTT TRUDEAU INTL 2			13000	10000				200313	CYOW	CYUL
CZ00406	CZ	L	OTTAWA	HAMILTON			2800					200209	CYOW	CYHM
CZ00407	CZ	L	OTTAWA	LONDON								200209	CYOW	CYXU
CZ00408	CZ	L	OTTAWA	MONTREAL INTL MIRABEL								200302	CYOW	CYMX
CZ00409	CZ	L	OTTAWA	NORTH BAY								200209	CYOW	CYYB
CZ00412	CZ	L	OTTAWA	OSHAWA								200209	CYOW	CYOO
CZ00414	CZ	L	OTTAWA	PECK								200209	CYOW	
CZ00416	CZ	L	OTTAWA	PONTIAC								200209	CYOW	
CZ00419	CZ	L	OTTAWA	QUEBEC JEAN LESAGE INTL								200209	CYOW	CYQB
CZ00421	CZ	L	OTTAWA	MONTREAL/ST HUBERT 1			10000					200313	CYOW	CYHU
CZ00423	CZ	L	OTTAWA	MONTREAL/ST HUBERT 2			13000	10000				200313	CYOW	CYHU
CZ00426	CZ	L	OTTAWA	TORONTO LESTER B PEARSON INTL								200209	CYOW	CYYR
CZ00427	CZ	L	OTTAWA	WINDSOR								200209	CYOW	CYQG
CZ00430	CZ	L	PORT HARDY	VANCOUVER INTL			14000	5000				200209	CYZT	CYVR
CZ00434	CZ	L	WINDSOR	HAMILTON 1			11000	2800				200503	CYQX	CYHM
CZ00435	CZ	L	WINDSOR	HAMILTON 2								200503	CYQX	CYHM
CZ00436	CZ	L	WINDSOR	LONDON								200204	CYQG	CYXU
CZ00437	CZ	L	PRINCE GEORGE	VANCOUVER INTL								200209	CYPA	CYVR
CZ00438	CZ	L	WINDSOR	OSHAWA 1			11000					200503	CYQX	CYOO
CZ00440	CZ	L	QUEBEC	BAI-COMEAU								200209	CYQB	CYBC
CZ00441	CZ	L	WINDSOR	OSHAWA 2			FL230	13000				200204	CYQX	CYOO
CZ00442	CZ	L	QUEBEC	BAGOTVILLE								200209	CYQB	CYBG
CZ00443	CZ	L	WINDSOR	TORONTO LESTER B PEARSON INTL	J							200503	CYQX	CYYZ
CZ00444	CZ	L	QUEBEC	BOSTON								200209	CYQB	
CZ00445	CZ	L	WINDSOR	TORONTO/CITY CENTRE			11000	3100				200503	CYQG	CYTZ
CZ00446	CZ	L	WILLIAMS LAKE	VANCOUVER INTL								200209	CYWL	CYVR
CZ00447	CZ	L	VICTORIA INTL	VANCOUVER INTL								200311	CYYJ	CYVR
CZ00448	CZ	L	VANCOUVER INTL	CALGARY INTL								200311	CYVR	CYYC
CZ00449	CZ	L	VANCOUVER INTL	FORT ST JOHN								200311	CYVR	CYXJ
CZ00450	CZ	L	QUEBEC	BURLINGTON INTL								200209	CYQB	KBTV
CZ00451	CZ	L	QUEBEC	PIERRE ELLIOTT TRUDEAU INTL								200313	CYQB	CYUL
CZ00452	CZ	L	QUEBEC	GATINEAU								200209	CYQB	CYND
CZ00453	CZ	L	QUEBEC	GATINEAU (RNAV)			3700	3100				200302	CYQB	CYND
CZ00454	CZ	L	QUEBEC	MONTREAL INTL MIRABEL								200302	CYQB	CYMX
CZ00455	CZ	L	VANCOUVER INTL	KAMLOOPS			13000					200313	CYVR	CYKA
CZ00456	CZ	L	QUEBEC	MONT-JOLI								200209	CYQB	CYYY
CZ00457	CZ	L	VANCOUVER INTL	KAMLOOPS			FL230	14000				200313	CYVR	CYKA
CZ00458	CZ	L	QUEBEC	OTTAWA MACDONALD CARTIER INTL			60000	11000				200209	CYQB	CYOW
CZ00459	CZ	L	VANCOUVER INTL	KELOWNA 2			13000	4500				200408	CYVR	CYLW
CZ00460	CZ	L	QUEBEC	OTTAWA (RNAV)			3700					200302	CYQB	
CZ00463	CZ	L	QUEBEC	MONTREAL ST HUBERT								200209	CYQB	CYHU
CZ00464	CZ	L	QUEBEC	SEPT-ILES								200209	CYQB	CYZV
CZ00465	CZ	L	RIVIERE-DU-LOOP	PIERRE ELLIOTT TRUDEAU INTL								200313	CYRI	CYUL
CZ00466	CZ	L	RIVIERE-DU-LOOP	QUEBEC JEAN LESAGE INTL								200209	CYRI	CYQB
CZ00467	CZ	L	SARNIA/CHRIS HADFIELD	TORONTO/BUTTONVILLE MUNI			2600					200302	CYZR	CYKZ
CZ00468	CZ	L	SARNIA/CHRIS HADFIELD	PIERRE ELLIOTT TRUDEAU INTL								200313	CYZR	CYUL
CZ00469	CZ	L	SARNIA/CHRIS HADFIELD	HAMILTON			2800					200302	CYZR	CYHM
CZ00470	CZ	L	SARNIA/CHRIS HADFIELD	LONDON								200302	CYZR	CYXU
CZ00471	CZ	L	SARNIA/CHRIS HADFIELD	OTTAWA MACDONALD CARTIER INTL								200302	CYZR	CYOW
CZ00472	CZ	L	SARNIA/CHRIS HADFIELD	TORONTO LESTER B PEARSON INTL								200302	CYZR	CYYZ
CZ00473	CZ	L	SARNIA/CHRIS HADFIELD	TORONTO/CITY CENTRE			3100					200302	CYZR	CYTZ
CZ00474	CZ	L	SAULT STE MARIE	TORONTO/BUTTONVILLE MUNI			4200	2500				200503	CYAM	CYKZ
CZ00475	CZ	L	SAULT STE MARIE	TORONTO LESTER B PEARSON INTL								200209	CYAM	CYYZ
CZ00476	CZ	L	SAULT STE MARIE	TORONTO/CITY CENTRE			4200	3100				200503	CYAM	CYTZ
CZ00477	CZ	L	SEATTLE	VANCOUVER INTL								200209	KSEA	CYVR
CZ00479	CZ	L	VANCOUVER INTL	PORT HARDY								200311	CYVR	CYZT
CZ00480	CZ	L	VANCOUVER INTL	PRINCE GEORGE								200311	CYVR	CYXS
CZ00481	CZ	L	VANCOUVER INTL	PRINCETON								200311	CYVR	CYDC
CZ00482	CZ	L	VANCOUVER INTL	VICTORIA INTL								200311	CYVR	CYYJ
CZ00483	CZ	L	VANCOUVER INTL	WILLIAMS LAKE								200311	CYVR	CYWL
CZ00484	CZ	L	TORONTO/BUTTONVILLE MUNI	BUFFALO 1			9000	2400				200209	CYKZ	KBUF
CZ00485	CZ	L	TORONTO/BUTTONVILLE MUNI	BUFFALO 2			9000	2400				200209	CYKZ	KBUF
CZ00486	CZ	L	TORONTO/BUTTONVILLE MUNI	CLEVELAND								200204	CYKZ	
CZ00487	CZ	L	TORONTO/BUTTONVILLE MUNI	DETROIT CITY								200209	CYKZ	KDET
CZ00488	CZ	L	TORONTO/BUTTONVILLE MUNI	DETROIT METRO-WAYNE								200209	CYKZ	KDTW
CZ00489	CZ	L	TORONTO/BUTTONVILLE MUNI	DETROIT WILLOW RUN								200204	CYKZ	
CZ00490	CZ	L	TORONTO/BUTTONVILLE MUNI	PIERRE ELLIOTT TRUDEAU INTL								200313	CYKZ	CYUL
CZ00491	CZ	L	TORONTO/BUTTONVILLE MUNI	ERIE			FL220	2400				200209	CYKZ	KERI
CZ00492	CZ	L	TORONTO/BUTTONVILLE MUNI	LONDON			FL220	2400				200209	CYKZ	CYXU
CZ00493	CZ	L	TORONTO/BUTTONVILLE MUNI	OTTAWA								200209	CYKZ	CYOW
CZ00494	CZ	L	TORONTO/BUTTONVILLE MUNI	PONTIAC								200204	CYKZ	
CZ00495	CZ	L	TORONTO/BUTTONVILLE MUNI	GREATER ROCHESTER INTL								200209	CYKZ	KROC
CZ00496	CZ	L	TORONTO/BUTTONVILLE MUNI	SARNIA			FL220	2400				200204	CYKZ	CYZR
CZ00497	CZ	L	TORONTO/BUTTONVILLE MUNI	SAULT STE MARIE 1								200204	CYKZ	CYAM
CZ00498	CZ	L	TORONTO/BUTTONVILLE MUNI	SAULT STE MARIE								200204	CYKZ	CYAM
CZ00499	CZ	L	TORONTO/BUTTONVILLE MUNI	WINDSOR								200204	CYKZ	CYQG
CZ00502	CZ	L	SUDBURY	TORONTO/BUTTONVILLE MUNI			5000	3700				200302	CYSB	CYKZ
CZ00504	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	CLEVELAND								200311	CYTZ	
CZ00505	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	DETROIT CITY								200311	CYTZ	KDET
CZ00506	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	DETROIT METRO-WAYNE								200311	CYTZ	KDTW
CZ00507	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	DETROIT WILLOW RUN								200311	CYTZ	
CZ00508	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	PIERRE ELLIOTT TRUDEAU INTL								200313	CYTZ	CYUL
CZ00510	CZ	L	SUDBURY	TORONTO LESTER B PEARSON INTL 1								200313	CYSB	CYYZ
CZ00511	CZ	L	SUDBURY	TORONTO LESTER B PEARSON INTL 2			5000					200313	CYSB	CYYZ
CZ00512	CZ	L	SUDBURY	TORONTO/CITY CENTER			5000	3700				200209	CYSB	CYTZ
CZ00513	CZ	L	TIMMINS	TORONTO/BUTTONVILLE MUNI			5000	3700				200302	CYTS	CYKZ
CZ00514	CZ	L	TIMMINS	TORONTO LESTER B PEARSON INTL								200209	CYTS	CYYZ
CZ00516	CZ	L	TIMMINS	TORONTO/CITY CENTER			5000	3700				200209	CYTS	CYTZ
CZ00517	CZ	L	TORONTO LESTER B PEARSON INTL	ALLENTOWN								200311	CYYZ	
CZ00518	CZ	L	TORONTO LESTER B PEARSON INTL	ATLANTIC CITY								200311	CYYZ	
CZ00519	CZ	L	TORONTO LESTER B PEARSON INTL	BRADLEY WINDSOR LOCKS								200311	CYYZ	KBDL
CZ00520	CZ	L	TORONTO LESTER B PEARSON INTL	BUFFALO			9000					200311	CYYZ	KBUF
CZ00522	CZ	L	TORONTO LESTER B PEARSON INTL	BUFFALO			9000					200313	CYYZ	KBUF
CZ00523	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	WINDSOR								200311	CYTZ	CYQG
CZ00524	CZ	L	TORONTO LESTER B PEARSON INTL	CHICAGO MIDWAY								200311	CYYZ	KMDW
CZ00525	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	SUDBURY			FL220	3100				200311	CYTZ	CYSB
CZ00526	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	SAULT STE MARIE 1 - TMLS WEST			FL220	3100				200311	CYTZ	
CZ00527	CZ	L	TORONTO LESTER B PEARSON INTL	CLEVELAND								200311	CYYZ	
CZ00528	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	SAULT STE MARIE 2 - TMLS WEST			FL220	3100				200311	CYTZ	
CZ00529	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	SARNIA								200311	CYTZ	CYZR
CZ00530	CZ	L	TORONTO LESTER B PEARSON INTL	COLUMBUS			3200					200311	CYYZ	
CZ00531	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	ST CATHARINES/NIAGARA DISTRICT								200311	CYTZ	CYSN
CZ00532	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	GREATER ROCHESTER INTL								200311	CYTZ	KROC
CZ00533	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	PONTIAC								200311	CYTZ	
CZ00534	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	NORTH BAY								200311	CYTZ	CYYB
CZ00535	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	ST CATHERINES/NIAGARA DISTRICT								200311	CYTZ	CYSN
CZ00536	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	MUSKOLA								200311	CYTZ	CYQA
CZ00537	CZ	L	TORONTO LESTER B PEARSON INTL	COVINGTON/CINCINNATI			16000	3200				200311	CYYZ	
CZ00538	CZ	L	TORONTO LESTER B PEARSON INTL	DAYTON			3200					200311	CYYZ	
CZ00539	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	LONDON								200311	CYTZ	CYXU
CZ00540	CZ	L	TORONTO LESTER B PEARSON INTL	DETROIT CITY								200311	CYYZ	KDET
CZ00541	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	HAMILTON								200311	CYTZ	CYHM
CZ00542	CZ	L	TORONTO LESTER B PEARSON INTL	DETROIT METRO-WAYNE								200311	CYYZ	KDTW
CZ00543	CZ	L	TORONTO LESTER B PEARSON INTL	DETROIT WILLOW RUN								200311	CYYZ	
CZ00544	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	ERIE								200311	CYTZ	KERI
CZ00545	CZ	L	TORONTO LESTER B PEARSON INTL	PIERRE ELLIOTT TRUDEAU INTL								200313	CYYZ	CYUL
CZ00546	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	DUNKIRK								200311	CYTZ	
CZ00547	CZ	L	TORONTO LESTER B PEARSON INTL	DUNKIRK								200311	CYYZ	
CZ00548	CZ	L	TORONTO LESTER B PEARSON INTL	ERIE								200311	CYYZ	KERI
CZ00549	CZ	L	TORONTO LESTER B PEARSON INTL	HAMILTON			2800					200311	CYYZ	CYHM
CZ00550	CZ	L	TORONTO LESTER B PEARSON INTL	HARRISBBURG/MIDDLETON								200311	CYYZ	
CZ00551	CZ	L	TORONTO LESTER B PEARSON INTL	JOHN F KENNEDY								200311	CYYZ	
CZ00552	CZ	L	TORONTO LESTER B PEARSON INTL	KALAMAZOO								200311	CYYZ	
CZ00554	CZ	L	TORONTO LESTER B PEARSON INTL	LA GUARDIA		-250	17000					200311	CYYZ	KLGA
CZ00555	CZ	L	TORONTO LESTER B PEARSON INTL	LA GUARDIA		+250	17000					200311	CYYZ	
CZ00556	CZ	L	TORONTO LESTER B PEARSON INTL	LONDON								200311	CYYZ	CYXU
CZ00557	CZ	L	TORONTO LESTER B PEARSON INTL	MONTREAL INTL MIRABEL								200311	CYYZ	CYMX
CZ00558	CZ	L	TORONTO LESTER B PEARSON INTL	MUSKOKA			2600					200311	CYYZ	CYQA
CZ00560	CZ	L	TORONTO LESTER B PEARSON INTL	NEWARK INTL			17000					200311	CYYZ	KEWR
CZ00561	CZ	L	TORONTO LESTER B PEARSON INTL	ST CATHARINES/NIAGARA DISTRICT			2100					200311	CYYZ	CYSN
CZ00562	CZ	L	TORONTO LESTER B PEARSON INTL	ST CATHARINES/NIAGARA DISTRICT								200311	CYYZ	CYSN
CZ00563	CZ	L	TORONTO LESTER B PEARSON INTL	NORTH BAY								200311	CYYZ	CYYB
CZ00564	CZ	L	TORONTO LESTER B PEARSON INTL	OTTAWA MACDONALD CARTIER INTL								200311	CYYZ	CYOW
CZ00565	CZ	L	TORONTO LESTER B PEARSON INTL	PEMBROKE								200311	CYYZ	CYTA
CZ00566	CZ	L	TORONTO LESTER B PEARSON INTL	PHILADELPHIA								200311	CYYZ	
CZ00568	CZ	L	TORONTO LESTER B PEARSON INTL	PITTSBURG								200311	CYYZ	
CZ00569	CZ	L	TORONTO LESTER B PEARSON INTL	PONTIAC								200311	CYYZ	
CZ00571	CZ	L	TORONTO LESTER B PEARSON INTL	QUEBEC JEAN LESAGE INTL								200311	CYYZ	CYQB
CZ00572	CZ	L	TORONTO LESTER B PEARSON INTL	GREATER ROCHESTER INTL								200311	CYYZ	KROC
CZ00573	CZ	L	TORONTO LESTER B PEARSON INTL	ST CATHARINES/NIAGARA DISTRICT			2100					200311	CYYZ	CYSN
CZ00574	CZ	L	TORONTO LESTER B PEARSON INTL	ST CATHARINES/NIAGARA DISTRICT								200311	CYYZ	CYSN
CZ00575	CZ	L	TORONTO LESTER B PEARSON INTL	MONTREAL ST HUBERT								200311	CYYZ	CYHU
CZ00576	CZ	L	TORONTO LESTER B PEARSON INTL	SARNIA			3200					200311	CYYZ	SYZR
CZ00577	CZ	L	TORONTO LESTER B PEARSON INTL	SAULT STE MARIE AND TMIS WEST								200311	CYYZ	CYAM
CZ00579	CZ	L	TORONTO LESTER B PEARSON INTL	SUDBURY								200311	CYYZ	CYSB
CZ00580	CZ	L	TORONTO LESTER B PEARSON INTL	TETERBORO			17000					200311	CYYZ	KTEB
CZ00581	CZ	L	TORONTO LESTER B PEARSON INTL	TIMMINS								200311	CYYZ	CYTS
CZ00582	CZ	L	TORONTO LESTER B PEARSON INTL	WASHINGTON DULLES	N		17999	8000				200311	CYYZ	KIAD
CZ00583	CZ	L	TORONTO LESTER B PEARSON INTL	KITCHENER/WATERLOO REGIONAL			4200					200311	CYYZ	CYKF
CZ00584	CZ	L	TORONTO LESTER B PEARSON INTL	WHITE PLAINS			17000					200311	CYYZ	
CZ00585	CZ	L	TORONTO LESTER B PEARSON INTL	WINDSOR			2400					200311	CYYZ	CYQG
CZ00586	CZ	L	PRINCE ALBERT	LA RONGE								200204	CYPA	CYVC
CZ00587	CZ	H	CALGARY INTL	WINNIPEG INTL								200209	CYYC	CYWG
CZ00588	CZ	H	REGINA	WINNIPEG INTL								200210	CYQR	CYWG
CZ00589	CZ	H	SASKATOON J G DIEFENBAKER INTL	WINNIPEG INTL								200210	CYXE	CYWG
CZ00590	CZ	H	VANCOUVER INTL	WINNIPEG INTL	J							200210	CYVR	CYWG
CZ00591	CZ	H	SUDBURY	OTTAWA MACDONALD CARTIER INTL 2 HIGH			FL600	FL190				200304	CYSB	CYOW
CZ00593	CZ	L	VANCOUVER INTL	KELOWNA 1			FL230	14000				200408	CYVR	CYLW
CZ00594	CZ	L	VICTORIA INTL	KELOWNA								200311	CYYJ	CYLW
CZ00595	CZ	H	VANCOUVER INTL	METROPOLITAN OAKLAND INTL								200210	CYVR	KOAK
CZ00596	CZ	H	VANCOUVER INTL	SAN FRANCISCO INTL								200210	CYVR	KSFO
CZ00597	CZ	H	VANCOUVER INTL	NORMAN Y MINETA SAN JOSE INTL								200210	CYVR	KSJC
CZ00598	CZ	H	VICTORIA INTL	KELOWNA								200210	CYYJ	CYLW
CZ00599	CZ	H	WINNIPEG INTL	REGINA								200210	CYWG	CYQR
CZ00600	CZ	L	SUDBURY	OTTAWA MACDONALD CARTIER INTL 1								200313	CYSB	CYOW
CZ00601	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	BUFFALO 1								200313	CYTZ	KBUF
CZ00602	CZ	L	TORONTO/CTY CNTR AND DOWNSVIEW	BUFFALO 2								200311	CYTZ	KBUF
CZ00603	CZ	H	EDM0NTON CITY CENTRE	CALGARY INTL								200209	CYXD	CYYC
CZ00604	CZ	H	PIERRE ELLIOTT TRUDEAU INTL	HALIFAX INTL (RNAV)								200313	CYUL	CYHZ
CZ00605	CZ	H	PIERRE ELLIOTT TRUDEAU INTL	JOHN F KENNEDY INTL								200313	CYUL	KJFK
CZ00606	CZ	H	SPOKANE INTL	VANCOUVER INTL								200210	KGEG	CYVR
CZ00608	CZ	H	KELOWNA	EDMONTON INTL								200209	CYLW	CYEG
CZ00611	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	BAIE-COMEAU								200313	CYUL	CYBC
CZ00612	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	ROUYN			8000					200505	CYUL	CYUY
CZ00613	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	SEPT-ILES								200313	CYUL	CYZV
CZ00614	CZ	L	PIERRE ELLIOTT TRUDEAU INTL	VAL-D OR			8000					200505	CYUL	CYVO
CZ00615	CZ	L	MONTREAL/ST-HUBERT	QUEBEC JEAN LESAGE INTL 2			7000					200313	CYHU	CYQB
CZ00619	CZ	H	RANKIN INLET	IQALUIT								200210	CYRT	CYFB
CZ00620	CZ	H	PIERRE ELLIOTT TRUDEAU INTL	TORONTO LESTER B PEARSON INTL	N		FL500	FL240				200313	CYUL	CYYZ
CZ00621	CZ	H	PIERRE ELLIOTT TRUDEAU INTL	TORONTO LESTER B PEARSON INTL (RNAV)	J		FL500	FL240				200313	CYUL	CYYZ
CZ00622	CZ	H	PIERRE ELLIOTT TRUDEAU INTL	TORONTO LESTER B PEARSON INTL (NORNAV)	J		FL500	FL240				200313	CYUL	CYYZ
CZ00623	CZ	H	MONTREAL INTL MIRABEL	TORONTO LESTER B PEARSON INTL	N		FL500	FL240				200302	CYMX	CYYZ
CZ00624	CZ	H	MONTREAL INTL MIRABEL	TORONTO LESTER B PEARSON INTL (RNAV)	J		FL500	FL240				200302	CYMX	CYYZ
CZ00625	CZ	H	MONTREAL INTL MIRABEL	TORONTO LESTER B PEARSON INTL (NORNAV)	J		FL500	FL240				200302	CYMX	CYYZ
CZ00626	CZ	H	MONTREAL/ST HUBERT	TORONTO LESTER B PEARSON INTL	N		FL500	FL240				200302	CYHU	CYYZ
CZ00627	CZ	H	MONTREAL/ST HUBERT	TORONTO LESTER B PEARSON INTL (RNAV)	J		FL500	FL240				200302	CYHU	CYYZ
CZ00628	CZ	H	MONTREAL/ST HUBERT	TORONTO LESTER B PEARSON INTL (NORNAV)	J		FL500	FL240				200302	CYHU	CYYZ
CZ00629	CZ	H	HAMILTON	PIERRE ELLIOTT TRUDEAU INTL (RNAV)	J							200313	CYHM	CYUL
